30年（2018年）,"153,198,019",99.9%,"92,400,762","9,644,697","82,756,065","476,987","263,096","213,891","53,989","29,945","24,044","41,445","17,799","23,646","12,544","12,146",398,"60,797,257","33,682,760","27,114,497",-,-,-,2018年
31年（2019年）,"140,011,215",91.4%,"83,783,467","9,312,675","74,470,792","550,178","295,172","255,006","60,952","32,855","28,097","47,342","19,413","27,929","13,610","13,442",168,"56,227,748","28,658,547","27,569,201",-,-,-,2019年
名古屋港,,,,,,,,,,,,,,,,,,,,,,,,名古屋港
平成27年（2015年）,"197,979,816",95.4%,"130,993,902","55,236,197","75,757,705","46,837,202","22,814,518","24,022,684","2,466,272","1,286,964","1,179,308","2,119,691","1,066,478","1,053,213","346,581","220,486","126,095","66,985,914","35,227,816","31,758,098","4,436,400","2,311,780","2,124,620",2015年
28年（2016年）,"193,256,677",97.6%,"128,475,825","52,713,701","75,762,124","47,163,972","23,184,860","23,979,112","2,491,207","1,296,218","1,194,989","2,140,005","1,085,558","1,054,447","351,202","210,660","140,542","64,780,852","34,093,752","30,687,100","4,539,085","2,347,195","2,191,890",2016年
29年（2017年）,"195,932,814",101.4%,"127,881,283","52,657,099","75,224,184","48,786,871","24,542,767","24,244,104","2,588,601","1,350,577","1,238,024","2,256,835","1,147,305","1,109,530","331,766","203,272","128,494","68,051,531","35,962,617","32,088,914","4,741,190","2,486,550","2,254,640",2017年
30年（2018年）,"196,592,791",100.3%,"129,648,712","53,710,977","75,937,735","49,514,715","24,835,591","24,679,124","2,699,626","1,400,634","1,298,992","2,325,721","1,165,513","1,160,208","373,905","235,121","138,784","66,944,079","35,143,655","31,800,424","4,678,345","2,455,100","2,223,245",2018年
31年（2019年）,"194,401,895",98.9%,"126,377,136","52,851,392","73,525,744","48,083,466","24,036,589","24,046,877","2,648,660","1,389,076","1,259,584","2,277,176","1,133,446","1,143,730","371,484","255,630","115,854","68,024,079","35,724,741","32,300,018","4,710,355","2,429,530","2,280,825",2019年
大　阪　港,,,,,,,,,,,,,,,,,,,,,,,,大　阪　港
平成27年（2015年）,"79,969,879",92.5%,"34,655,856","9,692,984","24,962,872","30,188,296","7,780,822","22,407,474","1,970,322","897,329","1,072,993","1,444,780","398,874","1,045,906","525,542","498,455","27,087","45,314,023","20,042,622","25,271,401","29,230,315","13,868,000","15,362,315",2015年
28年（2016年）,"82,033,622",102.6%,"34,111,827","9,363,099","24,748,728","29,834,675","7,790,797","22,043,878","1,952,372","888,935","1,063,437","1,430,571","398,901","1,031,670","521,801","490,034","31,767","47,921,795","21,175,112","26,746,683","31,287,980","14,920,850","16,367,130",2016年
29年（2017年）,"84,602,518",103.1%,"34,841,677","9,586,869","25,254,808","31,107,514","7,994,137","23,113,377","2,049,702","938,293","1,111,408","1,491,572","410,013","1,081,559","558,130","528,281","29,849","49,760,841","21,822,977","27,937,864","29,018,310","13,002,140","16,016,170",2017年
30年（2018年）,"84,278,920",99.6%,"36,217,706","9,625,777","26,591,929","32,141,346","8,217,804","23,923,542","2,096,015","945,582","1,150,433","1,541,566","424,824","1,116,742","554,449","520,758","33,691","48,061,214","21,383,858","26,677,356","31,428,057","15,216,211","16,211,846",2018年
31年（2019年）,"85,505,833",101.5%,"35,671,674","9,014,046","26,657,628","32,143,088","7,915,497","24,227,591","2,129,955","968,315","1,161,639","1,536,710","410,053","1,126,657","593,244","558,262","34,982","49,834,159","22,082,908","27,751,251","32,857,742","15,732,209","17,125,533",2019年
神　戸　港,,,,,,,,,,,,,,,,,,,,,,,,神　戸　港
平成27年（2015年）,"97,001,666",105.0%,"51,185,044","23,296,621","27,888,423","37,168,162","17,804,212","19,363,950","2,115,066","1,132,247","982,819","1,810,047","917,353","892,694","305,019","214,894","90,125","45,816,622","18,838,908","26,977,714","27,828,455","12,708,440","15,120,015",2015年
28年（2016年）,"98,313,779",101.4%,"51,726,204","23,307,248","28,418,956","38,258,889","18,509,546","19,749,343","2,140,546","1,149,661","990,885","1,869,155","951,655","917,500","271,391","198,006","73,385","46,587,575","18,997,909","27,589,666","27,780,235","12,591,720","15,188,515",2016年
29年（2017年）,"99,860,819",101.6%,"52,717,809","24,069,423","28,648,386","38,945,821","18,569,993","20,375,828","2,218,285","1,185,072","1,033,213","1,912,626","964,313","948,313","305,659","220,759","84,900","47,143,010","19,622,202","27,520,808","29,018,310","13,002,140","16,016,170",2017年
30年（2018年）,"95,486,466",95.6%,"52,161,526","23,708,193","28,453,333","38,937,137","18,577,564","20,359,573","2,219,584","1,202,589","1,016,995","1,931,994","991,917","940,077","287,590","210,672","76,918","43,324,940","17,960,137","25,364,803","28,160,130","12,994,410","15,165,720",2018年
31年（2019年）,"94,008,582",98.5%,"51,513,806","22,927,448","28,586,358","38,458,348","17,939,999","20,518,349","2,188,121","1,179,160","1,008,962","1,910,216","964,457","945,759","277,904","214,702","63,202","42,494,776","17,879,349","24,615,427","28,165,950","12,885,115","15,280,835",2019年
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
資料：各港港湾統計,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
