,,,,,,,,,,,,,,,,,,,,,,,（単位：トン、TEU） ,
港　名,総取扱貨物量,前年比,　外　貿　貨　物,,,,,,,,,,,,,,,内　貿　貨　物,,,,,,港　名
,,,計,輸　出,輸　入,コンテナ貨物（内数）,,,コンテナ個数（内数）（TEU),,,実入りコン,テナ個数（内数）（TEU),,空コンテナ個数（内数）（TEU),,,計,移　出,移　入,フェリー貨物（内数）,,,
,,,,,,計,輸　出,輸　入,計,輸　出,輸　入,計,輸　出,輸　入,計,輸　出,輸　入,,,,計,移　出,移　入,
東　京　港,,,,,,,,,,,,,,,,,,,,,,,,東　京　港
平成27年（2015年）,"85,332,872",97.9%,"46,699,117","12,933,120","33,765,997","44,930,200","12,449,847","32,480,353","4,149,507","1,917,199","2,232,308","3,131,158","911,563","2,219,595","1,018,349","1,005,636","12,713","38,633,755","13,904,903","24,728,852","8,294,070","4,295,095","3,998,975",2015年
28年（2016年）,"85,954,195",100.7%,"48,102,417","13,368,468","34,733,949","46,178,485","12,773,235","33,405,250","4,250,647","1,980,785","2,269,862","3,208,206","947,635","2,260,571","1,042,441","1,033,150","9,291","37,851,778","14,295,663","23,556,115","9,125,710","4,775,070","4,350,640",2016年
29年（2017年）,"90,780,146",105.6%,"50,116,156","13,508,587","36,607,569","48,151,899","12,950,374","35,201,525","4,500,302","2,074,794","2,425,508","3,400,739","989,439","2,411,300","1,099,563","1,085,355","14,208","40,663,990","15,791,781","24,872,209","10,085,730","5,396,175","4,689,555",2017年
30年（2018年）,"91,543,456",100.8%,"49,825,795","13,288,658","36,537,137","47,981,969","12,770,411","35,211,558","4,570,702","2,117,463","2,453,239","3,414,328","973,542","2,440,786","1,156,374","1,143,921","12,453","41,717,661","15,751,422","25,966,239","10,868,450","5,675,580","5,192,870",2018年
31年（2019年）,"87,806,264",95.9%,"48,494,019","12,734,557","35,759,462","46,663,348","12,154,980","34,508,368","4,513,742","2,128,992","2,384,750","3,310,715","934,492","2,376,223","1,203,027","1,194,500","8,527","39,312,245","15,054,365","24,257,880","10,734,800","5,566,510","5,168,290",2019年
横　浜　港,,,,,,,,,,,,,,,,,,,,,,,,横　浜　港
平成27年（2015年）,"114,742,597",98.1%,"74,488,202","31,591,035","42,897,167","36,833,692","15,031,741","21,801,951","2,513,512","1,330,019","1,183,493","2,078,605","1,038,672","1,039,933","434,907","291,347","143,560","40,252,847","16,307,751","23,945,096",-,-,-,2015年
28年（2016年）,"109,122,677",95.1%,"68,931,995","30,624,258","38,307,737","36,371,117","14,778,814","21,592,303","2,520,947","1,327,277","1,193,670","2,062,541","1,029,513","1,033,028","458,406","297,764","160,642","40,190,682","14,627,836","25,562,846",-,-,-,2016年
29年（2017年）,"114,872,315",105.3%,"75,459,873","32,817,499","42,642,374","38,560,307","16,125,604","22,434,703","2,621,010","1,401,356","1,219,654","2,156,631","1,087,123","1,069,508","464,379","314,233","150,146","39,412,442","15,490,385","23,922,057",-,-,-,2017年
30年（2018年）,"113,958,079",99.2%,"78,478,316","32,851,464","45,626,852","40,477,869","17,124,965","23,352,904","2,723,883","1,453,765","1,270,118","2,231,781","1,117,320","1,114,461","507,902","337,686","170,216","35,479,763","14,685,434","20,794,329",-,-,-,2018年
31年（2019年）,"110,745,249",97.2%,"79,952,761","29,657,740","50,295,021","40,152,273","16,152,768","23,999,505","2,699,085","1,430,546","1,268,676","2,196,060","1,053,323","1,142,737","503,025","377,223","125,802","30,792,488","14,596,290","16,196,198",-,-,-,2019年
川　崎　港,,,,,,,,,,,,,,,,,,,,,,,,川　崎　港
平成27年（2015年）,"86,676,661",101.0%,"56,795,274","10,753,285","46,041,989","1,091,363","222,510","868,853","76,787","36,434","40,353","57,603","17,384","40,219","19,184","19,050",134,"29,881,387","16,860,293","13,021,094",-,-,-,2015年
28年（2016年）,"81,969,039",94.6%,"53,047,596","9,006,537","44,041,059","1,228,370","267,408","960,962","83,780","39,707","44,073","64,905","21,012","43,893","18,875","18,695",180,"28,921,443","14,993,312","13,928,131",-,-,-,2016年
29年（2017年）,"84,975,283",103.7%,"55,911,945","8,639,323","47,272,622","1,333,962","181,162","1,152,800","98,816","44,473","54,343","68,027","13,878","54,149","30,789","30,595",194,"29,363,733","16,151,409","13,212,324",-,-,-,2017年
30年（2018年）,"81,087,979",94.7%,"50,727,297","7,491,952","43,235,345","1,522,015","248,385","1,273,630","118,578","58,851","59,727","77,583","17,973","59,610","40,995","40,878",117,"30,360,682","14,756,813","15,603,869",-,-,-,2018年
31年（2019年）,"79,215,595",97.7%,"53,485,040","8,429,820","45,055,220","1,708,367","255,221","1,453,146","133,926","67,545","66,381","86,990","20,694","66,296","46,936","46,851",85,"25,730,555","13,102,160","12,628,395",-,-,-,2019年
千　葉　港,,,,,,,,,,,,,,,,,,,,,,,,千　葉　港
平成27年（2015年）,"156,246,293",96.0%,"95,844,762","11,022,478","84,822,284","484,067","267,169","216,898","42,357","24,710","17,647","35,647","18,009","17,638","6,710","6,701",9,"60,401,531","31,146,301","29,255,230",-,-,-,2015年
28年（2016年）,"154,332,564",98.8%,"92,336,782","9,529,156","82,807,626","469,029","290,630","178,399","46,578","28,141","18,437","38,885","21,055","17,837","7,693","7,093",600,"61,995,782","34,603,324","27,391,458",-,-,-,2016年
29年（2017年）,"153,291,264",99.3%,"92,530,167","8,266,055","84,264,112","489,397","279,081","210,316","47,136","27,522","19,614","38,839","19,346","19,493","8,297","8,176",121,"60,761,097","33,137,320","27,623,777",-,-,-,2017年
