"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20090601,"芝地区総合支所管内","新橋四丁目",226,184,187,371
20090601,"芝地区総合支所管内","新橋五丁目",284,240,232,472
20090601,"芝地区総合支所管内","新橋六丁目",528,401,309,710
20090601,"芝地区総合支所管内","西新橋一丁目",166,148,146,294
20090601,"芝地区総合支所管内","西新橋二丁目",220,183,178,361
20090601,"芝地区総合支所管内","西新橋三丁目",328,159,273,432
20090601,"芝地区総合支所管内","三田一丁目",1300,1041,1187,2228
20090601,"芝地区総合支所管内","三田二丁目",1862,1605,1918,3523
20090601,"芝地区総合支所管内","三田三丁目",886,655,722,1377
20090601,"芝地区総合支所管内","浜松町一丁目",747,649,614,1263
20090601,"芝地区総合支所管内","浜松町二丁目",177,153,149,302
20090601,"芝地区総合支所管内","芝大門一丁目",404,315,348,663
20090601,"芝地区総合支所管内","芝大門二丁目",496,369,422,791
20090601,"芝地区総合支所管内","芝公園一丁目",132,94,93,187
20090601,"芝地区総合支所管内","芝公園二丁目",393,263,273,536
20090601,"芝地区総合支所管内","芝公園三丁目",133,118,119,237
20090601,"芝地区総合支所管内","芝公園四丁目",59,39,31,70
20090601,"芝地区総合支所管内","虎ノ門一丁目",160,136,167,303
20090601,"芝地区総合支所管内","虎ノ門二丁目",84,73,46,119
20090601,"芝地区総合支所管内","虎ノ門三丁目",677,533,600,1133
20090601,"芝地区総合支所管内","虎ノ門四丁目",352,185,337,522
20090601,"芝地区総合支所管内","虎ノ門五丁目",212,189,211,400
20090601,"芝地区総合支所管内","愛宕一丁目",47,42,47,89
20090601,"芝地区総合支所管内","愛宕二丁目",125,104,107,211
20090701,"芝地区総合支所管内","芝一丁目",641,537,477,1014
20090701,"芝地区総合支所管内","芝二丁目",1441,1137,1268,2405
20090701,"芝地区総合支所管内","芝三丁目",1806,1393,1474,2867
20090701,"芝地区総合支所管内","芝四丁目",1121,848,915,1763
20090701,"芝地区総合支所管内","芝五丁目",1986,1374,1690,3064
20090701,"芝地区総合支所管内","海岸一丁目",1106,926,867,1793
20090701,"芝地区総合支所管内","東新橋一丁目",716,646,745,1391
20090701,"芝地区総合支所管内","東新橋二丁目",155,110,95,205
20090701,"芝地区総合支所管内","新橋一丁目",30,22,20,42
20090701,"芝地区総合支所管内","新橋二丁目",101,81,71,152
20090701,"芝地区総合支所管内","新橋三丁目",172,153,137,290
20090701,"芝地区総合支所管内","新橋四丁目",224,184,186,370
20090701,"芝地区総合支所管内","新橋五丁目",283,241,231,472
20090701,"芝地区総合支所管内","新橋六丁目",520,396,308,704
20090701,"芝地区総合支所管内","西新橋一丁目",168,148,143,291
20090701,"芝地区総合支所管内","西新橋二丁目",221,182,181,363
20090701,"芝地区総合支所管内","西新橋三丁目",318,155,271,426
20090701,"芝地区総合支所管内","三田一丁目",1362,1099,1258,2357
20090701,"芝地区総合支所管内","三田二丁目",1865,1605,1914,3519
20090701,"芝地区総合支所管内","三田三丁目",885,654,725,1379
20090701,"芝地区総合支所管内","浜松町一丁目",749,650,616,1266
20090701,"芝地区総合支所管内","浜松町二丁目",178,153,149,302
20090701,"芝地区総合支所管内","芝大門一丁目",406,316,349,665
20090701,"芝地区総合支所管内","芝大門二丁目",490,365,416,781
20090701,"芝地区総合支所管内","芝公園一丁目",134,95,95,190
20090701,"芝地区総合支所管内","芝公園二丁目",394,267,272,539
20090701,"芝地区総合支所管内","芝公園三丁目",136,120,122,242
20090701,"芝地区総合支所管内","芝公園四丁目",58,38,31,69
20090701,"芝地区総合支所管内","虎ノ門一丁目",157,135,166,301
20090701,"芝地区総合支所管内","虎ノ門二丁目",84,73,46,119
20090701,"芝地区総合支所管内","虎ノ門三丁目",681,538,595,1133
20090701,"芝地区総合支所管内","虎ノ門四丁目",354,186,336,522
20090701,"芝地区総合支所管内","虎ノ門五丁目",208,187,207,394
20090701,"芝地区総合支所管内","愛宕一丁目",46,41,46,87
20090701,"芝地区総合支所管内","愛宕二丁目",125,103,107,210
20090801,"芝地区総合支所管内","芝一丁目",647,542,483,1025
20090801,"芝地区総合支所管内","芝二丁目",1433,1138,1264,2402
20090801,"芝地区総合支所管内","芝三丁目",1814,1402,1477,2879
20090801,"芝地区総合支所管内","芝四丁目",1120,849,919,1768
20090801,"芝地区総合支所管内","芝五丁目",1990,1367,1694,3061
20090801,"芝地区総合支所管内","海岸一丁目",1098,923,862,1785
20090801,"芝地区総合支所管内","東新橋一丁目",720,648,743,1391
20090801,"芝地区総合支所管内","東新橋二丁目",157,114,95,209
20090801,"芝地区総合支所管内","新橋一丁目",30,22,20,42
20090801,"芝地区総合支所管内","新橋二丁目",104,81,74,155
20090801,"芝地区総合支所管内","新橋三丁目",171,153,135,288
20090801,"芝地区総合支所管内","新橋四丁目",226,186,186,372
20090801,"芝地区総合支所管内","新橋五丁目",287,244,231,475
20090801,"芝地区総合支所管内","新橋六丁目",529,401,314,715
20090801,"芝地区総合支所管内","西新橋一丁目",164,145,142,287
20090801,"芝地区総合支所管内","西新橋二丁目",222,180,181,361
20090801,"芝地区総合支所管内","西新橋三丁目",313,154,267,421
20090801,"芝地区総合支所管内","三田一丁目",1376,1105,1267,2372
20090801,"芝地区総合支所管内","三田二丁目",1860,1611,1914,3525
20090801,"芝地区総合支所管内","三田三丁目",881,654,727,1381
20090801,"芝地区総合支所管内","浜松町一丁目",752,655,616,1271
20090801,"芝地区総合支所管内","浜松町二丁目",177,153,148,301
20090801,"芝地区総合支所管内","芝大門一丁目",403,316,348,664
20090801,"芝地区総合支所管内","芝大門二丁目",493,364,423,787
20090801,"芝地区総合支所管内","芝公園一丁目",136,97,95,192
20090801,"芝地区総合支所管内","芝公園二丁目",393,264,273,537
20090801,"芝地区総合支所管内","芝公園三丁目",132,118,120,238
20090801,"芝地区総合支所管内","芝公園四丁目",59,39,31,70
20090801,"芝地区総合支所管内","虎ノ門一丁目",159,137,169,306
20090801,"芝地区総合支所管内","虎ノ門二丁目",84,73,46,119
20090801,"芝地区総合支所管内","虎ノ門三丁目",682,543,593,1136
20090801,"芝地区総合支所管内","虎ノ門四丁目",357,189,337,526
20090801,"芝地区総合支所管内","虎ノ門五丁目",210,189,208,397
20090801,"芝地区総合支所管内","愛宕一丁目",45,41,45,86
20090801,"芝地区総合支所管内","愛宕二丁目",126,104,111,215
20090901,"芝地区総合支所管内","芝一丁目",653,547,488,1035
20090901,"芝地区総合支所管内","芝二丁目",1432,1132,1264,2396
20090901,"芝地区総合支所管内","芝三丁目",1813,1404,1478,2882
20090901,"芝地区総合支所管内","芝四丁目",1119,847,922,1769
20090901,"芝地区総合支所管内","芝五丁目",1991,1366,1694,3060
20090901,"芝地区総合支所管内","海岸一丁目",1119,947,882,1829
20090901,"芝地区総合支所管内","東新橋一丁目",723,648,739,1387
20090901,"芝地区総合支所管内","東新橋二丁目",161,115,99,214
20090901,"芝地区総合支所管内","新橋一丁目",31,23,20,43
20090901,"芝地区総合支所管内","新橋二丁目",103,80,74,154
20090901,"芝地区総合支所管内","新橋三丁目",171,153,134,287
20090901,"芝地区総合支所管内","新橋四丁目",224,185,182,367
20090901,"芝地区総合支所管内","新橋五丁目",290,248,232,480
20090901,"芝地区総合支所管内","新橋六丁目",515,388,311,699
20090901,"芝地区総合支所管内","西新橋一丁目",164,145,142,287
20090901,"芝地区総合支所管内","西新橋二丁目",223,183,180,363
20090901,"芝地区総合支所管内","西新橋三丁目",311,153,266,419
20090901,"芝地区総合支所管内","三田一丁目",1391,1113,1276,2389
20090901,"芝地区総合支所管内","三田二丁目",1860,1610,1907,3517
20090901,"芝地区総合支所管内","三田三丁目",883,655,726,1381
20090901,"芝地区総合支所管内","浜松町一丁目",749,652,618,1270
20090901,"芝地区総合支所管内","浜松町二丁目",171,149,142,291
20090901,"芝地区総合支所管内","芝大門一丁目",405,319,348,667
20090901,"芝地区総合支所管内","芝大門二丁目",488,360,422,782
20090901,"芝地区総合支所管内","芝公園一丁目",135,98,93,191
20090901,"芝地区総合支所管内","芝公園二丁目",398,268,272,540
20090901,"芝地区総合支所管内","芝公園三丁目",133,119,119,238
20090901,"芝地区総合支所管内","芝公園四丁目",59,39,31,70
20090901,"芝地区総合支所管内","虎ノ門一丁目",160,137,169,306
20090901,"芝地区総合支所管内","虎ノ門二丁目",84,73,46,119
20090901,"芝地区総合支所管内","虎ノ門三丁目",680,543,590,1133
20090901,"芝地区総合支所管内","虎ノ門四丁目",359,190,339,529
20090901,"芝地区総合支所管内","虎ノ門五丁目",210,190,208,398
20090901,"芝地区総合支所管内","愛宕一丁目",44,40,44,84
20090901,"芝地区総合支所管内","愛宕二丁目",124,101,106,207
20091001,"芝地区総合支所管内","芝一丁目",659,552,492,1044
20091001,"芝地区総合支所管内","芝二丁目",1425,1130,1259,2389
20091001,"芝地区総合支所管内","芝三丁目",1814,1405,1484,2889
20091001,"芝地区総合支所管内","芝四丁目",1116,845,922,1767
20091001,"芝地区総合支所管内","芝五丁目",1989,1368,1689,3057
20091001,"芝地区総合支所管内","海岸一丁目",1107,942,881,1823
20091001,"芝地区総合支所管内","東新橋一丁目",721,648,743,1391
20091001,"芝地区総合支所管内","東新橋二丁目",159,112,99,211
20091001,"芝地区総合支所管内","新橋一丁目",32,24,20,44
20091001,"芝地区総合支所管内","新橋二丁目",102,79,74,153
20091001,"芝地区総合支所管内","新橋三丁目",171,153,134,287
20091001,"芝地区総合支所管内","新橋四丁目",225,185,183,368
20091001,"芝地区総合支所管内","新橋五丁目",293,250,233,483
20091001,"芝地区総合支所管内","新橋六丁目",544,415,312,727
20091001,"芝地区総合支所管内","西新橋一丁目",161,143,140,283
20091001,"芝地区総合支所管内","西新橋二丁目",221,181,179,360
20091001,"芝地区総合支所管内","西新橋三丁目",308,152,263,415
20091001,"芝地区総合支所管内","三田一丁目",1485,1198,1364,2562
20091001,"芝地区総合支所管内","三田二丁目",1861,1606,1911,3517
20091001,"芝地区総合支所管内","三田三丁目",878,652,721,1373
20091001,"芝地区総合支所管内","浜松町一丁目",750,653,618,1271
20091001,"芝地区総合支所管内","浜松町二丁目",170,147,142,289
20091001,"芝地区総合支所管内","芝大門一丁目",408,319,351,670
20091001,"芝地区総合支所管内","芝大門二丁目",484,354,422,776
20091001,"芝地区総合支所管内","芝公園一丁目",135,97,94,191
20091001,"芝地区総合支所管内","芝公園二丁目",401,270,274,544
20091001,"芝地区総合支所管内","芝公園三丁目",131,117,118,235
20091001,"芝地区総合支所管内","芝公園四丁目",59,40,30,70
20091001,"芝地区総合支所管内","虎ノ門一丁目",158,135,168,303
20091001,"芝地区総合支所管内","虎ノ門二丁目",83,72,46,118
20091001,"芝地区総合支所管内","虎ノ門三丁目",678,543,586,1129
20091001,"芝地区総合支所管内","虎ノ門四丁目",354,188,336,524
20091001,"芝地区総合支所管内","虎ノ門五丁目",208,190,205,395
20091001,"芝地区総合支所管内","愛宕一丁目",43,40,42,82
20091001,"芝地区総合支所管内","愛宕二丁目",126,103,110,213
20091101,"芝地区総合支所管内","芝一丁目",659,555,486,1041
20091101,"芝地区総合支所管内","芝二丁目",1417,1119,1252,2371
20091101,"芝地区総合支所管内","芝三丁目",1804,1398,1493,2891
20091101,"芝地区総合支所管内","芝四丁目",1118,846,929,1775
20091101,"芝地区総合支所管内","芝五丁目",1998,1372,1698,3070
20091101,"芝地区総合支所管内","海岸一丁目",1100,930,883,1813
20091101,"芝地区総合支所管内","東新橋一丁目",716,644,741,1385
20091101,"芝地区総合支所管内","東新橋二丁目",159,112,99,211
20091101,"芝地区総合支所管内","新橋一丁目",30,22,17,39
20091101,"芝地区総合支所管内","新橋二丁目",102,81,73,154
20091101,"芝地区総合支所管内","新橋三丁目",174,155,134,289
20091101,"芝地区総合支所管内","新橋四丁目",230,188,183,371
20091101,"芝地区総合支所管内","新橋五丁目",296,251,233,484
20091101,"芝地区総合支所管内","新橋六丁目",545,412,314,726
20091101,"芝地区総合支所管内","西新橋一丁目",161,141,138,279
20091101,"芝地区総合支所管内","西新橋二丁目",222,182,178,360
20091101,"芝地区総合支所管内","西新橋三丁目",314,158,266,424
20091101,"芝地区総合支所管内","三田一丁目",1520,1219,1401,2620
20091101,"芝地区総合支所管内","三田二丁目",1866,1605,1915,3520
20091101,"芝地区総合支所管内","三田三丁目",877,655,722,1377
20091101,"芝地区総合支所管内","浜松町一丁目",753,656,617,1273
20091101,"芝地区総合支所管内","浜松町二丁目",170,146,142,288
20091101,"芝地区総合支所管内","芝大門一丁目",412,325,351,676
20091101,"芝地区総合支所管内","芝大門二丁目",482,353,421,774
20091101,"芝地区総合支所管内","芝公園一丁目",134,97,94,191
20091101,"芝地区総合支所管内","芝公園二丁目",398,269,273,542
20091101,"芝地区総合支所管内","芝公園三丁目",128,114,115,229
20091101,"芝地区総合支所管内","芝公園四丁目",59,40,30,70
20091101,"芝地区総合支所管内","虎ノ門一丁目",156,133,165,298
20091101,"芝地区総合支所管内","虎ノ門二丁目",83,72,46,118
20091101,"芝地区総合支所管内","虎ノ門三丁目",668,537,585,1122
20091101,"芝地区総合支所管内","虎ノ門四丁目",351,184,333,517
20091101,"芝地区総合支所管内","虎ノ門五丁目",207,189,205,394
20091101,"芝地区総合支所管内","愛宕一丁目",43,40,42,82
20091101,"芝地区総合支所管内","愛宕二丁目",129,106,111,217
20091201,"芝地区総合支所管内","芝一丁目",662,561,485,1046
20091201,"芝地区総合支所管内","芝二丁目",1410,1117,1240,2357
20091201,"芝地区総合支所管内","芝三丁目",1802,1390,1497,2887
20091201,"芝地区総合支所管内","芝四丁目",1121,851,934,1785
20091201,"芝地区総合支所管内","芝五丁目",1997,1371,1694,3065
20091201,"芝地区総合支所管内","海岸一丁目",1100,933,875,1808
20091201,"芝地区総合支所管内","東新橋一丁目",718,640,743,1383
20091201,"芝地区総合支所管内","東新橋二丁目",153,108,97,205
20091201,"芝地区総合支所管内","新橋一丁目",30,22,17,39
20091201,"芝地区総合支所管内","新橋二丁目",99,78,72,150
20091201,"芝地区総合支所管内","新橋三丁目",170,153,133,286
20091201,"芝地区総合支所管内","新橋四丁目",227,184,182,366
20091201,"芝地区総合支所管内","新橋五丁目",301,252,236,488
20091201,"芝地区総合支所管内","新橋六丁目",539,406,313,719
20091201,"芝地区総合支所管内","西新橋一丁目",162,142,138,280
20091201,"芝地区総合支所管内","西新橋二丁目",218,178,176,354
20091201,"芝地区総合支所管内","西新橋三丁目",315,158,266,424
20091201,"芝地区総合支所管内","三田一丁目",1541,1234,1422,2656
20091201,"芝地区総合支所管内","三田二丁目",1870,1601,1925,3526
20091201,"芝地区総合支所管内","三田三丁目",870,648,718,1366
20091201,"芝地区総合支所管内","浜松町一丁目",761,662,618,1280
20091201,"芝地区総合支所管内","浜松町二丁目",172,146,145,291
20091201,"芝地区総合支所管内","芝大門一丁目",413,324,355,679
20091201,"芝地区総合支所管内","芝大門二丁目",480,351,418,769
20091201,"芝地区総合支所管内","芝公園一丁目",133,95,94,189
20091201,"芝地区総合支所管内","芝公園二丁目",402,270,279,549
20091201,"芝地区総合支所管内","芝公園三丁目",131,116,117,233
20091201,"芝地区総合支所管内","芝公園四丁目",59,39,30,69
20091201,"芝地区総合支所管内","虎ノ門一丁目",156,132,164,296
20091201,"芝地区総合支所管内","虎ノ門二丁目",83,72,46,118
