年次,Year,地域階層,地域コード,地域,District,メーター個数 Number of gas meterｓ,販売量　Gas sold （1000MJ）／総数 Total,販売量　Gas sold （1000MJ）／家庭用 Residential,販売量　Gas sold （1000MJ）／商業用 Commercial,販売量　Gas sold （1000MJ）／ 工業用 Industrial,販売量　Gas sold （1000MJ）／その他 Others
平成26,2014,2,13121,足立区,Adachi-ku,287976,6067598,3832594,922905,720185,591914
平成26,2014,2,13122,葛飾区,Katsushika-ku,201136,5013585,2763284,638014,676857,935430
平成26,2014,2,13123,江戸川区,Edogawa-ku,271797,7238892,3874962,795422,1948290,620218
平成26,2014,1,,市郡部,shi and gun,1557849,44525031,24349685,5773119,8198892,6203338
平成26,2014,2,13201,八王子市,Hachioji-shi,185609,5505007,3125390,782086,733129,864402
平成26,2014,2,13202,立川市,Tachikawa-shi,72274,2055218,1027712,604570,97630,325307
平成26,2014,2,13203,武蔵野市,Musashino-shi,84253,1881729,1143803,495572,34809,207545
平成26,2014,2,13204,三鷹市,Mitaka-shi,90540,1909452,1366700,173174,43472,326106
平成26,2014,2,13205,青梅市,Ome-shi,21429,923756,306164,58940,422912,135740
平成26,2014,2,13206,府中市,Fuchu-shi,109300,3406391,1654810,539937,574615,637028
平成26,2014,2,13207,昭島市,Akishima-shi,30685,1307805,446826,200918,475686,184375
平成26,2014,2,13208,調布市,Chofu-shi,115535,2245245,1598514,315147,66023,265562
平成26,2014,2,13209,町田市,Machida-shi,133069,3520326,2289004,567686,184475,479161
平成26,2014,2,13210,小金井市,Koganei-shi,62505,1199397,941953,106182,1251,150012
平成26,2014,2,13211,小平市,Kodaira-shi,77689,2720009,1257216,178006,861833,422954
平成26,2014,2,13212,日野市,Hino-shi,67210,2386009,1082646,88634,1030286,184443
平成26,2014,2,13213,東村山市,Higashimurayama-shi,53764,1703572,908998,103415,213305,477854
平成26,2014,2,13214,国分寺市,Kokubunji-shi,59619,1186616,912499,151496,31911,90710
平成26,2014,2,13215,国立市,Kunitachi-shi,34481,772325,497696,114299,47320,113011
平成26,2014,2,13218,福生市,Fussa-shi,12131,343819,161270,44081,19680,118788
平成26,2014,2,13219,狛江市,Komae-shi,43303,761469,611268,62868,5512,81822
平成26,2014,2,13220,東大和市,Higashiyamato-shi,29096,1566086,510379,80663,888298,86747
平成26,2014,2,13221,清瀬市,Kiyose-shi,28441,739170,444245,41903,33113,219908
平成26,2014,2,13222,東久留米市,Higashikurume-shi,45451,1612003,759038,127529,642927,82510
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,9198,444381,126734,23234,148899,145514
平成26,2014,2,13224,多摩市,Tama-shi,62343,1789946,1008916,528089,30207,222733
平成26,2014,2,13225,稲城市,Inagi-shi,28577,922925,512464,97200,221075,92185
平成26,2014,2,13227,羽村市,Hamura-shi,5041,1210265,78157,12180,1085679,34249
平成26,2014,2,13228,あきる野市,Akiruno-shi,1721,159579,33359,21008,41538,63674
平成26,2014,2,13229,西東京市,Nishitokyo-shi,93346,2021082,1525559,218618,101622,175283
平成26,2014,2,13303,瑞穂町,Mizuho-machi,1051,140264,16411,22360,100767,726
平成26,2014,2,13305,日の出町,Hinode-machi,188,91185,1954,13324,60918,14989
,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　6  電気・上下水道 6  ELECTRICITY， WATERWORKS， AND SEWERAGE,,,,,,,,,,,
6-3  都市ガスの地域別販売量 （平成24～26年） 6-3  CITY GAS SOLD BY DISTRICT ( End of Fiscal Years 2012-2014 ),,,,,,,,,,,
注） メーター個数は年末現在。,,,,,,,,,,,
Note： “Number of gas-meters” is as of end of year. ,,,,,,,,,,,
資料：東京瓦斯株式会社， 青梅ガス株式会社， 昭島ガス株式会社， 武陽ガス株式会社， 大東ガス株式会社　Source : Tokyo Gas Co.，Ltd.， Ome Gas Co.，Ltd.， Akishima Gas Co.，Ltd.， Buyo Gas Co.，Ltd.， Daito Gａｓ Co.，Ltd.,,,,,,,,,,,
地域階層（0:総数　1:区部・市郡部　２:区市町村）,,,,,,,,,,,
