年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成22,2010,総数,Total,,,,,,2940343,1732195,1208150,2923230,1722581,1200648
平成23,2011,総数,Total,,,,,,2917202,1715214,1201990,2899144,1705798,1193344
平成24,2012,総数,Total,,,,,,2986160,1744492,1241669,2967071,1734864,1232206
平成25,2013,総数,Total,,,,,,3044746,1795702,1249045,3025328,1785647,1239679
平成26,2014,総数,Total,,,,,,3045449,1797090,1248358,3026377,1786973,1239403
平成26,2014,区部,Ku area only,,,,,,2443728,1439195,1004531,2424802,1429078,995721
平成26,2014,小田急電鉄,Odakyu Electric Railway,,,,,,330852,200863,129989,331331,200863,130468
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,,,,312511,188968,123543,313341,188968,124373
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,新宿,Shinjuku,※,90557,53992,36565,87571,53992,33578
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,南新宿,Minami-Shinjuku,※,598,168,430,785,168,617
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,参宮橋,Sangubashi,※,2698,1004,1694,2903,1004,1899
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,代々木八幡,Yoyogi-Hachiman,※,3424,1779,1646,3806,1779,2028
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,代々木上原,Yoyogi-Uehara,※,42755,28893,13862,46020,28893,17127
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,東北沢,Higashi-Kitazawa,※,1160,481,679,1184,481,703
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,下北沢,Shimo-Kitazawa,※,20772,11248,9523,21083,11248,9835
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,世田谷代田,Setagaya-Daita,※,1412,724,688,1484,724,760
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,梅ヶ丘,Umegaoka,※,5786,3631,2155,5691,3631,2060
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,豪徳寺,Gotokuji,※,4767,2635,2132,4648,2635,2013
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,経堂,Kyodo,※,13293,8227,5066,13268,8227,5042
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,千歳船橋,Chitose-Funabashi,※,10129,6323,3806,9904,6323,3581
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,祖師ヶ谷大蔵,Soshigaya-Okura,※,8492,5162,3330,8483,5162,3321
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,成城学園前,Seijogakuen-Mae,※,15938,9751,6187,15642,9751,5891
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,喜多見,Kitami,※,5812,3630,2181,5854,3630,2224
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,狛江,Komae,,8177,5191,2986,8229,5191,3038
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,和泉多摩川,Izumi-Tamagawa,,2844,1870,974,2777,1870,907
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,鶴川,Tsurukawa,,12512,8112,4400,12439,8112,4327
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,玉川学園前,Tamagawagakuen-Mae,,8687,5751,2937,8777,5751,3026
平成26,2014,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,町田,Machida,,52697,30397,22300,52792,30397,22396
平成26,2014,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,,,,18341,11895,6447,17990,11895,6095
平成26,2014,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急永山,Odakyu Nagayama,,5503,3184,2318,5441,3184,2257
平成26,2014,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急多摩ｾﾝﾀｰ,Odakyu Tama Center,,8986,5851,3135,8736,5851,2885
