年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total ,宅地 Land for buildings／計  Total ,宅地 Land for buildings／商業地区 Commercial district ,宅地 Land for buildings／工業地区 Industrial district ,宅地 Land for buildings／住宅地区 Residential district ,宅地 Land for buildings／その他  Others  ,田 Paddy fields  ,畑 Ordinary fields  ,山林 Forests  ,原野 Waste land  ,池沼 Ponds and swamps  ,雑種地 Miscellaneous land  ,免税点未満 Land under the legal tax exemption limit  
平成23,2011,0,13000,,東京都,Tokyo-to,103945.14,56894.62,2811.85,3573.41,49195.06,1314.3,325.75,8592.51,25353.88,1834.27,12.19,4758.61,6173.25
平成24,2012,0,13000,,東京都,Tokyo-to,103826.38,56991.26,2779.65,3450.35,49445.92,1315.33,317.77,8485.92,25274.01,1824.45,12.39,4749.91,6170.68
平成25,2013,0,13000,,東京都,Tokyo-to,103775.38,57109.69,2785,3468.18,49445.24,1411.28,314,8395.62,25222.55,1818.48,12.08,4713.5,6189.46
平成26,2014,0,13000,,東京都,Tokyo-to,103696.91,57225.47,2789.95,3473.18,49546.69,1415.66,308.97,8296.87,25175.99,1790.12,11.95,4713.8,6173.74
平成27,2015,0,13000,,東京都,Tokyo-to,103546.68,57319.36,2825.52,3430.57,49649.54,1413.76,298.8,8193.64,25102.55,1795.72,11.94,4681.15,6143.58
平成27,2015,1,13100,,区部,All ku          　,33277.98,31533.03,2005.25,1644.93,27881.88,0.97,0.47,541.06,16.77,-,5.62,1167.36,13.67
平成27,2015,3,13101,1,千代田区,Chiyoda-ku,406.21,365.21,316.89,-,48.32,-,-,-,-,-,-,40.99,0.01
平成27,2015,3,13102,2,中央区,Chuo-ku,394.84,394.1,248.72,11.89,133.49,-,-,-,-,-,-,0.72,0.02
平成27,2015,3,13103,3,港区,Minato-ku,994.42,923.9,295.06,21.39,607.45,-,-,-,-,-,0.06,70.41,0.05
平成27,2015,3,13104,4,新宿区,Shinjuku-ku,1017.67,987.11,112.74,14.8,859.57,-,-,-,-,-,-,30.32,0.24
平成27,2015,3,13105,5,文京区,Bunkyo-ku,595.62,588.32,80.48,19.59,488.25,-,-,-,-,-,-,7.04,0.26
平成27,2015,3,13106,6,台東区,Taito-ku,480.53,453.66,249.74,-,203.92,-,-,-,-,-,-,26.73,0.14
平成27,2015,3,13107,7,墨田区,Sumida-ku,709.71,685.27,45.77,118.88,520.62,-,-,-,-,-,-,24.13,0.31
平成27,2015,3,13108,8,江東区,Koto-ku,1551.62,1483.95,67.5,421.67,994.78,-,-,-,-,-,4.27,63.05,0.35
平成27,2015,3,13109,9,品川区,Shinagawa-ku,1366.4,1154.42,79.53,145.32,929.57,-,-,-,-,-,-,211.59,0.39
平成27,2015,3,13110,10,目黒区,Meguro-ku,926.43,909.6,33.14,-,876.46,-,-,2.74,0.57,-,-,13.34,0.18
平成27,2015,3,13111,11,大田区,Ota-ku,2575.25,2498.06,32.18,237.68,2228.19,0.01,-,3.51,0.96,-,0.15,71.6,0.97
平成27,2015,3,13112,12,世田谷区,Setagaya-ku,3689.84,3475.61,18.6,-,3456.98,0.03,-,107.83,5.84,-,-,98.72,1.84
平成27,2015,3,13113,13,渋谷区,Shibuya-ku,847.01,809.1,124.36,-,684.74,-,-,-,-,-,-,37.78,0.13
平成27,2015,3,13114,14,中野区,Nakano-ku,1035.99,1005.48,14.86,-,990.62,-,-,4.01,0.16,-,-,25.78,0.56
平成27,2015,3,13115,15,杉並区,Suginami-ku,2241.3,2158.7,18.21,-,2140.45,0.04,-,40.25,1.83,-,0.16,39.46,0.9
平成27,2015,3,13116,16,豊島区,Toshima-ku,822.19,784.11,94.4,-,689.71,-,-,-,-,-,-,37.67,0.41
平成27,2015,3,13117,17,北区,Kita-ku,1047.46,956.85,21.25,66.09,869.51,-,-,0.3,0.7,-,-,89.04,0.57
平成27,2015,3,13118,18,荒川区,Arakawa-ku,591.35,541.28,15.05,71.83,454.4,-,-,-,-,-,-,49.76,0.31
平成27,2015,3,13119,19,板橋区,Itabashi-ku,1848.32,1801.07,15.71,131.93,1653.41,0.02,-,18.6,2.77,-,-,25.13,0.75
平成27,2015,3,13120,20,練馬区,Nerima-ku,3118.42,2835.76,6.41,-,2828.9,0.45,-,219.99,3.92,-,-,56.91,1.84
平成27,2015,3,13121,21,足立区,Adachi-ku,2863.7,2734.4,35.85,210.18,2488.29,0.08,0.38,57.28,0.02,-,-,69.84,1.78
平成27,2015,3,13122,22,葛飾区,Katsushika-ku,1742.96,1654.65,44.99,55.09,1554.53,0.04,-,36.57,-,-,0.04,50.86,0.84
平成27,2015,3,13123,23,江戸川区,Edogawa-ku,2410.74,2332.42,33.81,118.59,2179.72,0.3,0.09,49.98,-,-,0.94,26.49,0.82
平成27,2015,1,13200,,市部,All shi,42883.97,24153.22,796.57,1588.52,21057.43,710.73,289.33,4468.05,8782.82,1175.77,4.25,3010.33,1000.23
平成27,2015,3,13201,1,八王子市,Hachioji-shi,9057.71,3747.71,59.47,149.57,3104.45,434.22,62.66,710.61,2942.97,443.51,2.85,812.5,334.9
平成27,2015,3,13202,2,立川市,Tachikawa-shi,1387.79,1055.85,46.5,122.94,885.24,1.17,0.05,261.29,2.59,-,-,63.3,4.71
平成27,2015,3,13203,3,武蔵野市,Musashino-shi,677.73,631.92,61.98,19.02,550.92,-,-,30.15,0.02,-,-,14.73,0.91
平成27,2015,3,13204,4,三鷹市,Mitaka-shi,1037.74,861.16,30.66,31.04,798.86,0.59,0.12,153.03,8.38,-,0.01,12.32,2.72
平成27,2015,3,13205,5,青梅市,Ome-shi,6038.46,1251.63,15.4,123.77,1003.95,108.51,21.97,407.5,3255.41,510.15,0.52,354.75,236.52
平成27,2015,3,13206,6,府中市,Fuchu-shi,1510.63,1292.15,29.77,206.32,1056.06,-,44.57,84.6,-,-,-,85.48,3.83
平成27,2015,3,13207,7,昭島市,Akishima-shi,910.99,752.59,46.54,127.44,578.59,0.01,7.66,56.98,18.62,0.02,0.07,71.91,3.14
平成27,2015,3,13208,8,調布市,Chofu-shi,1206.48,1008.81,28.18,26.93,953.65,0.05,9.46,134.79,8.15,-,-,42.31,2.96
平成27,2015,3,13209,9,町田市,Machida-shi,4203.38,2791.43,69.38,65.14,2587.32,69.6,46.15,472.31,500.55,-,-,281.39,111.56
平成27,2015,3,13210,10,小金井市,Koganei-shi,666.17,567.2,17.04,0.65,549.51,-,-,69.43,4.29,-,-,21.84,3.41
平成27,2015,3,13211,11,小平市,Kodaira-shi,1318.46,1017.21,25.49,65.9,925.65,0.16,-,189.21,1.71,-,-,106.59,3.74
平成27,2015,3,13212,12,日野市,Hino-shi,1448.64,1108.92,11.29,180.72,916.71,0.21,18.13,137.19,54.79,-,-,120.26,9.34
平成27,2015,3,13213,13,東村山市,Higashimurayama-shi,993.92,760.52,19.24,44.97,696.32,-,0.74,156.99,12.07,-,-,59.71,3.88
平成27,2015,3,13214,14,国分寺市,Kokubunji-shi,807.72,629.09,12,26.16,590.86,0.07,-,147.39,4.26,-,-,24.84,2.15
平成27,2015,3,13215,15,国立市,Kunitachi-shi,479.52,410.44,17.32,19.69,373.37,0.06,11.17,44.65,1.24,-,-,10.82,1.21
平成27,2015,3,13218,16,福生市,Fussa-shi,389.08,359.63,18.61,11.5,329.53,-,0.1,12.83,1.62,-,-,14.36,0.53
平成27,2015,3,13219,17,狛江市,Komae-shi,397.57,337.46,16.3,11.41,309.75,-,-,40.04,1.11,-,-,18.29,0.67
平成27,2015,3,13220,18,東大和市,Higashiyamato-shi,605.34,510.58,14.7,21.11,474.78,-,-,64.18,17.06,-,-,10.18,3.33
平成27,2015,3,13221,19,清瀬市,Kiyose-shi,592.27,352.7,12.14,8.81,331.76,-,-,192.11,8.68,-,-,31.43,7.35
平成27,2015,3,13222,20,東久留米市,Higashikurume-shi,848.46,659.1,25.79,22.9,604.86,5.55,-,156.5,6.6,-,-,18.23,8.04
平成27,2015,3,13223,21,武蔵村山市,Musashimurayama-shi,901.49,530.13,33.65,77.23,419.24,0.01,0.35,172.3,37.44,0.98,-,127.25,33.04
平成27,2015,3,13224,22,多摩市,Tama-shi,1017.99,807.08,117.55,-,689.5,0.03,2.26,39.82,31.63,-,-,136.41,0.81
平成27,2015,3,13225,23,稲城市,Inagi-shi,936.46,474.89,12.02,13.59,447.53,1.75,9.04,126.19,111.96,5.21,-,199.1,10.08
平成27,2015,3,13227,24,羽村市,Hamura-shi,608.55,541.55,18.89,170.82,351.81,0.03,4.55,35.76,4.7,-,0.55,14.75,6.69
