年末（平成）,End of year,地域階層,地域コード,地域,District,総数Total,中国China,韓国・朝鮮Korea,フィリピンPhilippines,アメリカU.S.A.,インドIndia,タイThailand,ネパールNepal,イギリスU.K.,フランスFrance,ミャンマーMyanmar,その他Others
26,2014,3,13220,東大和市,Higashiyamato-shi,1074,413,291,245,25,3,21,2,11,-,1,62
26,2014,3,13221,清瀬市,Kiyose-shi,1077,414,178,180,35,5,21,19,2,5,4,214
26,2014,3,13222,東久留米市,Higashikurume-shi,1700,546,313,235,204,31,44,13,27,7,4,276
26,2014,3,13223,武蔵村山市,Musashimurayama-shi,1159,424,187,294,28,3,23,2,1,2,-,195
26,2014,3,13224,多摩市,Tama-shi,2047,856,492,233,56,24,32,46,17,18,8,265
26,2014,3,13225,稲城市,Inagi-shi,1115,408,278,170,30,10,24,6,13,4,-,172
26,2014,3,13227,羽村市,Hamura-shi,1175,195,101,220,43,6,14,7,11,1,2,575
26,2014,3,13228,あきる野市,Akiruno-shi,650,175,134,103,50,8,15,5,4,1,-,155
26,2014,3,13229,西東京市,Nishitokyo-shi,3239,1454,808,263,105,34,51,35,37,15,15,422
26,2014,1,13300,郡部,All gun,677,129,90,194,43,2,15,2,1,1,2,198
26,2014,3,13303,瑞穂町,Mizuho-machi,554,101,63,171,24,2,13,-,-,1,2,177
26,2014,3,13305,日の出町,Hinode-machi,81,22,17,15,12,-,1,2,-,-,-,12
26,2014,3,13307,檜原村,Hinohara-mura,13,-,6,3,4,-,-,-,-,-,-,-
26,2014,3,13308,奥多摩町,Okutama-machi,29,6,4,5,3,-,1,-,1,-,-,9
26,2014,1,13350,島部,All islands,245,14,85,68,19,-,7,-,-,-,-,52
26,2014,2,13360,大島支庁,Oshima-shicho,72,7,13,5,3,-,5,-,-,-,-,39
26,2014,2,13380,三宅支庁,Miyake-shicho,51,1,20,19,6,-,-,-,-,-,-,5
26,2014,2,13400,八丈支庁,Hachijo-shicho,103,4,47,43,3,-,2,-,-,-,-,4
26,2014,2,13420,小笠原支庁,Ogasawara-shicho,19,2,5,1,7,-,-,-,-,-,-,4
,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,
2-4 地域，国籍別外国人人口（平成22年～26年末） 2-4 FOREIGN RESIDENTS BY DISTRICT AND NATIONALITY ( End of Years 2010-2014 ),,,,,,,,,,,,,,,,,
注) 外国人人口とは，住民基本台帳法（昭和42年法律第81号）に基づく外国人数である。（平成23年以前の数値は，外国人登録法（昭和27年法律第125号）に基づいて各区市町村に登録している外国人数である。) ,,,,,,,,,,,,,,,,,
Note: Foreign residents here mean foreign nationals who are registered according to the Basic Resident Registration Act.(Data for 2011 and earlier years are the numbers of foreigners registered with municipalities according to the Alien Registration Act.),,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課「外国人人口」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:支庁　3:区市町村）,,,,,,,,,,,,,,,,,
