年次,Year,項番 Item number,種類,Type,種類,Type,種類,Type,種類,Type,取扱総数 Total number of cases handled,旧受 Previously received,新受計 Newly received total,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／職員受 Received by officials,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／委員受 Received by commissioners,手続開始内訳  Breakdown of case proceedings commenced／委員通報 Notified by commissioners,手続開始内訳  Breakdown of case proceedings commenced／関係官公署の通報 Reported by relevant public authorities,手続開始内訳  Breakdown of case proceedings commenced／情報 Information,手続開始内訳  Breakdown of case proceedings commenced／移送 Transferred,処理件数 Total number of cases disposed,処理内訳 Breakdown of cases processed／措置 Measures／援助 Assisted,処理内訳 Breakdown of cases processed／措置 Measures／調整 Adjusted,処理内訳 Breakdown of cases processed／措置 Measures／要請 Requested,処理内訳 Breakdown of cases processed／措置 Measures／説示 Instructed,処理内訳 Breakdown of cases processed／措置 Measures／勧告 Advised,処理内訳 Breakdown of cases processed／措置 Measures／通告 Informed,処理内訳 Breakdown of cases processed／措置 Measures／告発 Indicted,処理内訳 Breakdown of cases processed／措置猶予 Suspension of sentence,処理内訳 Breakdown of cases processed／侵犯事実不存在 Non-existence of facts about infringement,処理内訳 Breakdown of cases processed／侵犯事実不明確 Uncertainty of facts about infringement,処理内訳 Breakdown of cases processed／打切り Closed,処理内訳 Breakdown of cases processed／中止 Discontinued,処理内訳 Breakdown of cases processed／移送 Transferred,処理内訳 Breakdown of cases processed／啓発 Admonished,未済 Pending
平成26年,2014,8,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,その他,Others,,,38,-,38,19,19,-,-,-,-,37,37,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,9,私人間の侵犯事件,Infringement cases among private citizens,私的制裁,Lynching,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,10,私人間の侵犯事件,Infringement cases among private citizens,医療に関する侵犯,Infringement related to medical care,,,,,18,1,17,11,6,-,-,-,-,15,14,-,-,-,-,-,-,-,-,1,-,-,-,-,3
平成26年,2014,11,私人間の侵犯事件,Infringement cases among private citizens,人身の自由に対する侵犯,Infringement of personal liberty,精神保健法関係,Related to the Mental Health Act ,,,4,-,4,2,2,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,12,私人間の侵犯事件,Infringement cases among private citizens,人身の自由に対する侵犯,Infringement of personal liberty,その他,Others　　　　　　　　　　　　　　　　　　　　　　　,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,13,私人間の侵犯事件,Infringement cases among private citizens,社会福祉施設における侵犯,Infringement in social welfare facilities,施設職員によるもの,By staff of facilities,,,4,-,4,2,2,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,14,私人間の侵犯事件,Infringement cases among private citizens,社会福祉施設における侵犯,Infringement in social welfare facilities,その他,Others　　　　　　　　　　　　　　　　　　　　　　　,,,3,-,3,1,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,15,私人間の侵犯事件,Infringement cases among private citizens,村八分,Social ostracism,,,,,3,-,3,3,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2
平成26年,2014,16,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,女性に関するもの,Against women,,,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
平成26年,2014,17,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,高齢者に関するもの,Against elderly people,,,3,-,3,1,2,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-
平成26年,2014,18,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,障害者に関するもの,Against persons with disabilities,,,22,1,21,11,10,-,-,-,-,17,16,-,-,-,-,-,-,-,-,1,-,-,-,1,5
平成26年,2014,19,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,同和問題に関するもの,Related to Dowa problem,,,3,1,2,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
平成26年,2014,20,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,アイヌの人々に関するもの,Against Ainu people,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,21,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,外国人に関するもの,Against foreigners,,,14,-,14,12,2,-,-,-,-,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,22,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,ＨＩＶ感染者等に関するもの,Against HIV-positive patients， etc.,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,23,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,刑を終えた人に関するもの,Against ex-convicts  ,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,24,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,その他,Others,,,16,-,16,13,3,-,-,-,-,10,8,-,-,-,-,-,-,-,-,1,1,-,-,-,6
平成26年,2014,25,私人間の侵犯事件,Infringement cases among private citizens,参政権に対する侵犯,Infringement of suffrage ,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,26,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,報道機関等,By media， etc. ,,,1,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,27,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,インターネット等によるもの,Via Internet， etc. ,,,371,14,357,334,23,-,-,-,-,156,123,-,32,-,-,-,-,-,-,-,2,-,-,-,215
平成26年,2014,28,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,相隣間におけるもの,Among neighbors,,,5,-,5,1,4,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,29,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,その他,Others,,,19,-,19,10,9,-,-,-,-,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,30,私人間の侵犯事件,Infringement cases among private citizens,集会，結社及び表現の自由に対する侵犯,Infringement of the freedom of gathering， association and expression,,,,,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,31,私人間の侵犯事件,Infringement cases among private citizens,信教の自由に対する侵犯,Infringement of the freedom of religion,,,,,1,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,32,私人間の侵犯事件,Infringement cases among private citizens,教育を受ける権利への侵犯,Infringement of the right of receiving education ,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,33,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,不当労働行為,Unfair labor practice,,,2,-,2,-,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,34,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,労働基準法違反,Violation of the Labor Standards Act ,,,11,-,11,7,4,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,35,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,その他,Others　　,,,350,6,344,236,108,-,-,-,-,329,318,-,-,-,-,-,-,-,-,5,6,-,-,-,21
平成26年,2014,36,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,自力執行,Execution by oneself,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,37,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,小公害,Small pollution,33,1,32,8,24,-,-,-,-,32,32,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,38,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,その他,Others,92,1,91,37,54,-,-,-,-,88,84,-,-,-,-,-,-,-,-,1,2,-,-,-,4
平成26年,2014,39,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,公害,Pollution,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,40,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,不動産,Real estate,,,9,-,9,4,5,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成26年,2014,41,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,,,78,4,74,24,50,-,-,-,-,78,74,-,-,-,-,-,-,-,-,4,-,-,-,1,-
平成26年,2014,42,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,夫の妻に対するもの,From husband to wife　　　　　　　　　　　　　　,9,-,9,5,4,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,43,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,妻の夫に対するもの,From wife to husband 　　　　　　　　　　　　　　,4,-,4,2,2,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,44,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,親の子に対するもの,From parent to child 　　　　　　　　　　　　　　,11,-,11,4,7,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,45,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,子の親に対するもの,From child to parent 　　　　　　　　　　　　　　,4,-,4,-,4,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,46,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,その他,Others,14,1,13,4,9,-,-,-,-,13,12,-,-,-,-,-,-,-,-,1,-,-,-,-,1
平成26年,2014,47,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,セクシュアル・ハラスメント,Sexual harassment,,,29,-,29,12,17,-,-,-,-,29,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,48,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,ストーカー,Stalking,,,24,-,24,12,12,-,-,-,-,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,49,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,その他,Others,,,26,1,25,12,13,-,-,-,-,26,25,-,-,-,-,-,-,-,-,1,-,-,-,-,-
平成26年,2014,50,私人間の侵犯事件,Infringement cases among private citizens,組織，多衆の圧力による侵犯,Infringement by organizations or pressure of the masses,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,51,私人間の侵犯事件,Infringement cases among private citizens,交通事故,Traffic accidents,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,52,私人間の侵犯事件,Infringement cases among private citizens,犯罪被害者,Victims of crimes,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成26年,2014,53,私人間の侵犯事件,Infringement cases among private citizens,その他,Others,,,,,2,-,2,1,1,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-7  人権侵犯事件の種類別件数 （平成25， 26年） 20-7  CASES OF INFRINGEMENT ON HUMAN RIGHTS BY TYPE ( 2013 and 2014 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京法務局人権擁護部 Source: Tokyo Legal Affairs Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
