規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.2,151.6,138.3,13.3,13.5,83.1,80.4,2.7
５人以上,"鉱業,採石業,砂利採取業",18,144.4,132.8,11.6,10.8,72.1,72,0.1
５人以上,建設業,17.9,152.2,137.1,15.1,15.2,101.5,100.8,0.7
５人以上,製造業,17.6,146.3,135.6,10.7,15.4,114.8,107.1,7.7
５人以上,電気・ガス・熱供給・水道業,17.8,154.4,133.3,21.1,16.5,112.8,112.7,0.1
５人以上,情報通信業,17.8,155.9,135.2,20.7,15.1,97.3,94.2,3.1
５人以上,"運輸業,郵便業",19.3,168.1,146.6,21.5,14.3,100.5,91.6,8.9
５人以上,"卸売業,小売業",18.4,150.3,141.2,9.1,14.6,91.7,89.3,2.4
５人以上,"金融業,保険業",18.2,151.3,136.2,15.1,14.9,102.2,98.5,3.7
５人以上,"不動産業,物品賃貸業",18.7,154.2,140.8,13.4,15.5,97.8,94.8,3
５人以上,"学術研究,専門・技術サービス業",17.8,147,131.9,15.1,11.9,79.5,77.5,2
５人以上,"宿泊業,飲食サービス業",20.7,175.7,161.4,14.3,13.2,79.4,77.2,2.2
５人以上,"生活関連サービス業,娯楽業",19.4,162.5,151.1,11.4,14.1,93.7,92.1,1.6
５人以上,"教育,学習支援業",17.1,129.6,124.2,5.4,8.4,44.8,44.2,0.6
５人以上,"医療,福祉",18.7,151.5,142.2,9.3,12.5,66.6,64.8,1.8
５人以上,複合サービス事業,17.5,147.1,136.1,11,14.6,96.2,95,1.2
５人以上,サービス業（他に分類されないもの）,18,145.8,132.4,13.4,14.4,91.7,87.5,4.2
30人以上,調査産業計,18.2,151.6,137,14.6,13.6,84.3,80.6,3.7
30人以上,"鉱業,採石業,砂利採取業",18,144.4,132.8,11.6,10.8,72.1,72,0.1
30人以上,建設業,18,155.1,137.4,17.7,16,113.9,111.9,2
30人以上,製造業,17.6,147.1,135.5,11.6,15.9,125,113,12
30人以上,電気・ガス・熱供給・水道業,17.7,154.6,132.9,21.7,16.4,116.8,116.7,0.1
30人以上,情報通信業,17.9,156,134.9,21.1,15.5,101.3,98.1,3.2
30人以上,"運輸業,郵便業",19.4,170.1,147.4,22.7,14,100,90.1,9.9
30人以上,"卸売業,小売業",18.5,149.6,139.8,9.8,15.5,96.7,93.8,2.9
30人以上,"金融業,保険業",18.1,151.3,135.3,16,15,102.6,98.9,3.7
30人以上,"不動産業,物品賃貸業",18.6,153.7,139.3,14.4,16.6,93.4,90.8,2.6
30人以上,"学術研究,専門・技術サービス業",17.9,150.6,131.7,18.9,13,88.4,84.1,4.3
30人以上,"宿泊業,飲食サービス業",19.6,167.1,153.9,13.2,12.9,76.1,72.5,3.6
30人以上,"生活関連サービス業,娯楽業",19.2,160.5,144.4,16.1,13.6,89.1,86.9,2.2
30人以上,"教育,学習支援業",17.1,127.7,122.9,4.8,7.4,37.1,36.6,0.5
30人以上,"医療,福祉",18.8,153.9,143.3,10.6,13.4,75.9,73.1,2.8
30人以上,複合サービス事業,17.5,148.3,135.6,12.7,14.7,92.7,91.4,1.3
30人以上,サービス業（他に分類されないもの）,17.7,145.6,131.4,14.2,14.3,90.7,86.2,4.5
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
