規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,417183,393700,367628,26072,23483,102715,101964,98200,3764,751
５人以上,"鉱業,採石業,砂利採取業",656017,494751,473625,21126,161266,387750,382125,382125,0,5625
５人以上,建設業,421269,400694,372791,27903,20575,136586,128466,126792,1674,8120
５人以上,製造業,430569,414267,392713,21554,16302,126040,123696,114751,8945,2344
５人以上,電気・ガス・熱供給・水道業,513492,513492,433908,79584,0,203362,203362,203133,229,0
５人以上,情報通信業,492234,419034,377618,41416,73200,123775,118176,113420,4756,5599
５人以上,"運輸業,郵便業",393031,374586,330930,43656,18445,131556,129211,117975,11236,2345
５人以上,"卸売業,小売業",393391,377956,361414,16542,15435,96514,96022,93679,2343,492
５人以上,"金融業,保険業",527690,499839,470411,29428,27851,143506,141878,137824,4054,1628
５人以上,"不動産業,物品賃貸業",394878,375009,349181,25828,19869,110156,105366,101458,3908,4790
５人以上,"学術研究,専門・技術サービス業",452601,441853,413115,28738,10748,117465,114995,112005,2990,2470
５人以上,"宿泊業,飲食サービス業",326673,308212,289028,19184,18461,85446,85286,82477,2809,160
５人以上,"生活関連サービス業,娯楽業",310063,293026,277319,15707,17037,105070,104778,101976,2802,292
５人以上,"教育,学習支援業",445288,442835,435351,7484,2453,98462,98034,97245,789,428
５人以上,"医療,福祉",353083,346693,319019,27674,6390,125969,125662,119321,6341,307
５人以上,複合サービス事業,436675,435979,405519,30460,696,102624,102624,100838,1786,0
５人以上,サービス業（他に分類されないもの）,346090,324703,300181,24522,21387,113160,112594,106621,5973,566
30人以上,調査産業計,442384,416663,386494,30169,25721,113849,113093,107641,5452,756
30人以上,"鉱業,採石業,砂利採取業",656017,494751,473625,21126,161266,387750,382125,382125,0,5625
30人以上,建設業,456823,433180,398144,35036,23643,170945,147057,142319,4738,23888
30人以上,製造業,453702,434146,409041,25105,19556,135127,131796,118110,13686,3331
30人以上,電気・ガス・熱供給・水道業,523455,523455,441187,82268,0,221230,221230,220988,242,0
30人以上,情報通信業,506579,426107,382793,43314,80472,133406,124653,120139,4514,8753
30人以上,"運輸業,郵便業",408295,387896,341302,46594,20399,132606,131566,119239,12327,1040
30人以上,"卸売業,小売業",419137,410115,390127,19988,9022,107463,107131,104040,3091,332
30人以上,"金融業,保険業",548580,516613,485908,30705,31967,145330,143564,139690,3874,1766
30人以上,"不動産業,物品賃貸業",408634,401214,374433,26781,7420,104662,103150,99398,3752,1512
30人以上,"学術研究,専門・技術サービス業",495824,483295,444887,38408,12529,149084,147978,141630,6348,1106
30人以上,"宿泊業,飲食サービス業",371384,338575,316573,22002,32809,84519,84366,80000,4366,153
30人以上,"生活関連サービス業,娯楽業",321191,315901,292992,22909,5290,100260,99890,96240,3650,370
30人以上,"教育,学習支援業",469877,467647,459513,8134,2230,104262,104168,103561,607,94
30人以上,"医療,福祉",359704,358260,325863,32397,1444,157363,157301,146658,10643,62
30人以上,複合サービス事業,463416,463258,428758,34500,158,96929,96929,95109,1820,0
30人以上,サービス業（他に分類されないもの）,348664,324835,298874,25961,23829,112275,111744,105475,6269,531
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
