"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20150101,"芝地区総合支所管内","芝一丁目",853,725,738,1463
20150101,"芝地区総合支所管内","芝二丁目",1709,1448,1553,3001
20150101,"芝地区総合支所管内","芝三丁目",1945,1611,1785,3396
20150101,"芝地区総合支所管内","芝四丁目",1298,1036,1159,2195
20150101,"芝地区総合支所管内","芝五丁目",2005,1400,1772,3172
20150101,"芝地区総合支所管内","海岸一丁目",1215,1096,1003,2099
20150101,"芝地区総合支所管内","東新橋一丁目",738,655,758,1413
20150101,"芝地区総合支所管内","東新橋二丁目",256,214,179,393
20150101,"芝地区総合支所管内","新橋一丁目",16,9,11,20
20150101,"芝地区総合支所管内","新橋二丁目",77,64,60,124
20150101,"芝地区総合支所管内","新橋三丁目",129,154,117,271
20150101,"芝地区総合支所管内","新橋四丁目",315,236,233,469
20150101,"芝地区総合支所管内","新橋五丁目",391,349,300,649
20150101,"芝地区総合支所管内","新橋六丁目",690,559,402,961
20150101,"芝地区総合支所管内","西新橋一丁目",182,161,136,297
20150101,"芝地区総合支所管内","西新橋二丁目",244,193,186,379
20150101,"芝地区総合支所管内","西新橋三丁目",433,285,325,610
20150101,"芝地区総合支所管内","三田一丁目",2200,2012,2291,4303
20150101,"芝地区総合支所管内","三田二丁目",1821,1655,1973,3628
20150101,"芝地区総合支所管内","三田三丁目",931,772,794,1566
20150101,"芝地区総合支所管内","浜松町一丁目",753,736,691,1427
20150101,"芝地区総合支所管内","浜松町二丁目",187,145,153,298
20150101,"芝地区総合支所管内","芝大門一丁目",407,318,360,678
20150101,"芝地区総合支所管内","芝大門二丁目",513,405,435,840
20150101,"芝地区総合支所管内","芝公園一丁目",146,118,109,227
20150101,"芝地区総合支所管内","芝公園二丁目",390,301,295,596
20150101,"芝地区総合支所管内","芝公園三丁目",153,151,155,306
20150101,"芝地区総合支所管内","芝公園四丁目",19,14,16,30
20150101,"芝地区総合支所管内","虎ノ門一丁目",195,174,188,362
20150101,"芝地区総合支所管内","虎ノ門二丁目",21,22,19,41
20150101,"芝地区総合支所管内","虎ノ門三丁目",954,829,863,1692
20150101,"芝地区総合支所管内","虎ノ門四丁目",332,233,376,609
20150101,"芝地区総合支所管内","虎ノ門五丁目",229,226,255,481
20150101,"芝地区総合支所管内","愛宕一丁目",21,26,20,46
20150101,"芝地区総合支所管内","愛宕二丁目",147,269,228,497
20150201,"芝地区総合支所管内","芝一丁目",855,722,737,1459
20150201,"芝地区総合支所管内","芝二丁目",1714,1451,1562,3013
20150201,"芝地区総合支所管内","芝三丁目",1936,1613,1775,3388
20150201,"芝地区総合支所管内","芝四丁目",1297,1042,1164,2206
20150201,"芝地区総合支所管内","芝五丁目",1992,1390,1763,3153
20150201,"芝地区総合支所管内","海岸一丁目",1216,1095,1002,2097
20150201,"芝地区総合支所管内","東新橋一丁目",742,659,763,1422
20150201,"芝地区総合支所管内","東新橋二丁目",256,214,179,393
20150201,"芝地区総合支所管内","新橋一丁目",16,9,11,20
20150201,"芝地区総合支所管内","新橋二丁目",78,64,62,126
20150201,"芝地区総合支所管内","新橋三丁目",129,154,117,271
20150201,"芝地区総合支所管内","新橋四丁目",324,240,239,479
