"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2003120101,"赤坂",,55,26,81,2,,,,16,,,,,,
2003120102,"赤坂",,53,26,79,2,,,,17,,,,,,
2003120103,"赤坂",,17,21,38,8,,,,13,,,,,,
2003120104,"赤坂",,30,20,50,10,,,,9,,,,,,
2003120105,"赤坂",,50,25,75,7,,,,21,,,,,,
2003120106,"赤坂",,51,27,78,5,,,,16,,,,,,
2003120107,"赤坂",,56,31,87,3,,,,24,,,,,,
2003120108,"赤坂",,86,36,122,2,,,,23,,,,,,
2003120109,"赤坂",,81,32,113,2,,,,23,,,,,,
2003120110,"赤坂",,77,33,110,3,,,,21,,,,,,
2003120111,"赤坂",,33,30,63,7,,,,13,,,,,,
2003120112,"赤坂",,46,31,77,6,,,,23,,,,,,
2003120113,"赤坂",,49,32,81,4,,,,19,,,,,,
2003120114,"赤坂",,50,32,82,4,,,,25,,,,,,
2003120115,"赤坂",,49,32,81,3,,,,19,,,,,,
2003120116,"赤坂",,48,32,80,3,,,,24,,,,,,
2003120117,"赤坂",,40,31,71,3,,,,16,,,,,,
2003120118,"赤坂",,39,29,68,3,,,,19,,,,,,
2003120119,"赤坂",,34,28,62,3,,,,18,,,,,,
2003120120,"赤坂",,27,26,53,5,,,,14,,,,,,
2003120121,"赤坂",,19,22,41,9,,,,8,,,,,,
2003120122,"赤坂",,25,22,47,9,,,,20,,,,,,
2003120123,"赤坂",,19,20,39,11,,,,13,,,,,,
2003120124,"赤坂",,16,16,32,16,,,,15,,,,,,
2003120201,"赤坂",,14,14,28,18,,,,11,,,,,,
2003120202,"赤坂",,14,15,29,17,,,,1,,,,,,
2003120203,"赤坂",,17,15,32,17,,,,14,,,,,,
2003120204,"赤坂",,20,17,37,16,,,,5,,,,,,
2003120205,"赤坂",,15,14,29,19,,,,7,,,,,,
2003120206,"赤坂",,15,15,30,19,,,,14,,,,,,
2003120207,"赤坂",,23,20,43,16,,,,9,,,,,,
2003120208,"赤坂",,25,23,48,14,,,,13,,,,,,
2003120209,"赤坂",,34,24,58,13,,,,15,,,,,,
2003120210,"赤坂",,47,26,73,11,,,,21,,,,,,
2003120211,"赤坂",,35,24,59,14,,,,15,,,,,,
2003120212,"赤坂",,32,25,57,16,,,,17,,,,,,
2003120213,"赤坂",,23,17,40,24,,,,9,,,,,,
2003120214,"赤坂",,25,17,42,25,,,,11,,,,,,
2003120215,"赤坂",,26,18,44,21,,,,10,,,,,,
2003120216,"赤坂",,36,23,59,18,,,,13,,,,,,
2003120217,"赤坂",,34,25,59,15,,,,15,,,,,,
2003120218,"赤坂",,58,30,88,8,,,,18,,,,,,
2003120219,"赤坂",,54,31,85,7,,,,15,,,,,,
2003120220,"赤坂",,34,23,57,13,,,,14,,,,,,
2003120221,"赤坂",,33,21,54,16,,,,6,,,,,,
2003120222,"赤坂",,29,20,49,18,,,,10,,,,,,
2003120223,"赤坂",,22,17,39,21,,,,14,,,,,,
2003120224,"赤坂",,25,19,44,20,,,,13,,,,,,
2003120301,"赤坂",,29,21,50,19,,,,8,,,,,,
2003120302,"赤坂",,20,17,37,24,,,,7,,,,,,
2003120303,"赤坂",,17,16,33,25,,,,10,,,,,,
2003120304,"赤坂",,19,17,36,24,,,,12,,,,,,
2003120305,"赤坂",,21,16,37,25,,,,14,,,,,,
2003120306,"赤坂",,20,18,38,24,,,,17,,,,,,
2003120307,"赤坂",,22,21,43,22,,,,12,,,,,,
2003120308,"赤坂",,31,27,58,18,,,,19,,,,,,
2003120309,"赤坂",,32,28,60,14,,,,21,,,,,,
2003120310,"赤坂",,54,36,90,8,,,,25,,,,,,
2003120311,"赤坂",,9998,9998,9998,9998,,,,28,,,,,,
2003120312,"赤坂",,9998,9998,9998,9998,,,,28,,,,,,
2003120313,"赤坂",,23,30,53,11,,,,28,,,,,,
2003120314,"赤坂",,14,29,43,12,,,,28,,,,,,
2003120315,"赤坂",,10,27,37,14,,,,23,,,,,,
2003120316,"赤坂",,7,28,35,13,,,,30,,,,,,
2003120317,"赤坂",,9,34,43,7,,,,30,,,,,,
2003120318,"赤坂",,12,36,48,4,,,,23,,,,,,
2003120319,"赤坂",,12,35,47,4,,,,24,,,,,,
2003120320,"赤坂",,4,29,33,9,,,,18,,,,,,
2003120321,"赤坂",,72,37,109,3,,,,32,,,,,,
2003120322,"赤坂",,145,39,184,2,,,,30,,,,,,
2003120323,"赤坂",,153,44,197,2,,,,48,,,,,,
2003120324,"赤坂",,149,42,191,2,,,,46,,,,,,
2003120401,"赤坂",,145,39,184,2,,,,49,,,,,,
2003120402,"赤坂",,132,37,169,2,,,,42,,,,,,
2003120403,"赤坂",,108,37,145,2,,,,33,,,,,,
2003120404,"赤坂",,88,37,125,2,,,,23,,,,,,
2003120405,"赤坂",,103,36,139,2,,,,26,,,,,,
2003120406,"赤坂",,98,35,133,2,,,,32,,,,,,
2003120407,"赤坂",,103,37,140,2,,,,27,,,,,,
2003120408,"赤坂",,76,37,113,3,,,,17,,,,,,
2003120409,"赤坂",,69,33,102,6,,,,26,,,,,,
2003120410,"赤坂",,41,29,70,12,,,,27,,,,,,
2003120411,"赤坂",,34,27,61,17,,,,19,,,,,,
2003120412,"赤坂",,28,27,55,19,,,,20,,,,,,
2003120413,"赤坂",,25,26,51,19,,,,16,,,,,,
2003120414,"赤坂",,25,23,48,23,,,,10,,,,,,
2003120415,"赤坂",,43,28,71,17,,,,16,,,,,,
2003120416,"赤坂",,42,29,71,15,,,,9,,,,,,
2003120417,"赤坂",,57,35,92,8,,,,15,,,,,,
2003120418,"赤坂",,58,33,91,8,,,,13,,,,,,
2003120419,"赤坂",,72,36,108,5,,,,21,,,,,,
2003120420,"赤坂",,46,35,81,5,,,,23,,,,,,
2003120421,"赤坂",,45,31,76,8,,,,15,,,,,,
2003120422,"赤坂",,33,23,56,14,,,,19,,,,,,
2003120423,"赤坂",,42,27,69,10,,,,13,,,,,,
2003120424,"赤坂",,44,27,71,8,,,,10,,,,,,
2003120501,"赤坂",,9995,9995,9995,9995,,,,9,,,,,,
2003120502,"赤坂",,9995,9995,9995,14,,,,10,,,,,,
2003120503,"赤坂",,14,20,34,17,,,,10,,,,,,
2003120504,"赤坂",,24,27,51,10,,,,12,,,,,,
2003120505,"赤坂",,23,26,49,10,,,,8,,,,,,
2003120506,"赤坂",,44,34,78,3,,,,13,,,,,,
2003120507,"赤坂",,89,40,129,3,,,,25,,,,,,
2003120508,"赤坂",,79,39,118,3,,,,21,,,,,,
2003120509,"赤坂",,66,38,104,3,,,,19,,,,,,
2003120510,"赤坂",,112,43,155,3,,,,25,,,,,,
2003120511,"赤坂",,81,39,120,5,,,,26,,,,,,
2003120512,"赤坂",,82,39,121,4,,,,22,,,,,,
2003120513,"赤坂",,98,42,140,3,,,,31,,,,,,
2003120514,"赤坂",,58,38,96,4,,,,23,,,,,,
2003120515,"赤坂",,63,39,102,3,,,,19,,,,,,
2003120516,"赤坂",,82,41,123,2,,,,35,,,,,,
2003120517,"赤坂",,114,43,157,2,,,,41,,,,,,
2003120518,"赤坂",,98,41,139,2,,,,37,,,,,,
2003120519,"赤坂",,113,40,153,2,,,,28,,,,,,
2003120520,"赤坂",,96,38,134,3,,,,19,,,,,,
2003120521,"赤坂",,99,39,138,2,,,,24,,,,,,
2003120522,"赤坂",,79,38,117,3,,,,32,,,,,,
2003120523,"赤坂",,52,36,88,3,,,,29,,,,,,
2003120524,"赤坂",,54,36,90,2,,,,29,,,,,,
2003120601,"赤坂",,74,36,110,2,,,,34,,,,,,
2003120602,"赤坂",,47,33,80,3,,,,28,,,,,,
2003120603,"赤坂",,53,33,86,3,,,,37,,,,,,
2003120604,"赤坂",,72,33,105,2,,,,48,,,,,,
2003120605,"赤坂",,52,32,84,2,,,,37,,,,,,
2003120606,"赤坂",,60,32,92,2,,,,42,,,,,,
2003120607,"赤坂",,80,35,115,2,,,,44,,,,,,
2003120608,"赤坂",,73,36,109,2,,,,39,,,,,,
2003120609,"赤坂",,93,37,130,3,,,,43,,,,,,
2003120610,"赤坂",,61,34,95,4,,,,43,,,,,,
2003120611,"赤坂",,43,36,79,5,,,,36,,,,,,
2003120612,"赤坂",,54,43,97,4,,,,56,,,,,,
2003120613,"赤坂",,78,56,134,2,,,,71,,,,,,
2003120614,"赤坂",,70,48,118,2,,,,59,,,,,,
2003120615,"赤坂",,61,43,104,2,,,,55,,,,,,
2003120616,"赤坂",,64,43,107,2,,,,54,,,,,,
2003120617,"赤坂",,94,44,138,2,,,,59,,,,,,
2003120618,"赤坂",,58,37,95,4,,,,34,,,,,,
2003120619,"赤坂",,130,47,177,2,,,,83,,,,,,
2003120620,"赤坂",,126,48,174,2,,,,87,,,,,,
2003120621,"赤坂",,170,47,217,2,,,,79,,,,,,
2003120622,"赤坂",,181,47,228,2,,,,85,,,,,,
2003120623,"赤坂",,153,46,199,2,,,,85,,,,,,
2003120624,"赤坂",,149,42,191,2,,,,87,,,,,,
