 3-(1)海上出入貨物月別前年比較表,,,,,,,,,,(単位：トン）,,,,,,,,,,(単位：トン）
月,平成31年(2019年),,,,,,,,,,平成30年(2018年),,,,,,,,,
,合計,外貿,,,（外貿コンテナ）,,,内貿,,,合計,外貿,,,（外貿コンテナ）,,,内貿,,
,,計,輸出,輸入,計,輸出,輸入,計,移出,移入,,計,輸出,輸入,計,輸出,輸入,計,移出,移入
１月　,"6,993,483","3,853,638","805,196","3,048,442","3,719,222","770,131","2,949,091","3,139,845","1,122,618","2,017,227","7,134,542","3,972,814","906,141","3,066,673","3,841,822","877,238","2,964,584","3,161,728","1,232,454","1,929,274"
,98.0%,97.0%,88.9%,99.4%,96.8%,87.8%,99.5%,99.3%,91.1%,104.6%,,,,,,,,,,
２月　,"6,882,062","3,591,864","1,041,631","2,550,233","3,453,484","989,585","2,463,899","3,290,198","1,215,286","2,074,912","7,396,227","3,972,839","1,042,705","2,930,134","3,844,838","995,923","2,848,915","3,423,388","1,298,038","2,125,350"
,93.0%,90.4%,99.9%,87.0%,89.8%,99.4%,86.5%,96.1%,93.6%,97.6%,,,,,,,,,,
３月　,"7,912,306","4,196,241","1,092,793","3,103,448","4,059,024","1,055,130","3,003,894","3,716,065","1,413,344","2,302,721","7,627,504","3,830,576","1,144,444","2,686,132","3,684,261","1,120,064","2,564,197","3,796,928","1,487,102","2,309,826"
,103.7%,109.5%,95.5%,115.5%,110.2%,94.2%,117.1%,97.9%,95.0%,99.7%,,,,,,,,,,
４月　,-,-,-,-,-,-,-,-,-,-,"7,840,215","4,245,494","1,157,668","3,087,826","3,997,288","1,094,295","2,902,993","3,594,721","1,383,274","2,211,447"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
５月　,-,-,-,-,-,-,-,-,-,-,"7,494,854","4,164,013","1,065,224","3,098,789","4,004,103","1,028,948","2,975,155","3,330,841","1,268,768","2,062,073"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
６月　,-,-,-,-,-,-,-,-,-,-,"7,760,119","4,190,902","1,223,614","2,967,288","4,008,943","1,156,956","2,851,987","3,569,217","1,372,420","2,196,797"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
７月　,-,-,-,-,-,-,-,-,-,-,"7,682,614","4,159,236","1,121,348","3,037,888","4,028,310","1,086,418","2,941,892","3,523,378","1,311,671","2,211,707"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
８月　,-,-,-,-,-,-,-,-,-,-,"7,368,390","4,169,778","1,108,510","3,061,268","4,012,586","1,067,137","2,945,449","3,198,612","1,189,529","2,009,083"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
９月　,-,-,-,-,-,-,-,-,-,-,"7,514,543","4,220,122","1,137,416","3,082,706","4,081,548","1,076,331","3,005,217","3,294,421","1,246,077","2,048,344"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
１０月　,-,-,-,-,-,-,-,-,-,-,"8,045,082","4,343,787","1,143,852","3,199,935","4,182,707","1,103,741","3,078,966","3,701,295","1,396,284","2,305,011"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
１１月　,-,-,-,-,-,-,-,-,-,-,"7,975,414","4,397,169","1,066,839","3,330,330","4,269,937","1,039,908","3,230,029","3,578,245","1,328,675","2,249,570"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
１２月　,-,-,-,-,-,-,-,-,-,-,"7,703,952","4,161,111","1,170,897","2,990,214","4,027,672","1,123,452","2,904,220","3,542,841","1,237,130","2,305,711"
,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
累計,"21,787,851","11,641,743","2,939,620","8,702,123","11,231,730","2,814,846","8,416,884","10,146,108","3,751,248","6,394,860","91,543,456","49,827,841","13,288,658","36,539,183","47,984,015","12,770,411","35,213,604","41,715,615","15,751,422","25,964,193"
,98.3%,98.9%,95.0%,100.2%,98.8%,94.0%,100.5%,97.7%,93.4%,100.5%,,,,,,,,,,
前年累計,"22,158,273","11,776,229","3,093,290","8,682,939","11,370,921","2,993,225","8,377,696","10,382,044","4,017,594","6,364,450",,,,,,,,,,
増(－)減,"-370,422","-134,486","-153,670","19,184","-139,191","-178,379","39,188","-235,936","-266,346","30,410",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
（注）下段：前年同月比％,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,043","24,263","10,780","2,849","2,524",325,"3,039","2,444",595,"4,002","3,277",725,"2,915","2,300",615,"3,626","3,371",255,"1,369",10,その他畜産品
11,水産品,"60,577","35,342","25,235","8,606","4,981","3,625","4,018","2,455","1,563","6,273","4,300","1,973","3,904","2,476","1,428","9,178","5,126","4,052","4,134",11,水産品
林産品,,"117,774","88,608","29,166","8,245","6,211","2,034","6,511","3,917","2,594","8,521","5,639","2,882","13,099","10,513","2,586","11,837","9,836","2,001","11,122",林産業,
12,原木,137,117,20,23,23,-,19,19,-,-,-,-,53,53,-,-,-,-,22,12,原木
13,製材,"91,777","74,218","17,559","6,181","5,038","1,143","4,475","3,053","1,422","6,359","4,401","1,958","10,664","9,160","1,504","10,043","8,841","1,202","8,794",13,製材
14,樹脂類,"19,517","10,850","8,667","1,607",775,832,"1,710",690,"1,020","1,755",985,770,"1,685",955,730,"1,040",720,320,"1,545",14,樹脂類
15,木材チップ,907,23,884,11,-,11,64,-,64,70,13,57,69,-,69,76,-,76,105,15,木材チップ
16,その他林産品,"5,031","3,050","1,981",398,350,48,203,115,88,272,175,97,588,305,283,653,255,398,611,16,その他林産品
17,薪炭,405,350,55,25,25,-,40,40,-,65,65,-,40,40,-,25,20,5,45,17,薪炭
鉱産品,,"5,916,806","71,630","5,845,176","402,952","5,329","397,623","522,333","4,854","517,479","548,965","7,119","541,846","510,123","5,547","504,576","488,816","5,650","483,166","499,462",鉱産品,
18,石炭,"12,813",255,"12,558",60,60,-,-,-,-,150,150,-,30,30,-,"7,750",-,"7,750",15,18,石炭
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石
20,金属鉱,"4,084","4,084",-,382,382,-,388,388,-,604,604,-,607,607,-,485,485,-,180,20,金属鉱
21,砂利・砂,"4,449,014","48,094","4,400,920","308,561","3,801","304,760","394,277","3,367","390,910","430,006","5,465","424,541","384,519","1,603","382,916","360,995","4,300","356,695","365,760",21,砂利・砂
22,石材,"1,056,222","3,268","1,052,954","72,245",280,"71,965","92,489",295,"92,194","85,504",258,"85,246","87,353",453,"86,900","95,828",408,"95,420","99,107",22,石材
23,原油,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,-,-,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石
25,石灰石,"361,649","1,100","360,549","20,683",85,"20,598","34,200",95,"34,105","31,914",150,"31,764","34,555",205,"34,350","23,101",145,"22,956","32,679",25,石灰石
26,原塩,"3,602",102,"3,500",299,39,260,220,-,220,260,-,260,418,38,380,260,-,260,344,26,原塩
27,非金属鉱物,"29,384","14,689","14,695",722,682,40,759,709,50,527,492,35,"2,641","2,611",30,367,282,85,"1,377",27,非金属鉱物
金属機械工業品,,"16,079,086","8,516,137","7,562,949","1,154,115","634,141","519,974","1,270,881","686,181","584,700","1,574,820","838,210","736,610","1,413,114","747,802","665,312","1,219,770","642,328","577,442","1,408,501",金属機械工業品,
28,鉄鋼,"11,731",916,"10,815",870,15,855,525,85,440,"1,560",180,"1,380",665,85,580,460,40,420,"1,105",28,鉄鋼
29,鋼材,"1,152,430","13,661","1,138,769","84,903","1,211","83,692","90,133",853,"89,280","112,694","1,616","111,078","92,816",817,"91,999","103,292",659,"102,633","100,533",29,鋼材
30,非鉄金属,"49,554","7,260","42,294","4,777","1,024","3,753","2,801",465,"2,336","2,196",351,"1,845","4,535",625,"3,910","4,355",215,"4,140","5,335",30,非鉄金属
31,金属製品,"85,330","54,556","30,774","7,436","5,549","1,887","7,436","4,296","3,140","9,090","5,878","3,212","6,363","4,213","2,150","6,131","3,849","2,282","7,469",31,金属製品
32,鉄道車両,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,32,鉄道車両
33,完成自動車,"14,019,140","7,994,898","6,024,242","980,129","577,045","403,084","1,098,846","640,194","458,652","1,373,016","790,718","582,298","1,250,098","710,235","539,863","1,049,370","605,529","443,841","1,229,395",33,完成自動車
34,その他輸送用車両,"27,704","15,472","12,232","5,416","4,116","1,300","2,139",903,"1,236","2,257",592,"1,665","1,647",746,901,"2,606","1,582","1,024","2,231",34,その他輸送用車両
35,二輪自動車,846,498,348,45,28,17,23,9,14,94,56,38,159,141,18,148,116,32,16,35,二輪自動車
36,自動車部品,"92,070","29,904","62,166","10,691","2,637","8,054","13,612","3,119","10,493","11,401","3,183","8,218","6,418","2,597","3,821","5,214","2,130","3,084","7,993",36,自動車部品
37,その他輸送機械,"212,677","92,292","120,385","14,932","7,642","7,290","15,702","7,581","8,121","18,792","8,714","10,078","20,986","7,721","13,265","18,733","8,490","10,243","20,985",37,その他輸送機械
38,産業機械,"254,690","177,097","77,593","24,431","17,739","6,692","20,467","12,688","7,779","29,638","16,285","13,353","18,038","11,496","6,5
