地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
檜原村,Hinohara,8.2,6.8,23.4,61.5
奥多摩町,Okutama,11.2,10.7,36.2,41.9
