地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
大島町,Oshima,19.5,9.5,11.3,59.7
利島村,Toshima,34.6,5.6,27,32.7
新島村,Niijima,27.3,20.8,31.6,20.3
神津島村,Kozushima,21.9,16.2,49.7,12.2
三宅村,Miyake,21.9,7.6,5,65.5
御蔵島村,Mikurajima,33.4,7.5,22.2,37
八丈町,Hachijo,24,11.6,21.7,42.7
青ヶ島村,Aogashima,50,23.4,7.9,18.7
小笠原村,Ogasawara,47.3,34.8,13.5,4.5
