地域,Area,L-1／宅地構成比(%),L-2／その他構成比(%),L-3／公園等構成比(%),L-4／未利用地等構成比(%),L-5／道路等構成比(%),L-6／農用地構成比(%),L-7／水面構成比(%),L-8／森林構成比(%),L-9／原野構成比(%)
西多摩,W-Tama,8,2.8,1.4,0.7,3,2.8,1.6,78.5,1.2
南多摩,S-Tama,33.7,3.6,6.5,2.2,12.2,4.7,1.4,31.6,4
北多摩西部,NW-Tama,50.4,6.7,5.8,3.6,14.9,8.1,2.7,5.5,2.2
北多摩南部,NS-Tama,60.9,2.9,7.6,1.6,16.8,5.2,1.6,0.8,2.5
北多摩北部,NN-Tama,59.1,3.5,5.3,1.8,16.4,10.2,0.6,2.4,0.7
