地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
西多摩,W-Tama,20.5,19.1,47.2,13.1
南多摩,S-Tama,29.5,18.8,45.4,6.3
北多摩西部,NW-Tama,33.4,22.1,39.5,5.1
北多摩南部,NS-Tama,35.5,16.4,43.1,5.1
北多摩北部,NN-Tama,28.6,22,43.4,6
