地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
大島町,Oshima,27,9.4,11.4,52.2
利島村,Toshima,39.3,5.4,27.5,27.8
新島村,Niijima,31.8,21.8,29.4,17
神津島村,Kozushima,26.9,15.5,48.4,9.2
三宅村,Miyake,29.4,7.4,5.1,58.1
御蔵島村,Mikurajima,44.6,7.9,20.9,26.5
八丈町,Hachijo,32.1,11,21.4,35.5
青ヶ島村,Aogashima,56.5,22.8,6,14.7
小笠原村,Ogasawara,53.6,30.7,12,3.6
