地域,Area,L-1／宅地構成比(%),L-2／その他構成比(%),L-3／公園等構成比(%),L-4／未利用地等構成比(%),L-5／道路等構成比(%),L-6／農用地構成比(%),L-7／水面構成比(%),L-8／森林構成比(%),L-9／原野構成比(%)
大島町,Oshima,5,1,1.1,0.6,3.3,3.6,0.2,64,21.2
利島村,Toshima,3.8,0.7,0.7,0.1,4.5,2.3,0,67.4,20.5
新島村,Niijima,4.5,2.4,1.4,0.6,3.7,2.5,0,70,14.8
神津島村,Kozushima,2.5,0.4,0.6,0.4,4.3,10.1,0.2,55.1,26.4
三宅村,Miyake,2.5,1.6,0.1,0.4,2.9,1.7,0.5,43.3,46.9
御蔵島村,Mikurajima,0.5,0.1,0.2,0,1,1.4,0,83.7,13.2
八丈町,Hachijo,5.1,0.5,1,1.2,4.5,12.1,0.1,71.3,4.3
青ヶ島村,Aogashima,2.6,0.6,0.1,0.9,2.3,7.2,0,56.8,29.6
小笠原村,Ogasawara,1.4,0.8,0.6,0.2,1.3,1.7,0.2,82.6,11.2
