地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
西多摩,W-Tama,0.8,8.4,3,1.9,1.9,4.2,2.6,1.2,0.6,52,7.7,9.6,0.5,3.6,1.8
南多摩,S-Tama,0.6,11.5,2.4,1.5,2.6,4.2,2.5,0.3,0.6,49.5,18.1,3.3,0.3,2.1,0.5
北多摩西部,NW-Tama,1.4,10.2,2.4,1.5,2.5,5.3,3,0.4,0.8,45.9,18.6,3.6,0.3,3.3,0.8
北多摩南部,NS-Tama,1.6,12.5,2.5,1.2,2.1,2.8,3,0.1,2.4,41.2,25.2,3.2,0.3,1.6,0.4
北多摩北部,NN-Tama,0.5,11,3.9,1.7,1.5,3.6,3,0.2,0.6,47.5,20.8,2.8,0.3,1.7,0.9
