地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
西多摩,W-Tama,30.3,17.1,42.7,9.9
南多摩,S-Tama,45.7,13.7,36.3,4.3
北多摩西部,NW-Tama,47.1,16.9,32.5,3.6
北多摩南部,NS-Tama,51.8,11,33.5,3.7
北多摩北部,NN-Tama,43.8,15.9,35.9,4.5
