地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
西多摩,W-Tama,0.7,4.9,3,0.6,1.8,4.3,3.4,0.9,0.5,53.7,8.8,10.9,0.7,4,1.6
南多摩,S-Tama,0.5,6.9,2.5,0.9,2.6,4.7,3.2,0.4,0.4,53.2,17.9,3.8,0.4,2.1,0.3
北多摩西部,NW-Tama,1,6.1,2.4,1,2.6,5.5,3.9,0.5,0.6,48.4,19.1,4.1,0.4,3.8,0.5
北多摩南部,NS-Tama,0.9,7.5,2.6,0.5,2.2,3.1,4.1,0.2,1.2,45,27,3.3,0.4,1.7,0.3
北多摩北部,NN-Tama,0.5,6.3,3.5,0.7,1.5,3.7,4,0.3,0.4,52.6,20.9,2.8,0.4,1.7,0.7
