地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
大島町,Oshima,3.4,11.8,2.1,1.9,1,2.5,3,6.2,0.8,55.2,2.5,3,0.5,3.1,2.9
利島村,Toshima,2.1,11.1,6.2,11.3,1.5,0.8,0.7,4.8,1.7,34.9,8,4.8,0,8.6,3.5
新島村,Niijima,4.3,9.5,2.4,2.9,1.8,1.2,6.6,8.6,0,40.5,3,8.3,0.8,4.9,5.2
神津島村,Kozushima,1.6,9.6,2.8,4.6,2.2,2.8,4.9,10.3,0.2,38.7,4.1,4.4,0.7,9.3,3.7
三宅村,Miyake,4.1,9.1,2.2,2.1,1.5,1.5,3.6,5.6,0.1,50.7,6,5.6,0.4,4.1,3.5
御蔵島村,Mikurajima,3.2,9.7,3.5,9,1.9,0.3,1.4,6.5,0,31.6,10.9,3.3,0.1,5.7,13.1
八丈町,Hachijo,2.4,6.7,1.9,2.2,1.4,2.5,3.6,6.1,0,55.8,4.1,2.2,0.5,4.9,5.6
青ヶ島村,Aogashima,1.7,6.4,2.8,21.8,2,0.5,1,4.3,0,10.5,8.3,9.6,6,14.9,10.1
小笠原村,Ogasawara,8,13.8,1.8,9.8,3.7,1.8,2.1,7.3,0,12.3,18.9,3.1,0.4,3.7,13.3
