地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
檜原村,Hinohara,12.4,7.2,22.9,57.5
奥多摩町,Okutama,15.6,10.3,37.8,36.3
