地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4／宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
大島町,Oshima,2.9,6.8,2.3,1.4,1.3,2.6,5.3,7,0.1,57.1,3.2,3.3,0.9,3.7,2.2
利島村,Toshima,2,9.4,6.1,5.7,2.5,1.7,1.8,7,0.2,37.3,8.9,4.3,0,7.8,5.3
新島村,Niijima,3.2,5.4,2.5,1.7,1.5,1.5,10.2,10.8,0,46,3.2,6.7,1,3.1,3.3
神津島村,Kozushima,1.4,6.5,3.1,2.6,2.2,2.7,7.2,15.1,0.2,42,3.9,3.2,0.7,6.6,2.5
三宅村,Miyake,3.3,6.8,2.4,1.4,1.6,1.7,5.2,6.9,0,53.5,6.5,4,0.7,3.2,2.8
御蔵島村,Mikurajima,3.4,8.3,5.8,4.6,3.6,0.3,2.6,6.5,0,38.3,11.9,3.6,0.2,4.9,5.9
八丈町,Hachijo,2.5,5.3,2.2,1.3,1.7,3,5.1,5.8,0,55.1,4.7,2.2,0.6,4.7,5.8
青ヶ島村,Aogashima,2.7,9.7,3.2,10.5,2.5,1,2.1,7.8,0,15.3,13.3,7.8,4.7,10.5,8.8
小笠原村,Ogasawara,7.8,10,1.9,6.9,4,3.1,4.1,10.7,0,12.5,20.9,2.7,0.4,3.6,11.6
