地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
西多摩,W-Tama,31,16.5,43.5,9
南多摩,S-Tama,46,14.9,35.3,3.7
北多摩西部,NW-Tama,47.4,18.1,31.4,3
北多摩南部,NS-Tama,52.6,12.5,31.8,3.1
北多摩北部,NN-Tama,43.7,18,34.5,3.8
