区分,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
H29(2017),24.1,12.1,18.7,45.1
R4(2022),24.3,13.1,18.7,44
