地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
西多摩,W-Tama,19.8,19.6,46.1,14.4
南多摩,S-Tama,29.3,17.3,46.2,7.2
北多摩西部,NW-Tama,33.1,20.4,40.5,6
北多摩南部,NS-Tama,34.6,14.4,44.9,6.1
北多摩北部,NN-Tama,28.5,19.5,45,7
