規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,415192,400255,371023,29232,14937,104693,103237,99348,3889,1456
５人以上,"鉱業,採石業,砂利採取業",491874,488052,455229,32823,3822,145098,144732,136147,8585,366
５人以上,建設業,476301,420516,387248,33268,55785,146402,145399,144054,1345,1003
５人以上,製造業,443763,422438,393707,28731,21325,140309,138977,127959,11018,1332
５人以上,電気・ガス・熱供給・水道業,543667,521660,450734,70926,22007,214141,205729,204211,1518,8412
５人以上,情報通信業,455538,446472,406602,39870,9066,137904,137434,127348,10086,470
５人以上,"運輸業,郵便業",413303,401100,354564,46536,12203,137867,136031,119876,16155,1836
５人以上,"卸売業,小売業",396930,385306,366914,18392,11624,99387,98951,96891,2060,436
５人以上,"金融業,保険業",485437,475268,439229,36039,10169,156980,151944,145418,6526,5036
５人以上,"不動産業,物品賃貸業",396822,384524,363742,20782,12298,95596,94666,92185,2481,930
５人以上,"学術研究,専門・技術サービス業",418795,413568,379587,33981,5227,137273,134529,130357,4172,2744
５人以上,"宿泊業,飲食サービス業",299396,295922,265806,30116,3474,82572,82443,79966,2477,129
５人以上,"生活関連サービス業,娯楽業",322312,315859,297034,18825,6453,104018,103715,99548,4167,303
５人以上,"教育,学習支援業",486541,458632,448973,9659,27909,99304,87399,86143,1256,11905
５人以上,"医療,福祉",387202,376818,353032,23786,10384,126010,125273,121897,3376,737
５人以上,複合サービス事業,410872,377596,354994,22602,33276,119763,117794,115018,2776,1969
５人以上,サービス業（他に分類されないもの）,326863,316728,285704,31024,10135,109579,109134,103153,5981,445
30人以上,調査産業計,437760,419976,386866,33110,17784,116985,114417,109239,5178,2568
30人以上,"鉱業,採石業,砂利採取業",491874,488052,455229,32823,3822,145098,144732,136147,8585,366
30人以上,建設業,540803,457643,418074,39569,83160,108558,105502,103865,1637,3056
30人以上,製造業,467070,441346,409635,31711,25724,155089,152998,136159,16839,2091
30人以上,電気・ガス・熱供給・水道業,569395,553404,474745,78659,15991,214141,205729,204211,1518,8412
30人以上,情報通信業,472668,463002,418519,44483,9666,144276,143561,129978,13583,715
30人以上,"運輸業,郵便業",420041,407383,360033,47350,12658,140365,138105,120558,17547,2260
30人以上,"卸売業,小売業",427811,411671,390802,20869,16140,106939,106265,103967,2298,674
30人以上,"金融業,保険業",506704,496500,458463,38037,10204,158973,153713,146898,6815,5260
30人以上,"不動産業,物品賃貸業",407799,393905,368916,24989,13894,95974,94736,92781,1955,1238
30人以上,"学術研究,専門・技術サービス業",441060,434689,392262,42427,6371,166141,159855,154510,5345,6286
30人以上,"宿泊業,飲食サービス業",320007,315441,280565,34876,4566,89209,88926,85302,3624,283
30人以上,"生活関連サービス業,娯楽業",364484,356287,335300,20987,8197,110914,110707,106180,4527,207
30人以上,"教育,学習支援業",510519,480738,470602,10136,29781,116326,99343,98094,1249,16983
30人以上,"医療,福祉",396896,384641,356973,27668,12255,148810,147506,144089,3417,1304
30人以上,複合サービス事業,437240,404558,367346,37212,32682,93669,91707,90028,1679,1962
30人以上,サービス業（他に分類されないもの）,318876,309124,276240,32884,9752,110925,110449,104101,6348,476
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１０月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
