事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,平成18,2006,年平均,433685,525876,278182,341360,409746,226010,317962,23398,92325,116130,52172
５人以上,TL 調査産業計,平成19,2007,年平均,430485,521754,276184,338139,404829,225391,315669,22470,92346,116925,50793
５人以上,TL 調査産業計,平成20,2008,年平均,435111,527604,279754,341237,409045,227342,318746,22491,93874,118559,52412
５人以上,TL 調査産業計,平成21,2009,年平均,411211,503442,269278,333175,403819,224462,311791,21384,78036,99623,44816
５人以上,TL 調査産業計,平成22,2010,年平均,414539,506532,273664,334309,404054,227504,312668,21641,80230,102478,46160
５人以上,TL 調査産業計,平成23,2011,年平均,411804,505786,270160,331586,402825,224220,309969,21617,80218,102961,45940
５人以上,TL 調査産業計,平成24,2012,年平均,405792,498335,266376,330092,400894,223430,306816,23276,75700,97441,42946
５人以上,TL 調査産業計,平成25,2013,年平均,410458,503854,269632,330137,400333,224292,306389,23748,80321,103521,45340
５人以上,TL 調査産業計,平成25,2013,1月,338585,413149,226641,326029,397046,219410,303375,22654,12556,16103,7231
５人以上,TL 調査産業計,平成25,2013,2月,335554,407946,225844,329567,400492,222079,306216,23351,5987,7454,3765
５人以上,TL 調査産業計,平成25,2013,3月,356822,436235,236864,331455,403415,222755,307116,24339,25367,32820,14109
５人以上,TL 調査産業計,平成25,2013,4月,349822,423628,238278,335475,406223,228553,310587,24888,14347,17405,9725
５人以上,TL 調査産業計,平成25,2013,5月,349559,424712,235220,331164,400008,226424,307202,23962,18395,24704,8796
５人以上,TL 調査産業計,平成25,2013,6月,625422,781515,389193,330788,400295,225597,306559,24229,294634,381220,163596
５人以上,TL 調査産業計,平成25,2013,7月,445628,549901,287671,328695,397289,224787,305302,23393,116933,152612,62884
５人以上,TL 調査産業計,平成25,2013,8月,341429,414102,230605,329325,397896,224757,306076,23249,12104,16206,5848
５人以上,TL 調査産業計,平成25,2013,9月,346790,420941,234361,330050,399523,224714,307668,22382,16740,21418,9647
５人以上,TL 調査産業計,平成25,2013,10月,341629,415628,231395,329886,400449,224771,306658,23228,11743,15179,6624
５人以上,TL 調査産業計,平成25,2013,11月,348027,423323,235577,331443,402384,225498,306545,24898,16584,20939,10079
５人以上,TL 調査産業計,平成25,2013,12月,742491,933052,459997,327812,399065,222184,303406,24406,414679,533987,237813
５人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,703153,772912,385894,453473,494582,266513,444886,8587,249680,278330,119381
５人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,667289,728738,394115,466148,508569,277563,434236,31912,201141,220169,116552
５人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,719236,780702,424473,475703,515127,286645,446451,29252,243533,265575,137828
５人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,731346,803410,466954,492725,538440,325003,472371,20354,238621,264970,141951
５人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,724801,797216,459031,491681,538549,319673,467836,23845,233120,258667,139358
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,710396,782261,453871,483929,529682,320612,463539,20390,226467,252579,133259
５人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,740894,801547,481075,509794,547903,346548,484915,24879,231100,253644,134527
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,722319,777690,499823,504386,542137,352692,476157,28229,217933,235553,147131
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,1月,507868,547574,353202,507001,546485,353202,480875,26126,867,1089,0
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,2月,514009,547985,366745,511604,545633,364109,484396,27208,2405,2352,2636
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,3月,521026,562066,369049,513516,555482,358109,485137,28379,7510,6584,10940
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,4月,499109,530371,341609,487333,518747,329065,463191,24142,11776,11624,12544
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,5月,488242,524133,350788,488242,524133,350788,455742,32500,0,0,0
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,6月,1539616,1659996,1031666,488553,523002,343193,461498,27055,1051063,1136994,688473
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,7月,682047,750719,427109,493464,531178,353456,464721,28743,188583,219541,73653
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,8月,504686,539999,361487,502336,537552,359528,473780,28556,2350,2447,1959
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,9月,516056,554831,359300,500748,539588,343727,478781,21967,15308,15243,15573
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,10月,468038,485599,351308,464454,482451,344821,433297,31157,3584,3148,6487
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,11月,565880,614955,387625,506722,547919,357083,473463,33259,59158,67036,30542
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,12月,1668408,1825142,1116015,561319,617476,363398,529818,31501,1107089,1207666,752617
５人以上,D 建設業,平成18,2006,年平均,478229,512905,284862,401943,430224,244238,378383,23560,76286,82681,40624
５人以上,D 建設業,平成19,2007,年平均,479060,512789,298157,396052,423491,248882,369674,26378,83008,89298,49275
５人以上,D 建設業,平成20,2008,年平均,462406,494869,287436,386256,413001,242104,359354,26902,76150,81868,45332
５人以上,D 建設業,平成21,2009,年平均,480675,518223,289744,398329,428599,244407,369671,28658,82346,89624,45337
５人以上,D 建設業,平成22,2010,年平均,467402,500332,287208,389652,416767,241276,361786,27866,77750,83565,45932
５人以上,D 建設業,平成23,2011,年平均,484502,516190,302730,398867,424675,250826,368768,30099,85635,91515,51904
５人以上,D 建設業,平成24,2012,年平均,481421,513497,314429,410547,437815,268585,378797,31750,70874,75682,45844
５人以上,D 建設業,平成25,2013,年平均,488167,517913,317596,409552,434896,264222,377702,31850,78615,83017,53374
５人以上,D 建設業,平成25,2013,1月,409602,437352,260906,402344,429711,255698,372039,30305,7258,7641,5208
５人以上,D 建設業,平成25,2013,2月,420587,448628,265711,417654,445448,264147,382755,34899,2933,3180,1564
５人以上,D 建設業,平成25,2013,3月,429743,457548,276102,416277,443283,267050,380584,35693,13466,14265,9052
５人以上,D 建設業,平成25,2013,4月,421345,448768,268968,416783,444076,265129,385158,31625,4562,4692,3839
５人以上,D 建設業,平成25,2013,5月,414169,440563,269178,406179,432596,261065,379109,27070,7990,7967,8113
５人以上,D 建設業,平成25,2013,6月,690013,741820,419091,398561,425492,257724,365915,32646,291452,316328,161367
５人以上,D 建設業,平成25,2013,7月,535900,563531,370209,405300,429402,260769,373270,32030,130600,134129,109440
５人以上,D 建設業,平成25,2013,8月,427813,450327,288508,404930,427118,267647,375132,29798,22883,23209,20861
５人以上,D 建設業,平成25,2013,9月,416625,439050,280954,410319,432941,273460,380736,29583,6306,6109,7494
５人以上,D 建設業,平成25,2013,10月,464222,489303,312917,410443,434143,267470,378344,32099,53779,55160,45447
５人以上,D 建設業,平成25,2013,11月,432858,458875,275932,414289,438735,266839,379606,34683,18569,20140,9093
５人以上,D 建設業,平成25,2013,12月,796345,840587,530043,411810,436082,265711,379940,31870,384535,404505,264332
５人以上,E 製造業,平成18,2006,年平均,489452,553489,301861,376913,422617,243027,349323,27590,112539,130872,58834
５人以上,E 製造業,平成19,2007,年平均,495747,564556,295884,382437,432197,237904,357645,24792,113310,132359,57980
５人以上,E 製造業,平成20,2008,年平均,493952,563681,296676,382205,433348,237511,358465,23740,111747,130333,59165
５人以上,E 製造業,平成21,2009,年平均,480384,541641,309238,382822,429417,252641,362793,20029,97562,112224,56597
５人以上,E 製造業,平成22,2010,年平均,504773,564397,325017,394757,439656,259394,372767,21990,110016,124741,65623
５人以上,E 製造業,平成23,2011,年平均,518833,581033,332110,399099,444856,261739,375504,23595,119734,136177,70371
５人以上,E 製造業,平成24,2012,年平均,505238,561699,337420,396491,439503,268648,370827,25664,108747,122196,68772
５人以上,E 製造業,平成25,2013,年平均,507943,565587,338251,398164,441515,270548,371915,26249,109779,124072,67703
５人以上,E 製造業,平成25,2013,1月,398585,443873,266973,390971,435732,260891,369238,21733,7614,8141,6082
５人以上,E 製造業,平成25,2013,2月,397281,441375,269354,393302,437409,265338,367001,26301,3979,3966,4016
５人以上,E 製造業,平成25,2013,3月,412305,456171,282836,397975,442074,267819,370539,27436,14330,14097,15017
５人以上,E 製造業,平成25,2013,4月,420021,466640,283012,399724,443112,272212,372328,27396,20297,23528,10800
５人以上,E 製造業,平成25,2013,5月,418929,464718,283888,395830,437279,273588,369949,25881,23099,27439,10300
５人以上,E 製造業,平成25,2013,6月,747148,829202,506956,395018,437658,270200,369175,25843,352130,391544,236756
５人以上,E 製造業,平成25,2013,7月,615589,689599,394266,398931,440572,274406,372846,26085,216658,249027,119860
５人以上,E 製造業,平成25,2013,8月,424904,473346,280600,398318,440838,271655,371645,26673,26586,32508,8945
５人以上,E 製造業,平成25,2013,9月,406785,450435,279458,397655,441029,271134,372663,24992,9130,9406,8324
５人以上,E 製造業,平成25,2013,10月,423606,469213,288385,403609,447185,274411,376054,27555,19997,22028,13974
５人以上,E 製造業,平成25,2013,11月,432939,481580,289481,404618,449235,273028,376880,27738,28321,32345,16453
５人以上,E 製造業,平成25,2013,12月,998628,1121396,636051,402257,446290,272211,374821,27436,596371,675106,363840
５人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,701778,743270,437141,517667,547123,329796,462354,55313,184111,196147,107345
５人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,647860,692803,443032,475043,507837,325585,428913,46130,172817,184966,117447
５人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,660213,700828,464820,478738,507772,339059,433692,45046,181475,193056,125761
５人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,678241,707080,480500,510511,531855,364161,437952,72559,167730,175225,116339
５人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,663727,691538,482858,509188,531368,364938,435475,73713,154539,160170,117920
５人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,629744,659605,437373,516545,541313,356982,421423,95122,113199,118292,80391
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,601648,628808,412612,469557,490910,320933,412548,57009,132091,137898,91679
