"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20211201","1","虎ノ門いきいきプラザ","25","478","536","494","507","271","490","2801"
"20211201","2","南桜公園管理棟","8","276","369","304","183","108","201","1449"
"20211201","3","生涯学習センター","5","73","132","129","84","93","202","718"
"20211201","4","福祉プラザさくら川","39","871","865","725","571","334","648","4053"
"20211201","5","エコプラザ","62","732","1241","1127","956","581","716","5415"
"20211201","6","障害保健福祉センター","61","814","1562","1365","966","426","422","5616"
"20211201","7","芝小学校","79","952","1456","1309","995","610","883","6284"
"20211201","8","港勤労福祉会館","22","339","384","303","326","238","837","2449"
"20211201","9","芝浦港南地区総合支所","59","1124","1823","1351","1026","536","822","6741"
"20211201","10","三田中学校","34","251","305","307","229","141","300","1567"
"20211201","11","赤羽小学校","86","646","1089","1321","1061","637","1033","5873"
"20211201","12","豊岡いきいきプラザ","91","784","1227","1415","1168","695","1083","6463"
"20211201","13","御田小学校","37","289","408","585","492","328","546","2685"
"20211201","14","旧三光小学校（三光学童クラブ）","145","1200","1750","2262","1944","1112","1758","10171"
"20211201","15","旧神応小学校","65","636","948","1205","909","569","1138","5470"
"20211201","16","白金小学校","138","925","1433","1718","1540","994","1657","8405"
"20211201","17","高輪台小学校","108","863","1251","1684","1548","887","1548","7889"
"20211201","18","シティハイツ桂坂","59","526","819","961","819","509","856","4549"
"20211201","19","国民生活センタ－","76","601","624","957","989","609","1011","4867"
"20211201","20","港南小学校","168","595","957","2154","1725","806","1520","7925"
"20211201","21","六本木中学校","35","445","656","712","592","400","682","3522"
"20211201","22","麻布小学校","89","648","1034","1212","1145","613","822","5563"
"20211201","23","飯倉いきいきプラザ","68","774","1225","1204","902","403","684","5260"
"20211201","24","南山小学校","70","522","789","1047","935","528","828","4719"
"20211201","25","南麻布いきいきプラザ","123","1510","2345","2471","1682","913","1227","10271"
"20211201","26","本村小学校","76","698","898","1232","987","543","1095","5529"
"20211201","27","笄小学校","70","564","923","1280","1035","636","1046","5554"
"20211201","28","西麻布いきいきプラザ","47","519","679","702","545","306","541","3339"
"20211201","29","高陵中学校","60","410","563","815","693","408","645","3594"
"20211201","30","赤坂地区総合支所","51","484","570","554","574","348","468","3049"
"20211201","31","赤坂子ども中高生プラザ","72","930","1481","1365","1168","639","902","6557"
"20211201","32","赤坂小学校","64","626","1007","1214","1089","715","1128","5843"
"20211201","33","赤坂図書館","52","253","381","567","474","308","659","2694"
"20211201","34","青山小学校","57","216","354","552","572","365","834","2950"
"20211201","35","青南小学校","98","590","965","1315","1182","807","1345","6302"
"20211201","36","赤坂子ども中高生プラザ青山館","13","94","173","186","186","155","326","1133"
"20211201","37","お台場学園","109","427","534","951","1219","478","492","4210"
"20211201","38","芝浦港南区民センター","87","751","1509","1661","1249","637","937","6831"
"20211201","39","品川インターシティB棟","29","194","437","548","543","296","328","2375"
"20211201","40","芝浦アイランド児童高齢者交流プラザ","136","837","1651","2208","1625","612","746","7815"
"20211201","41","シティハイツ港南","101","464","853","1403","1257","556","734","5368"
"20211201",,"在外選挙人名簿","1","23","140","339","354","147","165","1169"

"投票区別年代別名簿登録者数　令和3年12月1日時点","Ver202112",,,,,,,,,
