階層コード,地域コード,地域,人口総数／平成24年12月１日,人口総数／平成24年11月１日,人口総数／平成23年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13136914,13135206,13096425,1708,0.01,40489,0.31
1,13100,区部,8956494,8954605,8917999,1889,0.02,38495,0.43
1,13200,市部,4093350,4093523,4090796,-173,0,2554,0.06
1,13300,郡部,59205,59184,59471,21,0.04,-266,-0.45
1,13350,島部,27865,27894,28159,-29,-0.1,-294,-1.04
,,,,,,,,,
住民基本台帳による世帯と人口_平成24年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
