階層コード,地域コード,地域,人口総数／平成24年5月１日,人口総数／平成24年4月１日,人口総数／平成23年5月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13129171,13103706,13092474,25465,0.19,36697,0.28
1,13100,区部,8946857,8929855,8914672,17002,0.19,32185,0.36
1,13200,市部,4094950,4086862,4090197,8088,0.2,4753,0.12
1,13300,郡部,59386,59398,59517,-12,-0.02,-131,-0.22
1,13350,島部,27978,27591,28088,387,1.4,-110,-0.39
,,,,,,,,,
住民基本台帳による世帯と人口_平成24年5月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
