階層コード,地域コード,地域,人口総数／平成24年１月１日,人口総数／平成23年12月１日,人口総数／平成23年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13092163,13096425,13068971,-4262,-0.03,23192,0.18
1,13100,区部,8914676,8917999,8895198,-3323,-0.04,19478,0.22
1,13200,市部,4089891,4090796,4085831,-905,-0.02,4060,0.1
1,13300,郡部,59472,59471,59691,1,0,-219,-0.37
1,13350,島部,28124,28159,28251,-35,-0.12,-127,-0.45
,,,,,,,,,
住民基本台帳による世帯と人口_平成24年１月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
