階層コード,地域コード,地域,人口総数／平成24年2月１日,人口総数／平成24年1月１日,人口総数／平成23年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13090511,13092163,13067636,-1652,-0.01,22875,0.18
1,13100,区部,8914272,8914676,8894756,-404,0,19516,0.22
1,13200,市部,4088698,4089891,4085044,-1193,-0.03,3654,0.09
1,13300,郡部,59448,59472,59588,-24,-0.04,-140,-0.23
1,13350,島部,28093,28124,28248,-31,-0.11,-155,-0.55
,,,,,,,,,
住民基本台帳による世帯と人口_平成24年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
