階層コード,地域コード,地域,人口総数／平成24年10月１日,人口総数／平成24年9月１日,人口総数／平成23年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13124223,13123050,13094564,1173,0.01,29659,0.23
1,13100,区部,8945160,8944286,8915766,874,0.01,29394,0.33
1,13200,市部,4091980,4091657,4091152,323,0.01,828,0.02
1,13300,郡部,59181,59199,59496,-18,-0.03,-315,-0.53
1,13350,島部,27902,27908,28150,-6,-0.02,-248,-0.88
,,,,,,,,,
住民基本台帳による世帯と人口_平成24年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
