"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20230601","1","虎ノ門いきいきプラザ","1335","1552","2887"
"20230601","2","南桜公園管理棟","889","864","1753"
"20230601","3","生涯学習センター","395","355","750"
"20230601","4","福祉プラザさくら川","2142","2043","4185"
"20230601","5","エコプラザ","2744","2629","5373"
"20230601","6","障害保健福祉センター","2730","2983","5713"
"20230601","7","芝小学校","2961","3301","6262"
"20230601","8","芝コミュニティはうす（芝区民協働スペース）","1010","1442","2452"
"20230601","9","芝浦港南地区総合支所","3500","3699","7199"
"20230601","10","三田中学校","716","827","1543"
"20230601","11","赤羽小学校","2372","3097","5469"
"20230601","12","豊岡いきいきプラザ","2958","3766","6724"
"20230601","13","御田小学校","1159","1502","2661"
"20230601","14","白金の丘学園","4680","6180","10860"
"20230601","15","神応いきいきプラザ","2409","2924","5333"
"20230601","16","白金小学校","3543","4813","8356"
"20230601","17","高輪台小学校","3432","4714","8146"
"20230601","18","シティハイツ桂坂","2030","2468","4498"
"20230601","19","国民生活センタ－","2216","2588","4804"
"20230601","20","港南小学校","3703","4283","7986"
"20230601","21","六本木中学校","1734","1769","3503"
"20230601","22","麻布小学校","2600","2930","5530"
"20230601","23","飯倉いきいきプラザ","2441","2919","5360"
"20230601","24","南山小学校","2099","2536","4635"
"20230601","25","南麻布いきいきプラザ","4532","5782","10314"
"20230601","26","本村小学校","2352","3129","5481"
"20230601","27","笄　小学校","2358","3003","5361"
"20230601","28","西麻布いきいきプラザ","1624","1700","3324"
"20230601","29","高陵中学校","1664","2107","3771"
"20230601","30","赤坂地区総合支所","1579","1538","3117"
"20230601","31","赤坂子ども中高生プラザ","3225","3439","6664"
"20230601","32","赤坂小学校","2723","3088","5811"
"20230601","33","赤坂図書館","1179","1488","2667"
"20230601","34","青山小学校","1273","1678","2951"
"20230601","35","青南小学校","2779","3465","6244"
"20230601","36","赤坂こども中高生プラザ青山館","497","638","1135"
"20230601","37","お台場学園","2036","2229","4265"
"20230601","38","芝浦港南区民センター","3277","3593","6870"
"20230601","39","品川インターシティB棟","1104","1245","2349"
"20230601","40","芝浦アイランド児童高齢者交流プラザ","3937","3937","7874"
"20230601","41","シティハイツ港南","2532","2781","5313"

"選挙人名簿登録者数　令和5年6月1日時点","Ver202306",,,,
