全国地方公共団体コード,都道府県名,市区町村名,発症_年月日,陽性者数,陽性者数（累計）
130001,東京都,,2021-12-10,17,265094
130001,東京都,,2021-12-11,21,265115
130001,東京都,,2021-12-12,8,265123
130001,東京都,,2021-12-13,17,265140
130001,東京都,,2021-12-14,25,265165
130001,東京都,,2021-12-15,23,265188
130001,東京都,,2021-12-16,23,265211
130001,東京都,,2021-12-17,27,265238
130001,東京都,,2021-12-18,20,265258
130001,東京都,,2021-12-19,26,265284
130001,東京都,,2021-12-20,32,265316
130001,東京都,,2021-12-21,31,265347
130001,東京都,,2021-12-22,32,265379
130001,東京都,,2021-12-23,26,265405
130001,東京都,,2021-12-24,26,265431
130001,東京都,,2021-12-25,47,265478
130001,東京都,,2021-12-26,64,265542
130001,東京都,,2021-12-27,53,265595
130001,東京都,,2021-12-28,78,265673
130001,東京都,,2021-12-29,78,265751
130001,東京都,,2021-12-30,111,265862
130001,東京都,,2021-12-31,162,266024
130001,東京都,,2022-01-01,265,266289
130001,東京都,,2022-01-02,402,266691
130001,東京都,,2022-01-03,646,267337
130001,東京都,,2022-01-04,848,268185
130001,東京都,,2022-01-05,982,269167
130001,東京都,,2022-01-06,1139,270306
130001,東京都,,2022-01-07,1232,271538
130001,東京都,,2022-01-08,1311,272849
130001,東京都,,2022-01-09,1579,274428
130001,東京都,,2022-01-10,2526,276954
130001,東京都,,2022-01-11,3507,280461
130001,東京都,,2022-01-12,3980,284441
130001,東京都,,2022-01-13,4555,288996
130001,東京都,,2022-01-14,4679,293675
130001,東京都,,2022-01-15,5081,298756
130001,東京都,,2022-01-16,6401,305157
130001,東京都,,2022-01-17,8845,314002
130001,東京都,,2022-01-18,9653,323655
130001,東京都,,2022-01-19,9278,332933
130001,東京都,,2022-01-20,9952,342885
130001,東京都,,2022-01-21,10809,353694
130001,東京都,,2022-01-22,10988,364682
130001,東京都,,2022-01-23,12828,377510
130001,東京都,,2022-01-24,16093,393603
130001,東京都,,2022-01-25,16027,409630
130001,東京都,,2022-01-26,14437,424067
130001,東京都,,2022-01-27,14254,438321
130001,東京都,,2022-01-28,14002,452323
130001,東京都,,2022-01-29,12590,464913
130001,東京都,,2022-01-30,13882,478795
130001,東京都,,2022-01-31,16892,495687
130001,東京都,,2022-02-01,16298,511985
130001,東京都,,2022-02-02,14071,526056
130001,東京都,,2022-02-03,13797,539853
130001,東京都,,2022-02-04,13456,553309
130001,東京都,,2022-02-05,12175,565484
130001,東京都,,2022-02-06,13529,579013
130001,東京都,,2022-02-07,16023,595036
130001,東京都,,2022-02-08,14114,609150
130001,東京都,,2022-02-09,12402,621552
130001,東京都,,2022-02-10,11685,633237
130001,東京都,,2022-02-11,11270,644507
130001,東京都,,2022-02-12,11235,655742
130001,東京都,,2022-02-13,12517,668259
130001,東京都,,2022-02-14,13409,681668
130001,東京都,,2022-02-15,12212,693880
130001,東京都,,2022-02-16,10391,704271
130001,東京都,,2022-02-17,10334,714605
130001,東京都,,2022-02-18,10231,724836
130001,東京都,,2022-02-19,9458,734294
130001,東京都,,2022-02-20,10156,744450
130001,東京都,,2022-02-21,11388,755838
130001,東京都,,2022-02-22,9996,765834
130001,東京都,,2022-02-23,9225,775059
130001,東京都,,2022-02-24,9617,784676
130001,東京都,,2022-02-25,9574,794250
130001,東京都,,2022-02-26,8192,802442
130001,東京都,,2022-02-27,8755,811197
130001,東京都,,2022-02-28,10274,821471
130001,東京都,,2022-03-01,9600,831071
130001,東京都,,2022-03-02,8150,839221
130001,東京都,,2022-03-03,7827,847048
130001,東京都,,2022-03-04,7605,854653
130001,東京都,,2022-03-05,7065,861718
130001,東京都,,2022-03-06,7553,869271
130001,東京都,,2022-03-07,8883,878154
130001,東京都,,2022-03-08,7990,886144
130001,東京都,,2022-03-09,7009,893153
130001,東京都,,2022-03-10,7100,900253
130001,東京都,,2022-03-11,6869,907122
130001,東京都,,2022-03-12,6488,913610
130001,東京都,,2022-03-13,7205,920815
130001,東京都,,2022-03-14,7964,928779
130001,東京都,,2022-03-15,7060,935839
130001,東京都,,2022-03-16,6101,941940
130001,東京都,,2022-03-17,5556,947496
130001,東京都,,2022-03-18,5353,952849
130001,東京都,,2022-03-19,5032,957881
130001,東京都,,2022-03-20,5216,963097
130001,東京都,,2022-03-21,6634,969731
130001,東京都,,2022-03-22,6746,976477
130001,東京都,,2022-03-23,6488,982965
130001,東京都,,2022-03-24,6063,989028
130001,東京都,,2022-03-25,6570,995598
130001,東京都,,2022-03-26,6624,1002222
130001,東京都,,2022-03-27,7018,1009240
130001,東京都,,2022-03-28,7986,1017226
130001,東京都,,2022-03-29,7161,1024387
130001,東京都,,2022-03-30,6834,1031221
130001,東京都,,2022-03-31,6630,1037851
130001,東京都,,2022-04-01,6489,1044340
130001,東京都,,2022-04-02,5667,1050007
130001,東京都,,2022-04-03,6525,1056532
130001,東京都,,2022-04-04,8035,1064567
130001,東京都,,2022-04-05,7822,1072389
130001,東京都,,2022-04-06,7097,1079486
130001,東京都,,2022-04-07,6557,1086043
130001,東京都,,2022-04-08,6398,1092441
130001,東京都,,2022-04-09,6018,1098459
130001,東京都,,2022-04-10,6385,1104844
130001,東京都,,2022-04-11,7083,1111927
130001,東京都,,2022-04-12,6301,1118228
130001,東京都,,2022-04-13,5385,1123613
130001,東京都,,2022-04-14,4530,1128143
130001,東京都,,2022-04-15,4385,1132528
130001,東京都,,2022-04-16,4075,1136603
130001,東京都,,2022-04-17,4995,1141598
130001,東京都,,2022-04-18,5750,1147348
130001,東京都,,2022-04-19,5403,1152751
130001,東京都,,2022-04-20,4778,1157529
130001,東京都,,2022-04-21,4466,1161995
130001,東京都,,2022-04-22,4104,1166099
130001,東京都,,2022-04-23,4114,1170213
130001,東京都,,2022-04-24,4192,1174405
130001,東京都,,2022-04-25,4515,1178920
130001,東京都,,2022-04-26,3851,1182771
130001,東京都,,2022-04-27,3138,1185909
130001,東京都,,2022-04-28,2615,1188524
130001,東京都,,2022-04-29,2389,1190913
130001,東京都,,2022-04-30,2387,1193300
130001,東京都,,2022-05-01,3052,1196352
130001,東京都,,2022-05-02,3068,1199420
130001,東京都,,2022-05-03,3065,1202485
130001,東京都,,2022-05-04,3063,1205548
130001,東京都,,2022-05-05,3603,1209151
130001,東京都,,2022-05-06,3697,1212848
130001,東京都,,2022-05-07,3503,1216351
130001,東京都,,2022-05-08,3481,1219832
130001,東京都,,2022-05-09,3577,1223409
130001,東京都,,2022-05-10,3586,1226995
130001,東京都,,2022-05-11,3137,1230132
130001,東京都,,2022-05-12,3136,1233268
130001,東京都,,2022-05-13,3182,1236450
130001,東京都,,2022-05-14,2861,1239311
130001,東京都,,2022-05-15,3188,1242499
130001,東京都,,2022-05-16,3751,1246250
130001,東京都,,2022-05-17,3420,1249670
130001,東京都,,2022-05-18,3115,1252785
130001,東京都,,2022-05-19,3025,1255810
130001,東京都,,2022-05-20,2831,1258641
130001,東京都,,2022-05-21,2565,1261206
130001,東京都,,2022-05-22,2633,1263839
130001,東京都,,2022-05-23,2901,1266740
130001,東京都,,2022-05-24,2702,1269442
130001,東京都,,2022-05-25,2187,1271629
130001,東京都,,2022-05-26,2009,1273638
130001,東京都,,2022-05-27,1753,1275391
130001,東京都,,2022-05-28,1637,1277028
130001,東京都,,2022-05-29,1930,1278958
130001,東京都,,2022-05-30,2079,1281037
130001,東京都,,2022-05-31,1991,1283028
130001,東京都,,2022-06-01,1735,1284763
130001,東京都,,2022-06-02,1462,1286225
130001,東京都,,2022-06-03,1366,1287591
130001,東京都,,2022-06-04,1449,1289040
130001,東京都,,2022-06-05,1410,1290450
130001,東京都,,2022-06-06,1730,1292180
130001,東京都,,2022-06-07,1504,1293684
130001,東京都,,2022-06-08,1427,1295111
130001,東京都,,2022-06-09,1352,1296463
130001,東京都,,2022-06-10,1291,1297754
130001,東京都,,2022-06-11,1337,1299091
130001,東京都,,2022-06-12,1395,1300486
130001,東京都,,2022-06-13,1750,1302236
130001,東京都,,2022-06-14,1628,1303864
130001,東京都,,2022-06-15,1529,1305393
130001,東京都,,2022-06-16,1517,1306910
130001,東京都,,2022-06-17,1561,1308471
130001,東京都,,2022-06-18,1543,1310014
130001,東京都,,2022-06-19,1765,1311779
130001,東京都,,2022-06-20,2280,1314059
130001,東京都,,2022-06-21,2161,1316220
130001,東京都,,2022-06-22,1874,1318094
130001,東京都,,2022-06-23,1977,1320071
130001,東京都,,2022-06-24,1984,1322055
130001,東京都,,2022-06-25,2234,1324289
130001,東京都,,2022-06-26,2873,1327162
130001,東京都,,2022-06-27,3683,1330845
130001,東京都,,2022-06-28,3804,1334649
130001,東京都,,2022-06-29,3582,1338231
130001,東京都,,2022-06-30,3853,1342084
130001,東京都,,2022-07-01,4423,1346507
130001,東京都,,2022-07-02,4922,1351429
130001,東京都,,2022-07-03,6477,1357906
130001,東京都,,2022-07-04,8603,1366509
130001,東京都,,2022-07-05,8822,1375331
130001,東京都,,2022-07-06,8856,1384187
130001,東京都,,2022-07-07,9341,1393528
130001,東京都,,2022-07-08,10295,1403823
130001,東京都,,2022-07-09,11346,1415169
130001,東京都,,2022-07-10,15103,1430272
130001,東京都,,2022-07-11,19027,1449299
130001,東京都,,2022-07-12,18622,1467921
130001,東京都,,2022-07-13,17989,1485910
130001,東京都,,2022-07-14,18704,1504614
130001,東京都,,2022-07-15,19740,1524354
130001,東京都,,2022-07-16,21153,1545507
130001,東京都,,2022-07-17,24425,1569932
130001,東京都,,2022-07-18,32567,1602499
130001,東京都,,2022-07-19,33722,1636221
130001,東京都,,2022-07-20,31913,1668134
130001,東京都,,2022-07-21,29690,1697824
130001,東京都,,2022-07-22,29158,1726982
130001,東京都,,2022-07-23,28311,1755293
130001,東京都,,2022-07-24,30326,1785619
130001,東京都,,2022-07-25,34673,1820292
130001,東京都,,2022-07-26,32894,1853186
130001,東京都,,2022-07-27,29676,1882862
130001,東京都,,2022-07-28,29764,1912626
130001,東京都,,2022-07-29,28713,1941339
130001,東京都,,2022-07-30,28144,1969483
130001,東京都,,2022-07-31,30324,1999807
130001,東京都,,2022-08-01,36007,2035814
130001,東京都,,2022-08-02,31661,2067475
130001,東京都,,2022-08-03,28531,2096006
130001,東京都,,2022-08-04,26936,2122942
130001,東京都,,2022-08-05,25397,2148339
130001,東京都,,2022-08-06,24200,2172539
130001,東京都,,2022-08-07,25358,2197897
130001,東京都,,2022-08-08,26841,2224738
130001,東京都,,2022-08-09,24312,2249050
130001,東京都,,2022-08-10,23153,2272203
130001,東京都,,2022-08-11,22639,2294842
130001,東京都,,2022-08-12,23462,2318304
130001,東京都,,2022-08-13,24256,2342560
130001,東京都,,2022-08-14,24104,2366664
130001,東京都,,2022-08-15,25600,2392264
130001,東京都,,2022-08-16,23308,2415572
130001,東京都,,2022-08-17,21956,2437528
130001,東京都,,2022-08-18,19187,2456715
130001,東京都,,2022-08-19,17830,2474545
130001,東京都,,2022-08-20,17018,2491563
130001,東京都,,2022-08-21,17285,2508848
130001,東京都,,2022-08-22,17738,2526586
130001,東京都,,2022-08-23,15781,2542367
130001,東京都,,2022-08-24,13919,2556286
130001,東京都,,2022-08-25,12729,2569015
130001,東京都,,2022-08-26,12306,2581321
130001,東京都,,2022-08-27,11643,2592964
130001,東京都,,2022-08-28,12277,2605241
130001,東京都,,2022-08-29,13127,2618368
130001,東京都,,2022-08-30,11752,2630120
130001,東京都,,2022-08-31,9821,2639941
130001,東京都,,2022-09-01,9523,2649464
130001,東京都,,2022-09-02,8796,2658260
130001,東京都,,2022-09-03,8943,2667203
130001,東京都,,2022-09-04,9618,2676821
130001,東京都,,2022-09-05,10333,2687154
130001,東京都,,2022-09-06,8923,2696077
130001,東京都,,2022-09-07,7956,2704033
130001,東京都,,2022-09-08,7695,2711728
130001,東京都,,2022-09-09,7813,2719541
130001,東京都,,2022-09-10,7809,2727350
130001,東京都,,2022-09-11,8514,2735864
130001,東京都,,2022-09-12,9183,2745047
130001,東京都,,2022-09-13,8279,2753326
130001,東京都,,2022-09-14,6975,2760301
130001,東京都,,2022-09-15,6306,2766607
130001,東京都,,2022-09-16,5874,2772481
130001,東京都,,2022-09-17,5539,2778020
130001,東京都,,2022-09-18,5797,2783817
130001,東京都,,2022-09-19,6461,2790278
130001,東京都,,2022-09-20,6306,2796584
130001,東京都,,2022-09-21,5106,2801690
130001,東京都,,2022-09-22,3784,2805474
130001,東京都,,2022-09-23,3258,2808732
130001,東京都,,2022-09-24,1753,2810485
130001,東京都,,2022-09-25,443,2810928
130001,東京都,,2022-09-26,0,2810928
