平成29年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀７丁目,2286,2267,2579,4846
下連雀８丁目,1549,1751,1905,3656
下連雀９丁目,1987,2393,2541,4934
小計,22485,20999,23174,44173
牟礼１丁目,1076,1001,1045,2046
牟礼２丁目,1989,1821,1986,3807
牟礼３丁目,1051,1146,1036,2182
牟礼４丁目,1530,1636,1700,3336
牟礼５丁目,1353,1309,1352,2661
牟礼６丁目,2871,3231,3307,6538
牟礼７丁目,892,970,918,1888
小計,10762,11114,11344,22458
井の頭１丁目,2584,2187,2395,4582
井の頭２丁目,2112,1615,1858,3473
井の頭３丁目,1285,1102,1259,2361
井の頭４丁目,1107,1054,1042,2096
井の頭５丁目,1705,1662,1646,3308
小計,8793,7620,8200,15820
中原１丁目,2123,2012,2214,4226
中原２丁目,1457,1501,1552,3053
中原３丁目,1471,1531,1600,3131
中原４丁目,1921,2017,2110,4127
小計,6972,7061,7476,14537
北野１丁目,644,698,737,1435
北野２丁目,934,1025,1021,2046
北野３丁目,905,1041,998,2039
北野４丁目,987,967,964,1931
小計,3470,3731,3720,7451
新川１丁目,1039,1079,1089,2168
新川２丁目,706,744,774,1518
新川３丁目,1021,1047,1029,2076
新川４丁目,1631,1609,1754,3363
新川５丁目,1363,1235,1362,2597
新川６丁目,2590,2343,2154,4497
小計,8350,8057,8162,16219
上連雀１丁目,1818,1591,1535,3126
上連雀２丁目,1365,1137,1208,2345
上連雀３丁目,904,783,775,1558
上連雀４丁目,1678,1605,1567,3172
上連雀５丁目,1468,1380,1377,2757
上連雀６丁目,1496,1425,1576,3001
上連雀７丁目,1406,1416,1516,2932
上連雀８丁目,1584,1688,1855,3543
上連雀９丁目,1488,1576,1593,3169
小計,13207,12601,13002,25603
井口１丁目,1761,1936,1893,3829
井口２丁目,1097,1242,1326,2568
井口３丁目,981,1001,1111,2112
井口４丁目,1421,1509,1499,3008
井口５丁目,480,469,509,978
小計,5740,6157,6338,12495
深大寺１丁目,789,837,832,1669
深大寺２丁目,2076,2209,1947,4156
深大寺３丁目,1097,1132,1011,2143
小計,3962,4178,3790,7968
野崎１丁目,566,519,581,1100
野崎２丁目,1209,1265,1231,2496
野崎３丁目,987,1124,1102,2226
野崎４丁目,325,393,286,679
小計,3087,3301,3200,6501
大沢１丁目,1333,1480,1419,2899
大沢２丁目,931,995,968,1963
大沢３丁目,1026,876,975,1851
大沢４丁目,1323,1400,1482,2882
大沢５丁目,867,1035,1042,2077
大沢６丁目,758,772,775,1547
小計,6238,6558,6661,13219
合計,93066,91377,95067,186444
平成29年10月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1588,1460,1540,3000
下連雀２丁目,1818,1728,1767,3495
下連雀３丁目,5985,4622,5269,9891
下連雀４丁目,3366,2986,3224,6210
下連雀５丁目,1820,1774,2223,3997
下連雀６丁目,2082,2005,2131,4136
下連雀７丁目,2289,2273,2578,4851
下連雀８丁目,1546,1750,1904,3654
下連雀９丁目,1992,2397,2542,4939
小計,22486,20995,23178,44173
牟礼１丁目,1074,997,1043,2040
牟礼２丁目,1979,1810,1978,3788
牟礼３丁目,1049,1137,1025,2162
牟礼４丁目,1519,1630,1694,3324
牟礼５丁目,1348,1301,1354,2655
牟礼６丁目,2864,3223,3304,6527
牟礼７丁目,886,963,914,1877
小計,10719,11061,11312,22373
井の頭１丁目,2585,2188,2392,4580
井の頭２丁目,2111,1615,1863,3478
井の頭３丁目,1276,1098,1253,2351
井の頭４丁目,1107,1052,1047,2099
井の頭５丁目,1704,1667,1641,3308
小計,8783,7620,8196,15816
中原１丁目,2126,2009,2215,4224
中原２丁目,1455,1496,1556,3052
中原３丁目,1473,1535,1607,3142
中原４丁目,1922,2015,2117,4132
小計,6976,7055,7495,14550
北野１丁目,650,703,741,1444
北野２丁目,935,1032,1016,2048
北野３丁目,909,1049,1002,2051
北野４丁目,987,963,966,1929
小計,3481,3747,3725,7472
新川１丁目,1039,1080,1088,2168
新川２丁目,702,749,775,1524
新川３丁目,1026,1053,1030,2083
新川４丁目,1626,1612,1751,3363
新川５丁目,1359,1231,1361,2592
新川６丁目,2591,2340,2142,4482
小計,8343,8065,8147,16212
上連雀１丁目,1820,1596,1530,3126
上連雀２丁目,1368,1138,1211,2349
上連雀３丁目,901,781,776,1557
上連雀４丁目,1669,1597,1566,3163
上連雀５丁目,1466,1374,1379,2753
上連雀６丁目,1492,1430,1576,3006
上連雀７丁目,1411,1428,1509,2937
上連雀８丁目,1577,1683,1846,3529
上連雀９丁目,1491,1580,1594,3174
小計,13195,12607,12987,25594
井口１丁目,1772,1940,1896,3836
井口２丁目,1095,1238,1325,2563
井口３丁目,985,1001,1115,2116
井口４丁目,1414,1511,1500,3011
井口５丁目,480,468,508,976
小計,5746,6158,6344,12502
深大寺１丁目,790,840,829,1669
深大寺２丁目,2069,2199,1945,4144
深大寺３丁目,1095,1128,1009,2137
小計,3954,4167,3783,7950
野崎１丁目,566,517,585,1102
野崎２丁目,1205,1257,1235,2492
野崎３丁目,981,1119,1096,2215
野崎４丁目,324,389,287,676
小計,3076,3282,3203,6485
大沢１丁目,1330,1480,1417,2897
大沢２丁目,936,994,972,1966
大沢３丁目,1027,877,979,1856
大沢４丁目,1328,1405,1486,2891
大沢５丁目,871,1043,1047,2090
大沢６丁目,758,775,780,1555
小計,6250,6574,6681,13255
合計,93009,91331,95051,186382
平成29年９月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1589,1468,1537,3005
下連雀２丁目,1817,1728,1762,3490
下連雀３丁目,5988,4617,5273,9890
下連雀４丁目,3363,2984,3229,6213
下連雀５丁目,1833,1786,2237,4023
下連雀６丁目,2086,2008,2138,4146
下連雀７丁目,2291,2280,2578,4858
下連雀８丁目,1552,1750,1909,3659
下連雀９丁目,1991,2397,2548,4945
小計,22510,21018,23211,44229
牟礼１丁目,1077,1004,1049,2053
牟礼２丁目,1979,1817,1984,3801
牟礼３丁目,1054,1142,1022,2164
牟礼４丁目,1526,1637,1696,3333
牟礼５丁目,1355,1304,1354,2658
牟礼６丁目,2867,3218,3308,6526
牟礼７丁目,884,960,917,1877
小計,10742,11082,11330,22412
井の頭１丁目,2575,2184,2389,4573
井の頭２丁目,2102,1611,1858,3469
井の頭３丁目,1271,1102,1254,2356
井の頭４丁目,1113,1055,1046,2101
井の頭５丁目,1694,1667,1633,3300
小計,8755,7619,8180,15799
中原１丁目,2130,2017,2215,4232
中原２丁目,1454,1498,1554,3052
中原３丁目,1468,1529,1598,3127
中原４丁目,1922,2019,2120,4139
小計,6974,7063,7487,14550
北野１丁目,649,701,741,1442
北野２丁目,924,1017,1008,2025
北野３丁目,911,1053,1007,2060
北野４丁目,992,965,966,1931
小計,3476,3736,3722,7458
新川１丁目,1036,1083,1089,2172
新川２丁目,699,747,768,1515
新川３丁目,1026,1051,1029,2080
新川４丁目,1614,1606,1737,3343
新川５丁目,1359,1232,1361,2593
新川６丁目,2531,2306,2114,4420
小計,8265,8025,8098,16123
上連雀１丁目,1827,1605,1534,3139
上連雀２丁目,1364,1136,1210,2346
上連雀３丁目,904,779,780,1559
上連雀４丁目,1669,1598,1565,3163
上連雀５丁目,1465,1372,1372,2744
上連雀６丁目,1486,1423,1569,2992
上連雀７丁目,1405,1420,1505,2925
上連雀８丁目,1573,1683,1843,3526
上連雀９丁目,1490,1575,1597,3172
小計,13183,12591,12975,25566
井口１丁目,1769,1940,1900,3840
井口２丁目,1095,1241,1325,2566
井口３丁目,983,1005,1113,2118
井口４丁目,1414,1515,1497,3012
井口５丁目,472,465,504,969
小計,5733,6166,6339,12505
深大寺１丁目,791,842,832,1674
深大寺２丁目,2071,2201,1945,4146
深大寺３丁目,1098,1130,1009,2139
小計,3960,4173,3786,7959
野崎１丁目,560,514,580,1094
野崎２丁目,1204,1256,1228,2484
野崎３丁目,986,1122,1095,2217
野崎４丁目,324,388,289,677
小計,3074,3280,3192,6472
大沢１丁目,1330,1482,1415,2897
大沢２丁目,937,998,973,1971
大沢３丁目,1018,869,976,1845
大沢４丁目,1329,1410,1486,2896
大沢５丁目,874,1044,1049,2093
大沢６丁目,756,777,777,1554
小計,6244,6580,6676,13256
合計,92916,91333,94996,186329
平成29年８月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1592,1478,1529,3007
下連雀２丁目,1823,1735,1775,3510
下連雀３丁目,5988,4611,5257,9868
下連雀４丁目,3360,2975,3230,6205
下連雀５丁目,1828,1781,2228,4009
下連雀６丁目,2074,2002,2129,4131
下連雀７丁目,2293,2286,2582,4868
下連雀８丁目,1547,1747,1900,3647
下連雀９丁目,1996,2400,2556,4956
小計,22501,21015,23186,44201
牟礼１丁目,1082,1008,1056,2064
牟礼２丁目,1982,1818,1989,3807
牟礼３丁目,1051,1137,1006,2143
牟礼４丁目,1535,1639,1700,3339
牟礼５丁目,1360,1305,1362,2667
牟礼６丁目,2873,3217,3313,6530
牟礼７丁目,883,956,912,1868
小計,10766,11080,11338,22418
井の頭１丁目,2568,2167,2391,4558
井の頭２丁目,2104,1604,1849,3453
井の頭３丁目,1260,1097,1243,2340
井の頭４丁目,1111,1053,1045,2098
井の頭５丁目,1708,1669,1641,3310
小計,8751,7590,8169,15759
中原１丁目,2144,2028,2221,4249
中原２丁目,1444,1489,1544,3033
中原３丁目,1469,1531,1603,3134
中原４丁目,1922,2019,2123,4142
小計,6979,7067,7491,14558
北野１丁目,650,698,740,1438
北野２丁目,915,1005,997,2002
北野３丁目,911,1059,1009,2068
北野４丁目,997,971,970,1941
小計,3473,3733,3716,7449
新川１丁目,1037,1082,1086,2168
新川２丁目,694,738,766,1504
新川３丁目,1026,1057,1027,2084
新川４丁目,1625,1615,1749,3364
新川５丁目,1361,1234,1363,2597
新川６丁目,2581,2345,2135,4480
小計,8324,8071,8126,16197
上連雀１丁目,1813,1593,1526,3119
上連雀２丁目,1367,1137,1213,2350
上連雀３丁目,898,776,781,1557
上連雀４丁目,1671,1606,1567,3173
上連雀５丁目,1463,1367,1363,2730
上連雀６丁目,1487,1427,1575,3002
上連雀７丁目,1404,1418,1507,2925
上連雀８丁目,1578,1689,1846,3535
上連雀９丁目,1489,1574,1599,3173
小計,13170,12587,12977,25564
井口１丁目,1767,1929,1900,3829
井口２丁目,1101,1248,1334,2582
井口３丁目,988,1007,1118,2125
井口４丁目,1416,1510,1494,3004
井口５丁目,473,465,507,972
小計,5745,6159,6353,12512
深大寺１丁目,787,837,833,1670
深大寺２丁目,2068,2199,1944,4143
深大寺３丁目,1096,1126,1009,2135
小計,3951,4162,3786,7948
野崎１丁目,559,517,574,1091
野崎２丁目,1195,1248,1216,2464
野崎３丁目,982,1118,1088,2206
野崎４丁目,323,384,285,669
小計,3059,3267,3163,6430
大沢１丁目,1322,1473,1418,2891
大沢２丁目,939,997,978,1975
大沢３丁目,893,820,899,1719
大沢４丁目,1328,1410,1486,2896
大沢５丁目,866,1034,1038,2072
大沢６丁目,751,771,771,1542
小計,6099,6505,6590,13095
合計,92818,91236,94895,186131
平成29年７月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1587,1478,1520,2998
下連雀２丁目,1818,1738,1764,3502
下連雀３丁目,5997,4605,5272,9877
下連雀４丁目,3357,2978,3220,6198
下連雀５丁目,1815,1771,2210,3981
下連雀６丁目,2070,1997,2127,4124
下連雀７丁目,2297,2289,2585,4874
下連雀８丁目,1544,1732,1895,3627
下連雀９丁目,1996,2396,2565,4961
小計,22481,20984,23158,44142
牟礼１丁目,1086,1005,1055,2060
牟礼２丁目,1977,1819,1988,3807
牟礼３丁目,1047,1130,1003,2133
牟礼４丁目,1543,1641,1714,3355
牟礼５丁目,1382,1318,1386,2704
牟礼６丁目,2870,3216,3304,6520
牟礼７丁目,891,958,915,1873
小計,10796,11087,11365,22452
井の頭１丁目,2562,2162,2395,4557
井の頭２丁目,2116,1607,1856,3463
井の頭３丁目,1266,1105,1245,2350
井の頭４丁目,1104,1048,1038,2086
井の頭５丁目,1714,1667,1648,3315
小計,8762,7589,8182,15771
中原１丁目,2148,2040,2228,4268
中原２丁目,1437,1483,1541,3024
中原３丁目,1462,1528,1594,3122
中原４丁目,1919,2021,2123,4144
小計,6966,7072,7486,14558
北野１丁目,647,701,736,1437
北野２丁目,911,999,999,1998
北野３丁目,912,1056,1010,2066
北野４丁目,991,972,966,1938
小計,3461,3728,3711,7439
新川１丁目,1039,1084,1092,2176
新川２丁目,694,742,770,1512
新川３丁目,1033,1061,1033,2094
新川４丁目,1625,1606,1745,3351
新川５丁目,1365,1235,1367,2602
新川６丁目,2592,2348,2139,4487
小計,8348,8076,8146,16222
上連雀１丁目,1824,1599,1527,3126
上連雀２丁目,1357,1132,1209,2341
上連雀３丁目,900,778,784,1562
上連雀４丁目,1673,1617,1564,3181
上連雀５丁目,1458,1367,1360,2727
上連雀６丁目,1488,1426,1577,3003
上連雀７丁目,1414,1425,1517,2942
上連雀８丁目,1572,1685,1843,3528
上連雀９丁目,1492,1581,1602,3183
小計,13178,12610,12983,25593
井口１丁目,1765,1930,1897,3827
井口２丁目,1092,1234,1318,2552
井口３丁目,992,1011,1122,2133
井口４丁目,1422,1506,1498,3004
井口５丁目,473,464,506,970
小計,5744,6145,6341,12486
深大寺１丁目,789,836,832,1668
深大寺２丁目,2064,2197,1937,4134
深大寺３丁目,1099,1126,1006,2132
小計,3952,4159,3775,7934
野崎１丁目,557,517,575,1092
野崎２丁目,1198,1255,1220,2475
野崎３丁目,987,1124,1089,2213
野崎４丁目,324,382,281,663
小計,3066,3278,3165,6443
大沢１丁目,1321,1468,1418,2886
大沢２丁目,942,1003,979,1982
大沢３丁目,909,823,913,1736
大沢４丁目,1330,1410,1488,2898
大沢５丁目,863,1026,1036,2062
大沢６丁目,748,767,773,1540
小計,6113,6497,6607,13104
合計,92867,91225,94919,186144
平成29年６月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1578,1468,1515,2983
下連雀２丁目,1813,1736,1759,3495
下連雀３丁目,5989,4584,5262,9846
下連雀４丁目,3361,2978,3224,6202
下連雀５丁目,1808,1771,2208,3979
下連雀６丁目,2077,2002,2124,4126
下連雀７丁目,2296,2291,2585,4876
下連雀８丁目,1543,1734,1891,3625
下連雀９丁目,1997,2401,2570,4971
小計,22462,20965,23138,44103
牟礼１丁目,1088,1002,1056,2058
牟礼２丁目,1985,1821,1986,3807
牟礼３丁目,1048,1128,999,2127
牟礼４丁目,1543,1639,1711,3350
牟礼５丁目,1386,1318,1393,2711
牟礼６丁目,2865,3206,3294,6500
牟礼７丁目,885,957,913,1870
小計,10800,11071,11352,22423
井の頭１丁目,2565,2164,2398,4562
井の頭２丁目,2122,1609,1858,3467
井の頭３丁目,1264,1107,1243,2350
井の頭４丁目,1111,1050,1045,2095
井の頭５丁目,1715,1669,1650,3319
小計,8777,7599,8194,15793
中原１丁目,2149,2045,2224,4269
中原２丁目,1436,1479,1539,3018
中原３丁目,1467,1534,1600,3134
中原４丁目,1921,2019,2126,4145
小計,6973,7077,7489,14566
北野１丁目,646,704,738,1442
北野２丁目,914,999,1007,2006
北野３丁目,915,1062,1010,2072
北野４丁目,987,966,966,1932
小計,3462,3731,3721,7452
新川１丁目,1039,1084,1089,2173
新川２丁目,696,744,775,1519
新川３丁目,1032,1060,1025,2085
新川４丁目,1632,1605,1746,3351
新川５丁目,1375,1239,1376,2615
新川６丁目,2591,2345,2145,4490
小計,8365,8077,8156,16233
上連雀１丁目,1815,1593,1522,3115
上連雀２丁目,1359,1136,1211,2347
上連雀３丁目,903,783,792,1575
上連雀４丁目,1679,1623,1567,3190
上連雀５丁目,1454,1367,1352,2719
上連雀６丁目,1484,1418,1575,2993
上連雀７丁目,1416,1422,1524,2946
上連雀８丁目,1566,1684,1845,3529
上連雀９丁目,1493,1586,1603,3189
小計,13169,12612,12991,25603
井口１丁目,1763,1933,1894,3827
井口２丁目,1086,1227,1313,2540
井口３丁目,992,1012,1122,2134
井口４丁目,1413,1497,1492,2989
井口５丁目,472,465,506,971
小計,5726,6134,6327,12461
深大寺１丁目,795,841,836,1677
深大寺２丁目,2073,2202,1939,4141
深大寺３丁目,1104,1129,1008,2137
小計,3972,4172,3783,7955
野崎１丁目,561,522,579,1101
野崎２丁目,1198,1255,1226,2481
野崎３丁目,986,1117,1087,2204
野崎４丁目,318,370,275,645
小計,3063,3264,3167,6431
大沢１丁目,1315,1465,1414,2879
大沢２丁目,937,1000,976,1976
大沢３丁目,966,840,952,1792
大沢４丁目,1333,1412,1489,2901
大沢５丁目,861,1023,1031,2054
大沢６丁目,751,769,775,1544
小計,6163,6509,6637,13146
合計,92932,91211,94955,186166
平成29年５月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1582,1472,1514,2986
下連雀２丁目,1808,1735,1761,3496
下連雀３丁目,5952,4567,5233,9800
下連雀４丁目,3361,2970,3219,6189
下連雀５丁目,1804,1771,2204,3975
下連雀６丁目,2079,2008,2120,4128
下連雀７丁目,2287,2280,2570,4850
下連雀８丁目,1557,1755,1902,3657
下連雀９丁目,1998,2407,2571,4978
小計,22428,20965,23094,44059
牟礼１丁目,1089,1004,1052,2056
牟礼２丁目,1986,1822,1987,3809
牟礼３丁目,1028,1107,984,2091
牟礼４丁目,1545,1634,1713,3347
牟礼５丁目,1389,1314,1392,2706
牟礼６丁目,2867,3203,3298,6501
牟礼７丁目,876,951,905,1856
小計,10780,11035,11331,22366
井の頭１丁目,2554,2151,2398,4549
井の頭２丁目,2116,1607,1855,3462
井の頭３丁目,1255,1105,1233,2338
井の頭４丁目,1110,1050,1036,2086
井の頭５丁目,1709,1664,1648,3312
小計,8744,7577,8170,15747
中原１丁目,2157,2048,2219,4267
中原２丁目,1440,1484,1543,3027
中原３丁目,1471,1534,1599,3133
中原４丁目,1923,2024,2130,4154
小計,6991,7090,7491,14581
北野１丁目,648,705,735,1440
北野２丁目,916,1005,1009,2014
北野３丁目,916,1065,1010,2075
北野４丁目,989,962,968,1930
小計,3469,3737,3722,7459
新川１丁目,1034,1075,1088,2163
新川２丁目,697,747,775,1522
新川３丁目,1030,1053,1027,2080
新川４丁目,1631,1603,1746,3349
新川５丁目,1380,1235,1378,2613
新川６丁目,2590,2348,2140,4488
小計,8362,8061,8154,16215
上連雀１丁目,1810,1592,1522,3114
上連雀２丁目,1368,1141,1218,2359
上連雀３丁目,904,780,793,1573
上連雀４丁目,1688,1627,1574,3201
上連雀５丁目,1462,1375,1359,2734
上連雀６丁目,1484,1422,1578,3000
上連雀７丁目,1418,1424,1519,2943
上連雀８丁目,1568,1683,1843,3526
上連雀９丁目,1495,1588,1614,3202
小計,13197,12632,13020,25652
井口１丁目,1762,1934,1892,3826
井口２丁目,1082,1217,1305,2522
井口３丁目,988,1009,1118,2127
井口４丁目,1417,1499,1501,3000
井口５丁目,472,466,506,972
小計,5721,6125,6322,12447
深大寺１丁目,803,846,839,1685
深大寺２丁目,2068,2199,1942,4141
深大寺３丁目,1105,1128,1013,2141
小計,3976,4173,3794,7967
野崎１丁目,560,521,574,1095
野崎２丁目,1197,1256,1233,2489
野崎３丁目,982,1116,1085,2201
野崎４丁目,312,363,270,633
小計,3051,3256,3162,6418
大沢１丁目,1312,1466,1408,2874
大沢２丁目,944,1003,985,1988
大沢３丁目,955,836,937,1773
大沢４丁目,1332,1413,1494,2907
大沢５丁目,859,1021,1026,2047
大沢６丁目,748,767,774,1541
小計,6150,6506,6624,13130
合計,92869,91157,94884,186041
平成29年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1574,1467,1507,2974
下連雀２丁目,1791,1723,1752,3475
下連雀３丁目,5931,4551,5231,9782
下連雀４丁目,3329,2955,3194,6149
下連雀５丁目,1804,1787,2208,3995
下連雀６丁目,2070,2002,2115,4117
下連雀７丁目,2287,2286,2570,4856
下連雀８丁目,1557,1762,1908,3670
下連雀９丁目,1993,2411,2569,4980
小計,22336,20944,23054,43998
牟礼１丁目,1083,997,1050,2047
牟礼２丁目,1982,1822,1978,3800
牟礼３丁目,1021,1098,975,2073
牟礼４丁目,1543,1638,1719,3357
牟礼５丁目,1375,1318,1388,2706
牟礼６丁目,2861,3199,3293,6492
牟礼７丁目,883,959,907,1866
小計,10748,11031,11310,22341
井の頭１丁目,2557,2155,2390,4545
井の頭２丁目,2110,1603,1855,3458
井の頭３丁目,1244,1100,1228,2328
井の頭４丁目,1104,1043,1031,2074
井の頭５丁目,1712,1674,1649,3323
小計,8727,7575,8153,15728
中原１丁目,2135,2027,2205,4232
中原２丁目,1440,1490,1534,3024
中原３丁目,1468,1530,1604,3134
中原４丁目,1921,2027,2127,4154
小計,6964,7074,7470,14544
北野１丁目,650,711,738,1449
北野２丁目,911,994,1000,1994
北野３丁目,918,1068,1010,2078
北野４丁目,991,968,970,1938
小計,3470,3741,3718,7459
新川１丁目,1034,1076,1089,2165
新川２丁目,691,743,771,1514
新川３丁目,1029,1052,1020,2072
新川４丁目,1628,1608,1756,3364
新川５丁目,1360,1232,1361,2593
新川６丁目,2526,2298,2114,4412
小計,8268,8009,8111,16120
上連雀１丁目,1794,1589,1508,3097
上連雀２丁目,1372,1146,1220,2366
上連雀３丁目,921,792,803,1595
上連雀４丁目,1684,1629,1569,3198
上連雀５丁目,1461,1374,1365,2739
上連雀６丁目,1480,1422,1575,2997
上連雀７丁目,1414,1427,1516,2943
上連雀８丁目,1568,1690,1839,3529
上連雀９丁目,1496,1585,1613,3198
小計,13190,12654,13008,25662
井口１丁目,1753,1926,1876,3802
井口２丁目,1078,1212,1296,2508
井口３丁目,980,999,1115,2114
井口４丁目,1416,1506,1501,3007
井口５丁目,470,465,506,971
小計,5697,6108,6294,12402
深大寺１丁目,802,845,838,1683
深大寺２丁目,2078,2216,1946,4162
深大寺３丁目,1091,1117,1002,2119
小計,3971,4178,3786,7964
野崎１丁目,559,517,574,1091
野崎２丁目,1182,1247,1224,2471
野崎３丁目,989,1120,1082,2202
野崎４丁目,312,362,273,635
小計,3042,3246,3153,6399
大沢１丁目,1315,1469,1409,2878
大沢２丁目,935,995,974,1969
大沢３丁目,939,827,929,1756
大沢４丁目,1332,1415,1498,2913
大沢５丁目,862,1022,1031,2053
大沢６丁目,743,765,774,1539
小計,6126,6493,6615,13108
合計,92539,91053,94672,185725
平成29年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1555,1455,1495,2950
下連雀２丁目,1764,1709,1745,3454
下連雀３丁目,5879,4533,5218,9751
下連雀４丁目,3265,2905,3146,6051
下連雀５丁目,1802,1782,2198,3980
下連雀６丁目,2074,2013,2109,4122
下連雀７丁目,2281,2281,2563,4844
下連雀８丁目,1556,1769,1918,3687
下連雀９丁目,1991,2410,2562,4972
小計,22167,20857,22954,43811
牟礼１丁目,1071,992,1044,2036
牟礼２丁目,1972,1825,1994,3819
牟礼３丁目,983,1056,966,2022
牟礼４丁目,1534,1628,1717,3345
牟礼５丁目,1349,1310,1373,2683
牟礼６丁目,2827,3174,3282,6456
牟礼７丁目,878,958,907,1865
小計,10614,10943,11283,22226
井の頭１丁目,2508,2135,2361,4496
井の頭２丁目,2093,1589,1830,3419
井の頭３丁目,1240,1096,1225,2321
井の頭４丁目,1106,1043,1027,2070
井の頭５丁目,1694,1669,1641,3310
小計,8641,7532,8084,15616
中原１丁目,2111,2018,2187,4205
中原２丁目,1433,1486,1531,3017
中原３丁目,1460,1528,1603,3131
中原４丁目,1922,2031,2128,4159
小計,6926,7063,7449,14512
北野１丁目,633,708,733,1441
北野２丁目,908,1000,1001,2001
北野３丁目,910,1063,1009,2072
北野４丁目,991,972,976,1948
小計,3442,3743,3719,7462
新川１丁目,1024,1074,1084,2158
新川２丁目,685,743,768,1511
新川３丁目,1024,1053,1025,2078
新川４丁目,1630,1607,1763,3370
新川５丁目,1357,1229,1349,2578
新川６丁目,2482,2293,2094,4387
小計,8202,7999,8083,16082
上連雀１丁目,1773,1582,1503,3085
上連雀２丁目,1352,1132,1210,2342
上連雀３丁目,905,790,793,1583
上連雀４丁目,1671,1631,1548,3179
上連雀５丁目,1453,1367,1357,2724
上連雀６丁目,1492,1440,1594,3034
上連雀７丁目,1398,1412,1515,2927
上連雀８丁目,1562,1686,1835,3521
上連雀９丁目,1502,1595,1627,3222
小計,13108,12635,12982,25617
