平成30年12月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
北野４丁目,1013,990,976,1966
小計,3514,3763,3753,7516
新川１丁目,1034,1074,1074,2148
新川２丁目,708,738,776,1514
新川３丁目,1016,1030,1035,2065
新川４丁目,1672,1629,1775,3404
新川５丁目,1372,1260,1358,2618
新川６丁目,2575,2285,2143,4428
小計,8377,8016,8161,16177
上連雀１丁目,1818,1607,1550,3157
上連雀２丁目,1342,1140,1180,2320
上連雀３丁目,924,786,801,1587
上連雀４丁目,1737,1638,1628,3266
上連雀５丁目,1468,1375,1376,2751
上連雀６丁目,1573,1471,1624,3095
上連雀７丁目,1389,1399,1500,2899
上連雀８丁目,1580,1685,1842,3527
上連雀９丁目,1477,1547,1597,3144
小計,13308,12648,13098,25746
井口１丁目,1765,1940,1904,3844
井口２丁目,1120,1255,1344,2599
井口３丁目,1009,1027,1126,2153
井口４丁目,1455,1521,1525,3046
井口５丁目,474,460,507,967
小計,5823,6203,6406,12609
深大寺１丁目,803,845,849,1694
深大寺２丁目,2085,2212,1926,4138
深大寺３丁目,1117,1127,1013,2140
小計,4005,4184,3788,7972
野崎１丁目,587,544,613,1157
野崎２丁目,1211,1254,1222,2476
野崎３丁目,1019,1182,1157,2339
野崎４丁目,320,387,288,675
小計,3137,3367,3280,6647
大沢１丁目,1347,1486,1414,2900
大沢２丁目,953,1015,986,2001
大沢３丁目,1099,920,1016,1936
大沢４丁目,1373,1449,1537,2986
大沢５丁目,855,1017,1038,2055
大沢６丁目,768,773,760,1533
小計,6395,6660,6751,13411
合計,93846,91737,95691,187428
平成30年10月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1589,1467,1552,3019
下連雀２丁目,1824,1678,1769,3447
下連雀３丁目,6019,4621,5302,9923
下連雀４丁目,3365,2990,3232,6222
下連雀５丁目,1811,1755,2189,3944
下連雀６丁目,2063,2011,2100,4111
下連雀７丁目,2280,2284,2560,4844
下連雀８丁目,1546,1745,1902,3647
下連雀９丁目,1990,2410,2540,4950
小計,22487,20961,23146,44107
牟礼１丁目,1116,1027,1081,2108
牟礼２丁目,2002,1834,2019,3853
牟礼３丁目,1074,1185,1064,2249
牟礼４丁目,1560,1646,1731,3377
牟礼５丁目,1343,1306,1343,2649
牟礼６丁目,2834,3182,3300,6482
牟礼７丁目,881,950,910,1860
小計,10810,11130,11448,22578
井の頭１丁目,2657,2262,2475,4737
井の頭２丁目,2111,1602,1866,3468
井の頭３丁目,1310,1124,1274,2398
井の頭４丁目,1125,1049,1063,2112
井の頭５丁目,1708,1656,1665,3321
小計,8911,7693,8343,16036
中原１丁目,2148,2019,2218,4237
中原２丁目,1459,1499,1539,3038
中原３丁目,1481,1519,1609,3128
中原４丁目,1935,2018,2134,4152
小計,7023,7055,7500,14555
北野１丁目,663,711,757,1468
北野２丁目,947,1028,1052,2080
北野３丁目,895,1035,975,2010
北野４丁目,1011,990,979,1969
小計,3516,3764,3763,7527
新川１丁目,1037,1074,1079,2153
新川２丁目,705,736,773,1509
新川３丁目,1021,1038,1035,2073
新川４丁目,1672,1634,1780,3414
新川５丁目,1352,1243,1341,2584
新川６丁目,2573,2288,2141,4429
小計,8360,8013,8149,16162
上連雀１丁目,1822,1603,1554,3157
上連雀２丁目,1340,1135,1179,2314
上連雀３丁目,923,783,802,1585
上連雀４丁目,1741,1640,1629,3269
上連雀５丁目,1473,1378,1378,2756
上連雀６丁目,1572,1472,1622,3094
上連雀７丁目,1388,1402,1496,2898
上連雀８丁目,1579,1682,1844,3526
上連雀９丁目,1486,1553,1608,3161
小計,13324,12648,13112,25760
井口１丁目,1765,1937,1905,3842
井口２丁目,1117,1258,1339,2597
井口３丁目,1015,1021,1133,2154
井口４丁目,1459,1527,1529,3056
井口５丁目,477,460,507,967
小計,5833,6203,6413,12616
深大寺１丁目,806,851,848,1699
深大寺２丁目,2084,2211,1922,4133
深大寺３丁目,1113,1129,1013,2142
小計,4003,4191,3783,7974
野崎１丁目,586,542,611,1153
野崎２丁目,1212,1256,1221,2477
野崎３丁目,1011,1173,1149,2322
野崎４丁目,319,388,288,676
小計,3128,3359,3269,6628
大沢１丁目,1347,1486,1413,2899
大沢２丁目,955,1016,989,2005
大沢３丁目,1094,917,1010,1927
大沢４丁目,1372,1447,1535,2982
大沢５丁目,859,1024,1039,2063
大沢６丁目,767,772,760,1532
小計,6394,6662,6746,13408
合計,93789,91679,95672,187351
平成30年９月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1593,1473,1554,3027
下連雀２丁目,1828,1681,1771,3452
下連雀３丁目,6028,4631,5307,9938
下連雀４丁目,3380,3003,3242,6245
下連雀５丁目,1808,1750,2184,3934
下連雀６丁目,2063,2014,2097,4111
下連雀７丁目,2276,2277,2561,4838
下連雀８丁目,1549,1751,1909,3660
下連雀９丁目,1987,2408,2527,4935
小計,22512,20988,23152,44140
牟礼１丁目,1110,1021,1080,2101
牟礼２丁目,2007,1838,2020,3858
牟礼３丁目,1083,1190,1064,2254
牟礼４丁目,1559,1649,1726,3375
牟礼５丁目,1353,1321,1347,2668
牟礼６丁目,2845,3186,3303,6489
牟礼７丁目,883,953,914,1867
小計,10840,11158,11454,22612
井の頭１丁目,2654,2260,2474,4734
井の頭２丁目,2100,1601,1860,3461
井の頭３丁目,1295,1108,1266,2374
井の頭４丁目,1131,1052,1069,2121
井の頭５丁目,1699,1656,1664,3320
小計,8879,7677,8333,16010
中原１丁目,2143,2017,2217,4234
中原２丁目,1457,1497,1540,3037
中原３丁目,1485,1526,1609,3135
中原４丁目,1938,2014,2133,4147
小計,7023,7054,7499,14553
北野１丁目,657,707,749,1456
北野２丁目,945,1028,1047,2075
北野３丁目,891,1033,973,2006
北野４丁目,1013,995,982,1977
小計,3506,3763,3751,7514
新川１丁目,1041,1076,1083,2159
新川２丁目,707,734,774,1508
新川３丁目,1022,1039,1036,2075
新川４丁目,1645,1633,1761,3394
新川５丁目,1352,1251,1338,2589
新川６丁目,2519,2265,2109,4374
小計,8286,7998,8101,16099
上連雀１丁目,1833,1611,1557,3168
上連雀２丁目,1342,1133,1179,2312
上連雀３丁目,923,782,804,1586
上連雀４丁目,1753,1648,1636,3284
上連雀５丁目,1465,1374,1378,2752
上連雀６丁目,1576,1477,1622,3099
上連雀７丁目,1389,1401,1492,2893
上連雀８丁目,1582,1689,1850,3539
上連雀９丁目,1492,1551,1619,3170
小計,13355,12666,13137,25803
井口１丁目,1769,1936,1911,3847
井口２丁目,1127,1266,1346,2612
井口３丁目,1013,1018,1134,2152
井口４丁目,1454,1521,1525,3046
井口５丁目,477,465,511,976
小計,5840,6206,6427,12633
深大寺１丁目,809,854,850,1704
深大寺２丁目,2091,2217,1925,4142
深大寺３丁目,1118,1134,1018,2152
小計,4018,4205,3793,7998
野崎１丁目,585,536,603,1139
野崎２丁目,1219,1262,1231,2493
野崎３丁目,1005,1170,1143,2313
野崎４丁目,321,389,288,677
小計,3130,3357,3265,6622
大沢１丁目,1344,1480,1414,2894
大沢２丁目,949,1009,984,1993
大沢３丁目,1062,903,991,1894
大沢４丁目,1370,1446,1533,2979
大沢５丁目,859,1025,1042,2067
大沢６丁目,768,775,760,1535
小計,6352,6638,6724,13362
合計,93741,91710,95636,187346
平成30年８月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1592,1471,1550,3021
下連雀２丁目,1837,1684,1775,3459
下連雀３丁目,6004,4616,5297,9913
下連雀４丁目,3383,3003,3246,6249
下連雀５丁目,1806,1748,2194,3942
下連雀６丁目,2070,2019,2105,4124
下連雀７丁目,2278,2276,2567,4843
下連雀８丁目,1553,1750,1915,3665
下連雀９丁目,1981,2403,2518,4921
小計,22504,20970,23167,44137
牟礼１丁目,1113,1022,1086,2108
牟礼２丁目,2007,1832,2021,3853
牟礼３丁目,1088,1193,1067,2260
牟礼４丁目,1543,1637,1715,3352
牟礼５丁目,1353,1319,1350,2669
牟礼６丁目,2852,3190,3297,6487
牟礼７丁目,881,949,905,1854
小計,10837,11142,11441,22583
井の頭１丁目,2650,2255,2482,4737
井の頭２丁目,2112,1607,1865,3472
井の頭３丁目,1313,1115,1284,2399
井の頭４丁目,1130,1051,1073,2124
井の頭５丁目,1700,1657,1657,3314
小計,8905,7685,8361,16046
中原１丁目,2146,2017,2221,4238
中原２丁目,1460,1499,1547,3046
中原３丁目,1490,1527,1618,3145
中原４丁目,1941,2019,2132,4151
小計,7037,7062,7518,14580
北野１丁目,655,708,748,1456
北野２丁目,941,1025,1037,2062
北野３丁目,898,1041,981,2022
北野４丁目,1012,991,987,1978
小計,3506,3765,3753,7518
新川１丁目,1038,1071,1085,2156
新川２丁目,705,733,770,1503
新川３丁目,1028,1048,1037,2085
新川４丁目,1652,1627,1763,3390
新川５丁目,1353,1251,1341,2592
新川６丁目,2565,2294,2126,4420
小計,8341,8024,8122,16146
上連雀１丁目,1840,1614,1562,3176
上連雀２丁目,1350,1138,1180,2318
上連雀３丁目,921,779,798,1577
上連雀４丁目,1753,1648,1629,3277
上連雀５丁目,1462,1372,1373,2745
上連雀６丁目,1565,1469,1616,3085
上連雀７丁目,1389,1395,1494,2889
上連雀８丁目,1592,1698,1859,3557
上連雀９丁目,1492,1558,1617,3175
小計,13364,12671,13128,25799
井口１丁目,1766,1937,1907,3844
井口２丁目,1130,1269,1353,2622
井口３丁目,1014,1014,1137,2151
井口４丁目,1449,1521,1520,3041
井口５丁目,477,465,510,975
小計,5836,6206,6427,12633
深大寺１丁目,811,855,854,1709
深大寺２丁目,2094,2223,1925,4148
深大寺３丁目,1110,1126,1018,2144
小計,4015,4204,3797,8001
野崎１丁目,582,534,598,1132
野崎２丁目,1209,1256,1224,2480
野崎３丁目,1000,1162,1130,2292
野崎４丁目,317,384,285,669
小計,3108,3336,3237,6573
大沢１丁目,1334,1471,1414,2885
大沢２丁目,950,1005,984,1989
大沢３丁目,946,858,920,1778
大沢４丁目,1368,1443,1532,2975
大沢５丁目,859,1026,1044,2070
大沢６丁目,767,776,759,1535
小計,6224,6579,6653,13232
合計,93677,91644,95604,187248
平成30年７月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1601,1474,1554,3028
下連雀２丁目,1845,1693,1780,3473
下連雀３丁目,5996,4604,5287,9891
下連雀４丁目,3376,2997,3236,6233
下連雀５丁目,1809,1754,2198,3952
下連雀６丁目,2066,2010,2104,4114
下連雀７丁目,2280,2277,2570,4847
下連雀８丁目,1554,1756,1914,3670
下連雀９丁目,1984,2410,2526,4936
小計,22511,20975,23169,44144
牟礼１丁目,1118,1028,1088,2116
牟礼２丁目,2004,1835,2017,3852
牟礼３丁目,1092,1194,1064,2258
牟礼４丁目,1536,1630,1711,3341
牟礼５丁目,1350,1316,1346,2662
牟礼６丁目,2848,3189,3291,6480
牟礼７丁目,877,948,906,1854
小計,10825,11140,11423,22563
井の頭１丁目,2636,2244,2486,4730
井の頭２丁目,2124,1613,1872,3485
井の頭３丁目,1311,1114,1284,2398
井の頭４丁目,1135,1055,1074,2129
井の頭５丁目,1704,1659,1657,3316
小計,8910,7685,8373,16058
中原１丁目,2147,2017,2208,4225
中原２丁目,1468,1505,1550,3055
中原３丁目,1484,1517,1609,3126
中原４丁目,1935,2017,2126,4143
小計,7034,7056,7493,14549
北野１丁目,647,705,744,1449
北野２丁目,943,1027,1037,2064
北野３丁目,893,1041,984,2025
北野４丁目,1007,986,989,1975
小計,3490,3759,3754,7513
新川１丁目,1040,1074,1091,2165
新川２丁目,706,736,771,1507
新川３丁目,1024,1044,1034,2078
新川４丁目,1655,1630,1761,3391
新川５丁目,1356,1252,1345,2597
新川６丁目,2576,2306,2130,4436
小計,8357,8042,8132,16174
上連雀１丁目,1841,1609,1562,3171
上連雀２丁目,1354,1144,1183,2327
上連雀３丁目,920,783,795,1578
上連雀４丁目,1749,1643,1623,3266
上連雀５丁目,1460,1372,1373,2745
上連雀６丁目,1569,1472,1617,3089
上連雀７丁目,1395,1404,1500,2904
上連雀８丁目,1599,1700,1863,3563
上連雀９丁目,1490,1551,1612,3163
小計,13377,12678,13128,25806
井口１丁目,1771,1943,1914,3857
井口２丁目,1115,1256,1336,2592
井口３丁目,1015,1015,1136,2151
井口４丁目,1451,1518,1521,3039
井口５丁目,479,465,511,976
小計,5831,6197,6418,12615
深大寺１丁目,809,852,857,1709
深大寺２丁目,2098,2234,1927,4161
深大寺３丁目,1111,1130,1017,2147
小計,4018,4216,3801,8017
野崎１丁目,579,532,596,1128
野崎２丁目,1211,1257,1224,2481
野崎３丁目,995,1154,1121,2275
野崎４丁目,321,389,289,678
小計,3106,3332,3230,6562
大沢１丁目,1335,1471,1414,2885
大沢２丁目,949,1005,986,1991
大沢３丁目,963,856,935,1791
大沢４丁目,1366,1443,1526,2969
大沢５丁目,863,1030,1055,2085
大沢６丁目,768,777,765,1542
小計,6244,6582,6681,13263
合計,93703,91662,95602,187264
平成30年６月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1608,1476,1559,3035
下連雀２丁目,1842,1704,1778,3482
下連雀３丁目,6002,4613,5278,9891
下連雀４丁目,3375,2992,3231,6223
下連雀５丁目,1811,1754,2204,3958
下連雀６丁目,2067,2010,2102,4112
下連雀７丁目,2277,2273,2569,4842
下連雀８丁目,1548,1753,1902,3655
下連雀９丁目,1983,2406,2524,4930
小計,22513,20981,23147,44128
牟礼１丁目,1125,1031,1090,2121
牟礼２丁目,2007,1837,2014,3851
牟礼３丁目,1094,1194,1061,2255
牟礼４丁目,1540,1633,1716,3349
牟礼５丁目,1351,1310,1351,2661
牟礼６丁目,2843,3183,3281,6464
牟礼７丁目,881,954,908,1862
小計,10841,11142,11421,22563
井の頭１丁目,2648,2256,2479,4735
井の頭２丁目,2126,1616,1872,3488
井の頭３丁目,1305,1109,1281,2390
井の頭４丁目,1132,1055,1071,2126
井の頭５丁目,1704,1659,1654,3313
小計,8915,7695,8357,16052
中原１丁目,2146,2015,2206,4221
中原２丁目,1472,1511,1553,3064
中原３丁目,1487,1524,1612,3136
中原４丁目,1927,2011,2116,4127
小計,7032,7061,7487,14548
北野１丁目,649,703,747,1450
北野２丁目,939,1022,1032,2054
北野３丁目,898,1045,990,2035
北野４丁目,1011,989,988,1977
小計,3497,3759,3757,7516
新川１丁目,1043,1076,1093,2169
新川２丁目,717,746,776,1522
新川３丁目,1024,1041,1033,2074
新川４丁目,1653,1624,1766,3390
新川５丁目,1350,1246,1346,2592
新川６丁目,2577,2309,2130,4439
小計,8364,8042,8144,16186
上連雀１丁目,1844,1611,1556,3167
上連雀２丁目,1358,1143,1188,2331
上連雀３丁目,916,779,792,1571
上連雀４丁目,1745,1637,1617,3254
上連雀５丁目,1471,1383,1380,2763
上連雀６丁目,1563,1470,1610,3080
上連雀７丁目,1397,1403,1500,2903
上連雀８丁目,1603,1697,1868,3565
上連雀９丁目,1484,1556,1609,3165
小計,13381,12679,13120,25799
井口１丁目,1766,1933,1907,3840
井口２丁目,1115,1255,1339,2594
井口３丁目,1008,1009,1142,2151
井口４丁目,1450,1521,1519,3040
井口５丁目,481,469,512,981
小計,5820,6187,6419,12606
深大寺１丁目,804,850,848,1698
深大寺２丁目,2108,2241,1938,4179
深大寺３丁目,1110,1130,1019,2149
小計,4022,4221,3805,8026
野崎１丁目,578,527,593,1120
野崎２丁目,1212,1265,1231,2496
野崎３丁目,994,1148,1109,2257
野崎４丁目,326,392,289,681
小計,3110,3332,3222,6554
大沢１丁目,1336,1473,1412,2885
大沢２丁目,947,1003,989,1992
大沢３丁目,1014,869,972,1841
大沢４丁目,1361,1433,1518,2951
大沢５丁目,860,1024,1054,2078
大沢６丁目,770,778,767,1545
小計,6288,6580,6712,13292
合計,93783,91679,95591,187270
平成30年５月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1605,1465,1559,3024
下連雀２丁目,1839,1709,1781,3490
下連雀３丁目,6017,4636,5272,9908
下連雀４丁目,3378,2988,3232,6220
下連雀５丁目,1808,1753,2207,3960
下連雀６丁目,2077,2018,2107,4125
下連雀７丁目,2276,2270,2568,4838
下連雀８丁目,1549,1747,1904,3651
下連雀９丁目,1981,2400,2523,4923
小計,22530,20986,23153,44139
牟礼１丁目,1110,1026,1081,2107
牟礼２丁目,2005,1836,2010,3846
牟礼３丁目,1088,1191,1066,2257
牟礼４丁目,1532,1624,1710,3334
牟礼５丁目,1350,1307,1347,2654
牟礼６丁目,2846,3194,3283,6477
牟礼７丁目,884,961,913,1874
小計,10815,11139,11410,22549
井の頭１丁目,2634,2247,2464,4711
井の頭２丁目,2127,1622,1871,3493
井の頭３丁目,1309,1110,1283,2393
井の頭４丁目,1123,1060,1061,2121
井の頭５丁目,1697,1649,1648,3297
小計,8890,7688,8327,16015
中原１丁目,2151,2018,2209,4227
中原２丁目,1466,1512,1552,3064
中原３丁目,1479,1512,1604,3116
中原４丁目,1924,2010,2113,4123
小計,7020,7052,7478,14530
北野１丁目,644,702,739,1441
北野２丁目,936,1021,1022,2043
北野３丁目,898,1041,989,2030
北野４丁目,1001,982,977,1959
小計,3479,3746,3727,7473
新川１丁目,1044,1077,1095,2172
新川２丁目,715,747,774,1521
新川３丁目,1023,1042,1032,2074
新川４丁目,1649,1618,1765,3383
新川５丁目,1361,1254,1354,2608
新川６丁目,2577,2309,2130,4439
小計,8369,8047,8150,16197
上連雀１丁目,1851,1615,1560,3175
上連雀２丁目,1352,1140,1191,2331
上連雀３丁目,910,777,785,1562
上連雀４丁目,1741,1633,1616,3249
上連雀５丁目,1480,1387,1387,2774
上連雀６丁目,1564,1468,1610,3078
上連雀７丁目,1397,1406,1499,2905
上連雀８丁目,1601,1693,1865,3558
上連雀９丁目,1482,1553,1600,3153
小計,13378,12672,13113,25785
井口１丁目,1771,1938,1910,3848
井口２丁目,1111,1252,1337,2589
井口３丁目,1006,1008,1133,2141
井口４丁目,1451,1523,1525,3048
井口５丁目,479,467,513,980
小計,5818,6188,6418,12606
深大寺１丁目,803,849,850,1699
深大寺２丁目,2113,2251,1941,4192
深大寺３丁目,1111,1134,1015,2149
小計,4027,4234,3806,8040
野崎１丁目,573,522,592,1114
野崎２丁目,1214,1268,1228,2496
野崎３丁目,985,1137,1090,2227
野崎４丁目,325,390,287,677
小計,3097,3317,3197,6514
大沢１丁目,1333,1469,1413,2882
大沢２丁目,945,1003,990,1993
大沢３丁目,1014,872,970,1842
大沢４丁目,1352,1426,1503,2929
大沢５丁目,859,1023,1048,2071
大沢６丁目,766,777,765,1542
小計,6269,6570,6689,13259
合計,93692,91639,95468,187107
平成30年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1598,1463,1547,3010
下連雀２丁目,1839,1727,1778,3505
下連雀３丁目,6000,4636,5271,9907
下連雀４丁目,3358,2980,3215,6195
下連雀５丁目,1805,1759,2204,3963
下連雀６丁目,2077,2019,2103,4122
下連雀７丁目,2281,2270,2572,4842
下連雀８丁目,1544,1742,1900,3642
下連雀９丁目,1987,2403,2533,4936
小計,22489,20999,23123,44122
牟礼１丁目,1102,1021,1070,2091
牟礼２丁目,2004,1834,2009,3843
牟礼３丁目,1082,1183,1059,2242
牟礼４丁目,1530,1633,1701,3334
牟礼５丁目,1339,1299,1340,2639
牟礼６丁目,2860,3218,3293,6511
牟礼７丁目,886,967,920,1887
小計,10803,11155,11392,22547
井の頭１丁目,2611,2238,2423,4661
井の頭２丁目,2116,1615,1871,3486
井の頭３丁目,1299,1108,1281,2389
井の頭４丁目,1120,1059,1057,2116
井の頭５丁目,1682,1640,1633,3273
小計,8828,7660,8265,15925
中原１丁目,2141,2014,2203,4217
中原２丁目,1470,1509,1560,3069
中原３丁目,1466,1506,1593,3099
中原４丁目,1926,2014,2114,4128
小計,7003,7043,7470,14513
北野１丁目,643,713,736,1449
北野２丁目,932,1024,1021,2045
北野３丁目,891,1040,984,2024
北野４丁目,1002,980,974,1954
小計,3468,3757,3715,7472
新川１丁目,1034,1074,1091,2165
新川２丁目,720,752,781,1533
新川３丁目,1015,1037,1025,2062
新川４丁目,1631,1612,1754,3366
新川５丁目,1345,1240,1344,2584
新川６丁目,2525,2281,2113,4394
小計,8270,7996,8108,16104
上連雀１丁目,1852,1624,1547,3171
上連雀２丁目,1360,1144,1201,2345
上連雀３丁目,914,782,783,1565
上連雀４丁目,1699,1594,1584,3178
上連雀５丁目,1478,1384,1383,2767
上連雀６丁目,1558,1463,1609,3072
上連雀７丁目,1388,1406,1494,2900
上連雀８丁目,1598,1693,1860,3553
上連雀９丁目,1488,1561,1597,3158
小計,13335,12651,13058,25709
井口１丁目,1748,1916,1907,3823
井口２丁目,1109,1252,1341,2593
井口３丁目,997,1004,1125,2129
井口４丁目,1447,1519,1524,3043
井口５丁目,475,460,505,965
小計,5776,6151,6402,12553
深大寺１丁目,791,841,833,1674
深大寺２丁目,2098,2238,1939,4177
深大寺３丁目,1110,1130,1018,2148
小計,3999,4209,3790,7999
野崎１丁目,577,521,594,1115
野崎２丁目,1218,1269,1238,2507
野崎３丁目,984,1130,1086,2216
野崎４丁目,325,392,289,681
小計,3104,3312,3207,6519
大沢１丁目,1330,1473,1415,2888
大沢２丁目,941,998,987,1985
大沢３丁目,995,863,955,1818
大沢４丁目,1342,1412,1494,2906
大沢５丁目,860,1030,1050,2080
大沢６丁目,760,774,766,1540
小計,6228,6550,6667,13217
合計,93303,91483,95197,186680
平成30年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1585,1452,1541,2993
下連雀２丁目,1810,1714,1766,3480
下連雀３丁目,5985,4652,5261,9913
下連雀４丁目,3361,2990,3233,6223
下連雀５丁目,1803,1755,2205,3960
下連雀６丁目,2084,2026,2108,4134
下連雀７丁目,2277,2268,2563,4831
下連雀８丁目,1544,1743,1907,3650
下連雀９丁目,1987,2401,2537,4938
小計,22436,21001,23121,44122
牟礼１丁目,1086,1004,1045,2049
牟礼２丁目,1988,1820,2003,3823
牟礼３丁目,1048,1160,1048,2208
牟礼４丁目,1516,1621,1691,3312
牟礼５丁目,1338,1299,1342,2641
牟礼６丁目,2859,3230,3302,6532
牟礼７丁目,888,969,915,1884
小計,10723,11103,11346,22449
井の頭１丁目,2587,2218,2401,4619
井の頭２丁目,2105,1613,1874,3487
井の頭３丁目,1298,1102,1279,2381
井の頭４丁目,1120,1062,1053,2115
井の頭５丁目,1680,1638,1621,3259
小計,8790,7633,8228,15861
中原１丁目,2126,2016,2198,4214
中原２丁目,1461,1499,1553,3052
中原３丁目,1459,1506,1594,3100
中原４丁目,1925,2020,2116,4136
小計,6971,7041,7461,14502
北野１丁目,650,705,742,1447
北野２丁目,926,1021,1031,2052
北野３丁目,898,1045,989,2034
北野４丁目,988,968,965,1933
小計,3462,3739,3727,7466
新川１丁目,1038,1086,1092,2178
新川２丁目,711,746,776,1522
新川３丁目,1024,1039,1031,2070
新川４丁目,1625,1603,1745,3348
新川５丁目,1364,1247,1359,2606
新川６丁目,2516,2296,2128,4424
小計,8278,8017,8131,16148
上連雀１丁目,1830,1611,1534,3145
上連雀２丁目,1351,1138,1203,2341
上連雀３丁目,902,773,774,1547
上連雀４丁目,1675,1587,1570,3157
上連雀５丁目,1470,1380,1378,2758
上連雀６丁目,1528,1440,1595,3035
上連雀７丁目,1384,1407,1491,2898
上連雀８丁目,1592,1692,1856,3548
