令和2年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
上連雀８丁目,1609,1692,1841,3533
上連雀９丁目,1467,1515,1590,3105
小計,13451,12757,13148,25905
井口１丁目,1780,1949,1872,3821
井口２丁目,1127,1248,1330,2578
井口３丁目,1046,1027,1151,2178
井口４丁目,1479,1558,1540,3098
井口５丁目,493,471,518,989
小計,5925,6253,6411,12664
深大寺１丁目,810,856,874,1730
深大寺２丁目,2115,2237,1929,4166
深大寺３丁目,1124,1127,1020,2147
小計,4049,4220,3823,8043
野崎１丁目,545,532,563,1095
野崎２丁目,1199,1218,1218,2436
野崎３丁目,1013,1160,1152,2312
野崎４丁目,279,341,289,630
小計,3036,3251,3222,6473
大沢１丁目,1340,1472,1411,2883
大沢２丁目,955,994,985,1979
大沢３丁目,1034,869,994,1863
大沢４丁目,1391,1485,1562,3047
大沢５丁目,871,1035,1058,2093
大沢６丁目,762,778,752,1530
小計,6353,6633,6762,13395
合計,94690,92146,96199,188345
令和2年2月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1600,1481,1572,3053
下連雀２丁目,1830,1657,1746,3403
下連雀３丁目,6105,4756,5376,10132
下連雀４丁目,3397,3026,3261,6287
下連雀５丁目,1832,1755,2175,3930
下連雀６丁目,2077,2015,2112,4127
下連雀７丁目,2452,2455,2753,5208
下連雀８丁目,1563,1770,1903,3673
下連雀９丁目,1997,2365,2517,4882
小計,22853,21280,23415,44695
牟礼１丁目,1117,1021,1073,2094
牟礼２丁目,2053,1842,2017,3859
牟礼３丁目,1078,1188,1086,2274
牟礼４丁目,1557,1641,1725,3366
牟礼５丁目,1391,1380,1386,2766
牟礼６丁目,2895,3176,3358,6534
牟礼７丁目,874,941,888,1829
小計,10965,11189,11533,22722
井の頭１丁目,2729,2301,2513,4814
井の頭２丁目,2130,1602,1862,3464
井の頭３丁目,1305,1118,1264,2382
井の頭４丁目,1134,1056,1069,2125
井の頭５丁目,1747,1647,1693,3340
小計,9045,7724,8401,16125
中原１丁目,2176,2042,2239,4281
中原２丁目,1482,1533,1576,3109
中原３丁目,1490,1495,1603,3098
中原４丁目,1940,1994,2126,4120
小計,7088,7064,7544,14608
北野１丁目,719,765,806,1571
北野２丁目,932,1026,1047,2073
北野３丁目,904,1027,981,2008
北野４丁目,1015,991,969,1960
小計,3570,3809,3803,7612
新川１丁目,1032,1070,1065,2135
新川２丁目,744,765,803,1568
新川３丁目,1049,1027,1035,2062
新川４丁目,1642,1613,1745,3358
新川５丁目,1394,1290,1361,2651
新川６丁目,2550,2245,2137,4382
小計,8411,8010,8146,16156
上連雀１丁目,1824,1620,1567,3187
上連雀２丁目,1340,1140,1149,2289
上連雀３丁目,1030,880,873,1753
上連雀４丁目,1738,1654,1635,3289
上連雀５丁目,1461,1376,1357,2733
上連雀６丁目,1590,1481,1627,3108
上連雀７丁目,1421,1431,1515,2946
上連雀８丁目,1607,1693,1832,3525
上連雀９丁目,1471,1522,1590,3112
小計,13482,12797,13145,25942
井口１丁目,1773,1950,1865,3815
井口２丁目,1124,1250,1328,2578
井口３丁目,1054,1030,1159,2189
井口４丁目,1487,1562,1542,3104
井口５丁目,494,471,521,992
小計,5932,6263,6415,12678
深大寺１丁目,806,856,870,1726
深大寺２丁目,2097,2215,1924,4139
深大寺３丁目,1128,1130,1023,2153
小計,4031,4201,3817,8018
野崎１丁目,543,528,559,1087
野崎２丁目,1204,1224,1216,2440
野崎３丁目,1013,1165,1153,2318
野崎４丁目,281,343,291,634
小計,3041,3260,3219,6479
大沢１丁目,1340,1469,1414,2883
大沢２丁目,948,987,980,1967
大沢３丁目,1044,872,1003,1875
大沢４丁目,1394,1487,1567,3054
大沢５丁目,874,1038,1063,2101
大沢６丁目,766,780,755,1535
小計,6366,6633,6782,13415
合計,94784,92230,96220,188450
令和2年1月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1606,1484,1575,3059
下連雀２丁目,1825,1657,1746,3403
下連雀３丁目,6093,4748,5368,10116
下連雀４丁目,3402,3026,3264,6290
下連雀５丁目,1831,1754,2183,3937
下連雀６丁目,2071,2006,2108,4114
下連雀７丁目,2455,2449,2760,5209
下連雀８丁目,1567,1771,1906,3677
下連雀９丁目,1991,2365,2515,4880
小計,22841,21260,23425,44685
牟礼１丁目,1121,1025,1083,2108
牟礼２丁目,2056,1850,2025,3875
牟礼３丁目,1079,1185,1086,2271
牟礼４丁目,1563,1641,1728,3369
牟礼５丁目,1388,1378,1383,2761
牟礼６丁目,2892,3176,3353,6529
牟礼７丁目,877,946,892,1838
小計,10976,11201,11550,22751
井の頭１丁目,2730,2309,2509,4818
井の頭２丁目,2140,1606,1863,3469
井の頭３丁目,1300,1112,1259,2371
井の頭４丁目,1140,1059,1073,2132
井の頭５丁目,1741,1649,1687,3336
小計,9051,7735,8391,16126
中原１丁目,2174,2045,2234,4279
中原２丁目,1484,1531,1577,3108
中原３丁目,1494,1502,1605,3107
中原４丁目,1946,1999,2122,4121
小計,7098,7077,7538,14615
北野１丁目,722,761,809,1570
北野２丁目,928,1027,1035,2062
北野３丁目,896,1020,972,1992
北野４丁目,1019,994,976,1970
小計,3565,3802,3792,7594
新川１丁目,1028,1065,1058,2123
新川２丁目,748,765,807,1572
新川３丁目,1065,1037,1047,2084
新川４丁目,1632,1606,1738,3344
新川５丁目,1398,1289,1363,2652
新川６丁目,2580,2258,2155,4413
小計,8451,8020,8168,16188
上連雀１丁目,1809,1608,1564,3172
上連雀２丁目,1340,1140,1153,2293
上連雀３丁目,1022,876,860,1736
上連雀４丁目,1752,1665,1644,3309
上連雀５丁目,1457,1373,1353,2726
上連雀６丁目,1593,1478,1630,3108
上連雀７丁目,1423,1431,1506,2937
上連雀８丁目,1598,1687,1826,3513
上連雀９丁目,1480,1524,1597,3121
小計,13474,12782,13133,25915
井口１丁目,1774,1947,1861,3808
井口２丁目,1122,1247,1326,2573
井口３丁目,1053,1029,1158,2187
井口４丁目,1494,1562,1542,3104
井口５丁目,491,471,519,990
小計,5934,6256,6406,12662
深大寺１丁目,807,855,869,1724
深大寺２丁目,2087,2206,1929,4135
深大寺３丁目,1131,1128,1027,2155
小計,4025,4189,3825,8014
野崎１丁目,548,530,561,1091
野崎２丁目,1210,1237,1219,2456
野崎３丁目,1011,1169,1152,2321
野崎４丁目,279,343,290,633
小計,3048,3279,3222,6501
大沢１丁目,1340,1465,1413,2878
大沢２丁目,952,992,978,1970
大沢３丁目,1047,873,1009,1882
大沢４丁目,1388,1481,1560,3041
大沢５丁目,876,1041,1061,2102
大沢６丁目,768,781,756,1537
小計,6371,6633,6777,13410
合計,94834,92234,96227,188461
