令和元年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
井の頭１丁目,2723,2306,2498,4804
井の頭２丁目,2117,1590,1852,3442
井の頭３丁目,1306,1107,1268,2375
井の頭４丁目,1139,1057,1074,2131
井の頭５丁目,1732,1649,1681,3330
小計,9017,7709,8373,16082
中原１丁目,2169,2041,2230,4271
中原２丁目,1479,1515,1565,3080
中原３丁目,1498,1506,1604,3110
中原４丁目,1946,2012,2124,4136
小計,7092,7074,7523,14597
北野１丁目,724,768,811,1579
北野２丁目,920,1022,1031,2053
北野３丁目,893,1015,970,1985
北野４丁目,1029,1001,983,1984
小計,3566,3806,3795,7601
新川１丁目,1047,1075,1074,2149
新川２丁目,748,756,811,1567
新川３丁目,1067,1042,1056,2098
新川４丁目,1639,1608,1738,3346
新川５丁目,1386,1282,1351,2633
新川６丁目,2605,2275,2170,4445
小計,8492,8038,8200,16238
上連雀１丁目,1806,1608,1551,3159
上連雀２丁目,1339,1135,1159,2294
上連雀３丁目,1013,866,852,1718
上連雀４丁目,1756,1667,1642,3309
上連雀５丁目,1467,1374,1371,2745
上連雀６丁目,1581,1470,1627,3097
上連雀７丁目,1419,1423,1503,2926
上連雀８丁目,1591,1681,1825,3506
上連雀９丁目,1491,1532,1603,3135
小計,13463,12756,13133,25889
井口１丁目,1792,1966,1875,3841
井口２丁目,1124,1253,1332,2585
井口３丁目,1053,1030,1157,2187
井口４丁目,1484,1553,1539,3092
井口５丁目,489,473,521,994
小計,5942,6275,6424,12699
深大寺１丁目,810,851,868,1719
深大寺２丁目,2096,2212,1926,4138
深大寺３丁目,1134,1125,1025,2150
小計,4040,4188,3819,8007
野崎１丁目,585,549,600,1149
野崎２丁目,1217,1241,1228,2469
野崎３丁目,1018,1174,1153,2327
野崎４丁目,275,336,284,620
小計,3095,3300,3265,6565
大沢１丁目,1335,1462,1410,2872
大沢２丁目,956,1000,975,1975
大沢３丁目,1094,891,1040,1931
大沢４丁目,1380,1471,1556,3027
大沢５丁目,876,1041,1056,2097
大沢６丁目,773,785,765,1550
小計,6414,6650,6802,13452
合計,94921,92239,96301,188540
令和元年10月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1600,1473,1569,3042
下連雀２丁目,1832,1663,1750,3413
下連雀３丁目,6129,4761,5405,10166
下連雀４丁目,3410,3021,3261,6282
下連雀５丁目,1829,1751,2197,3948
下連雀６丁目,2057,1984,2094,4078
下連雀７丁目,2426,2424,2724,5148
下連雀８丁目,1574,1775,1924,3699
下連雀９丁目,1979,2358,2511,4869
小計,22836,21210,23435,44645
牟礼１丁目,1111,1003,1082,2085
牟礼２丁目,2042,1844,2016,3860
牟礼３丁目,1081,1179,1083,2262
牟礼４丁目,1569,1656,1738,3394
牟礼５丁目,1390,1373,1390,2763
牟礼６丁目,2878,3172,3350,6522
牟礼７丁目,869,938,886,1824
小計,10940,11165,11545,22710
井の頭１丁目,2706,2302,2490,4792
井の頭２丁目,2114,1591,1857,3448
井の頭３丁目,1301,1112,1268,2380
井の頭４丁目,1148,1062,1081,2143
井の頭５丁目,1725,1648,1675,3323
小計,8994,7715,8371,16086
中原１丁目,2183,2051,2240,4291
中原２丁目,1471,1509,1554,3063
中原３丁目,1491,1504,1597,3101
中原４丁目,1941,2005,2121,4126
小計,7086,7069,7512,14581
北野１丁目,724,764,812,1576
北野２丁目,929,1027,1033,2060
北野３丁目,891,1017,968,1985
北野４丁目,1025,1003,980,1983
小計,3569,3811,3793,7604
新川１丁目,1042,1074,1071,2145
新川２丁目,745,751,812,1563
新川３丁目,1064,1051,1051,2102
新川４丁目,1640,1616,1746,3362
新川５丁目,1365,1268,1337,2605
新川６丁目,2594,2268,2162,4430
小計,8450,8028,8179,16207
上連雀１丁目,1798,1605,1555,3160
上連雀２丁目,1336,1134,1159,2293
上連雀３丁目,996,858,844,1702
上連雀４丁目,1759,1670,1644,3314
上連雀５丁目,1467,1373,1376,2749
上連雀６丁目,1581,1467,1622,3089
上連雀７丁目,1412,1419,1504,2923
上連雀８丁目,1589,1680,1821,3501
上連雀９丁目,1491,1537,1604,3141
小計,13429,12743,13129,25872
井口１丁目,1791,1961,1883,3844
井口２丁目,1119,1247,1331,2578
井口３丁目,1053,1030,1152,2182
井口４丁目,1492,1548,1543,3091
井口５丁目,488,473,518,991
小計,5943,6259,6427,12686
深大寺１丁目,806,846,860,1706
深大寺２丁目,2100,2215,1925,4140
深大寺３丁目,1125,1123,1020,2143
小計,4031,4184,3805,7989
野崎１丁目,586,548,600,1148
野崎２丁目,1218,1240,1231,2471
野崎３丁目,1033,1188,1153,2341
野崎４丁目,280,343,288,631
小計,3117,3319,3272,6591
大沢１丁目,1339,1470,1417,2887
大沢２丁目,952,1000,969,1969
大沢３丁目,1094,892,1039,1931
大沢４丁目,1379,1470,1561,3031
大沢５丁目,873,1038,1053,2091
大沢６丁目,776,785,767,1552
小計,6413,6655,6806,13461
合計,94808,92158,96274,188432
令和元年9月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1598,1477,1562,3039
下連雀２丁目,1827,1665,1750,3415
下連雀３丁目,6120,4758,5401,10159
下連雀４丁目,3397,3001,3243,6244
下連雀５丁目,1824,1752,2191,3943
下連雀６丁目,2059,1992,2086,4078
下連雀７丁目,2420,2417,2724,5141
下連雀８丁目,1570,1773,1927,3700
下連雀９丁目,1976,2360,2508,4868
小計,22791,21195,23392,44587
牟礼１丁目,1113,1001,1085,2086
牟礼２丁目,2044,1846,2010,3856
牟礼３丁目,1092,1189,1092,2281
牟礼４丁目,1555,1652,1726,3378
牟礼５丁目,1381,1367,1385,2752
牟礼６丁目,2873,3163,3341,6504
牟礼７丁目,874,943,891,1834
小計,10932,11161,11530,22691
井の頭１丁目,2700,2296,2483,4779
井の頭２丁目,2104,1587,1844,3431
井の頭３丁目,1315,1122,1276,2398
井の頭４丁目,1150,1066,1079,2145
井の頭５丁目,1720,1646,1671,3317
小計,8989,7717,8353,16070
中原１丁目,2182,2049,2240,4289
中原２丁目,1461,1498,1549,3047
中原３丁目,1492,1503,1601,3104
中原４丁目,1941,2004,2127,4131
小計,7076,7054,7517,14571
北野１丁目,723,760,813,1573
北野２丁目,931,1021,1032,2053
北野３丁目,895,1020,971,1991
北野４丁目,1027,1000,982,1982
小計,3576,3801,3798,7599
新川１丁目,1041,1070,1074,2144
新川２丁目,745,756,812,1568
新川３丁目,1041,1044,1033,2077
新川４丁目,1638,1624,1749,3373
新川５丁目,1367,1268,1339,2607
新川６丁目,2525,2240,2125,4365
小計,8357,8002,8132,16134
上連雀１丁目,1800,1607,1548,3155
上連雀２丁目,1344,1131,1170,2301
上連雀３丁目,991,851,841,1692
上連雀４丁目,1763,1670,1643,3313
上連雀５丁目,1467,1376,1378,2754
上連雀６丁目,1586,1472,1626,3098
上連雀７丁目,1412,1416,1505,2921
上連雀８丁目,1584,1674,1817,3491
上連雀９丁目,1489,1538,1598,3136
小計,13436,12735,13126,25861
井口１丁目,1794,1962,1896,3858
井口２丁目,1120,1245,1338,2583
井口３丁目,1037,1017,1143,2160
井口４丁目,1498,1552,1543,3095
井口５丁目,489,473,521,994
小計,5938,6249,6441,12690
深大寺１丁目,805,844,854,1698
深大寺２丁目,2105,2224,1930,4154
深大寺３丁目,1129,1124,1020,2144
小計,4039,4192,3804,7996
野崎１丁目,588,547,604,1151
野崎２丁目,1222,1242,1237,2479
野崎３丁目,1034,1188,1157,2345
野崎４丁目,286,351,289,640
小計,3130,3328,3287,6615
大沢１丁目,1340,1470,1417,2887
大沢２丁目,952,1000,972,1972
大沢３丁目,1083,892,1026,1918
大沢４丁目,1378,1471,1561,3032
大沢５丁目,874,1038,1056,2094
大沢６丁目,776,786,763,1549
小計,6403,6657,6795,13452
合計,94667,92091,96175,188266
令和元年８月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1603,1485,1561,3046
下連雀２丁目,1829,1668,1748,3416
下連雀３丁目,6133,4758,5411,10169
下連雀４丁目,3395,3003,3249,6252
下連雀５丁目,1813,1747,2180,3927
下連雀６丁目,2062,1996,2090,4086
下連雀７丁目,2417,2407,2723,5130
下連雀８丁目,1574,1765,1932,3697
下連雀９丁目,1973,2358,2500,4858
小計,22799,21187,23394,44581
牟礼１丁目,1113,1004,1084,2088
牟礼２丁目,2039,1841,2010,3851
牟礼３丁目,1097,1194,1093,2287
牟礼４丁目,1553,1656,1720,3376
牟礼５丁目,1378,1362,1388,2750
牟礼６丁目,2866,3168,3333,6501
牟礼７丁目,877,945,893,1838
小計,10923,11170,11521,22691
井の頭１丁目,2707,2298,2470,4768
井の頭２丁目,2112,1585,1859,3444
井の頭３丁目,1317,1117,1281,2398
井の頭４丁目,1148,1066,1081,2147
井の頭５丁目,1725,1646,1672,3318
小計,9009,7712,8363,16075
中原１丁目,2180,2047,2240,4287
中原２丁目,1464,1499,1552,3051
中原３丁目,1494,1506,1598,3104
中原４丁目,1941,1997,2130,4127
小計,7079,7049,7520,14569
北野１丁目,718,757,808,1565
北野２丁目,932,1020,1034,2054
北野３丁目,891,1021,969,1990
北野４丁目,1025,998,979,1977
小計,3566,3796,3790,7586
新川１丁目,1037,1070,1069,2139
新川２丁目,743,754,807,1561
新川３丁目,1068,1048,1055,2103
新川４丁目,1629,1613,1743,3356
新川５丁目,1365,1272,1340,2612
新川６丁目,2578,2266,2153,4419
小計,8420,8023,8167,16190
上連雀１丁目,1801,1605,1550,3155
上連雀２丁目,1341,1128,1174,2302
上連雀３丁目,976,839,832,1671
上連雀４丁目,1766,1671,1645,3316
上連雀５丁目,1468,1375,1378,2753
上連雀６丁目,1581,1464,1621,3085
上連雀７丁目,1401,1408,1491,2899
上連雀８丁目,1584,1673,1819,3492
上連雀９丁目,1492,1535,1606,3141
小計,13410,12698,13116,25814
井口１丁目,1796,1961,1906,3867
井口２丁目,1121,1250,1342,2592
井口３丁目,1035,1017,1139,2156
井口４丁目,1499,1552,1547,3099
井口５丁目,491,476,525,1001
小計,5942,6256,6459,12715
深大寺１丁目,804,842,850,1692
深大寺２丁目,2096,2214,1926,4140
深大寺３丁目,1132,1122,1025,2147
小計,4032,4178,3801,7979
野崎１丁目,584,543,599,1142
野崎２丁目,1223,1246,1242,2488
野崎３丁目,1031,1195,1153,2348
野崎４丁目,287,353,287,640
小計,3125,3337,3281,6618
大沢１丁目,1339,1467,1416,2883
大沢２丁目,953,1004,976,1980
大沢３丁目,960,850,952,1802
大沢４丁目,1379,1470,1564,3034
大沢５丁目,869,1035,1055,2090
大沢６丁目,778,784,761,1545
小計,6278,6610,6724,13334
合計,94583,92016,96136,188152
令和元年７月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1607,1483,1561,3044
下連雀２丁目,1822,1663,1742,3405
下連雀３丁目,6131,4749,5411,10160
下連雀４丁目,3398,3006,3244,6250
下連雀５丁目,1809,1737,2177,3914
下連雀６丁目,2052,1990,2088,4078
下連雀７丁目,2403,2402,2709,5111
下連雀８丁目,1581,1769,1931,3700
下連雀９丁目,1972,2356,2507,4863
小計,22775,21155,23370,44525
牟礼１丁目,1116,1005,1082,2087
牟礼２丁目,2040,1852,2015,3867
牟礼３丁目,1096,1189,1093,2282
牟礼４丁目,1562,1660,1721,3381
牟礼５丁目,1374,1356,1382,2738
牟礼６丁目,2870,3177,3332,6509
牟礼７丁目,877,948,893,1841
小計,10935,11187,11518,22705
井の頭１丁目,2687,2287,2463,4750
井の頭２丁目,2126,1591,1861,3452
井の頭３丁目,1308,1107,1277,2384
井の頭４丁目,1147,1069,1081,2150
井の頭５丁目,1717,1643,1665,3308
小計,8985,7697,8347,16044
中原１丁目,2182,2044,2237,4281
中原２丁目,1461,1496,1546,3042
中原３丁目,1488,1502,1602,3104
中原４丁目,1934,1995,2125,4120
小計,7065,7037,7510,14547
北野１丁目,715,749,805,1554
北野２丁目,935,1022,1036,2058
北野３丁目,890,1022,972,1994
北野４丁目,1019,995,972,1967
小計,3559,3788,3785,7573
新川１丁目,1039,1071,1075,2146
新川２丁目,740,757,804,1561
新川３丁目,1069,1050,1056,2106
新川４丁目,1630,1610,1741,3351
新川５丁目,1362,1269,1336,2605
新川６丁目,2597,2273,2165,4438
小計,8437,8030,8177,16207
上連雀１丁目,1803,1601,1546,3147
上連雀２丁目,1343,1130,1171,2301
上連雀３丁目,938,809,806,1615
上連雀４丁目,1772,1677,1649,3326
上連雀５丁目,1470,1373,1379,2752
上連雀６丁目,1587,1470,1630,3100
上連雀７丁目,1403,1415,1496,2911
上連雀８丁目,1588,1678,1823,3501
上連雀９丁目,1473,1521,1609,3130
小計,13377,12674,13109,25783
井口１丁目,1793,1960,1903,3863
井口２丁目,1128,1258,1346,2604
井口３丁目,1034,1015,1143,2158
井口４丁目,1492,1545,1546,3091
井口５丁目,486,474,521,995
小計,5933,6252,6459,12711
深大寺１丁目,803,839,845,1684
深大寺２丁目,2100,2220,1927,4147
深大寺３丁目,1131,1123,1030,2153
小計,4034,4182,3802,7984
野崎１丁目,584,541,599,1140
野崎２丁目,1227,1248,1243,2491
野崎３丁目,1024,1193,1149,2342
野崎４丁目,300,365,285,650
小計,3135,3347,3276,6623
大沢１丁目,1341,1474,1419,2893
大沢２丁目,955,1008,979,1987
大沢３丁目,1003,862,976,1838
大沢４丁目,1381,1471,1569,3040
大沢５丁目,864,1028,1051,2079
大沢６丁目,779,784,760,1544
小計,6323,6627,6754,13381
合計,94558,91976,96107,188083
令和元年６月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1604,1478,1558,3036
下連雀２丁目,1832,1675,1749,3424
下連雀３丁目,6118,4736,5399,10135
下連雀４丁目,3392,3007,3239,6246
下連雀５丁目,1809,1731,2176,3907
下連雀６丁目,2044,1985,2077,4062
下連雀７丁目,2402,2411,2718,5129
下連雀８丁目,1586,1776,1934,3710
下連雀９丁目,1977,2359,2515,4874
小計,22764,21158,23365,44523
牟礼１丁目,1123,1012,1088,2100
牟礼２丁目,2042,1848,2012,3860
牟礼３丁目,1099,1186,1087,2273
牟礼４丁目,1564,1665,1723,3388
牟礼５丁目,1370,1349,1382,2731
牟礼６丁目,2867,3178,3334,6512
牟礼７丁目,890,957,903,1860
小計,10955,11195,11529,22724
井の頭１丁目,2693,2296,2468,4764
井の頭２丁目,2122,1594,1852,3446
井の頭３丁目,1318,1117,1277,2394
井の頭４丁目,1151,1072,1086,2158
井の頭５丁目,1715,1640,1671,3311
小計,8999,7719,8354,16073
中原１丁目,2155,2019,2224,4243
中原２丁目,1465,1500,1550,3050
中原３丁目,1491,1501,1602,3103
中原４丁目,1933,1998,2126,4124
小計,7044,7018,7502,14520
北野１丁目,708,748,802,1550
北野２丁目,929,1012,1033,2045
北野３丁目,884,1020,968,1988
北野４丁目,1020,995,969,1964
小計,3541,3775,3772,7547
新川１丁目,1039,1071,1076,2147
新川２丁目,739,757,804,1561
新川３丁目,1063,1046,1051,2097
新川４丁目,1630,1607,1742,3349
新川５丁目,1370,1282,1346,2628
新川６丁目,2592,2274,2161,4435
小計,8433,8037,8180,16217
上連雀１丁目,1802,1594,1553,3147
上連雀２丁目,1343,1133,1175,2308
上連雀３丁目,932,802,800,1602
上連雀４丁目,1780,1689,1654,3343
上連雀５丁目,1469,1375,1381,2756
上連雀６丁目,1572,1452,1613,3065
上連雀７丁目,1403,1413,1504,2917
上連雀８丁目,1587,1678,1831,3509
上連雀９丁目,1475,1522,1617,3139
小計,13363,12658,13128,25786
井口１丁目,1795,1963,1898,3861
井口２丁目,1125,1258,1348,2606
井口３丁目,1032,1012,1139,2151
井口４丁目,1487,1544,1546,3090
井口５丁目,482,465,518,983
小計,5921,6242,6449,12691
深大寺１丁目,806,839,847,1686
深大寺２丁目,2098,2221,1925,4146
深大寺３丁目,1127,1116,1024,2140
小計,4031,4176,3796,7972
野崎１丁目,583,539,598,1137
野崎２丁目,1220,1242,1239,2481
野崎３丁目,1020,1187,1145,2332
野崎４丁目,307,372,285,657
小計,3130,3340,3267,6607
大沢１丁目,1342,1482,1415,2897
大沢２丁目,958,1013,982,1995
大沢３丁目,1082,900,1023,1923
大沢４丁目,1388,1477,1575,3052
大沢５丁目,866,1029,1053,2082
大沢６丁目,775,785,750,1535
小計,6411,6686,6798,13484
合計,94592,92004,96140,188144
令和元年５月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1609,1481,1558,3039
下連雀２丁目,1824,1669,1750,3419
下連雀３丁目,6064,4701,5338,10039
下連雀４丁目,3392,3005,3236,6241
下連雀５丁目,1816,1738,2185,3923
下連雀６丁目,2045,1991,2078,4069
下連雀７丁目,2393,2407,2710,5117
下連雀８丁目,1586,1779,1939,3718
下連雀９丁目,1984,2370,2514,4884
小計,22713,21141,23308,44449
牟礼１丁目,1116,1011,1086,2097
牟礼２丁目,2042,1854,2017,3871
牟礼３丁目,1101,1183,1090,2273
牟礼４丁目,1572,1668,1734,3402
牟礼５丁目,1360,1339,1373,2712
牟礼６丁目,2864,3179,3332,6511
牟礼７丁目,891,959,907,1866
小計,10946,11193,11539,22732
井の頭１丁目,2708,2305,2478,4783
井の頭２丁目,2119,1599,1859,3458
井の頭３丁目,1316,1120,1271,2391
井の頭４丁目,1148,1073,1082,2155
井の頭５丁目,1714,1640,1671,3311
小計,9005,7737,8361,16098
中原１丁目,2144,2005,2215,4220
中原２丁目,1466,1497,1548,3045
中原３丁目,1491,1503,1613,3116
中原４丁目,1929,2000,2125,4125
小計,7030,7005,7501,14506
北野１丁目,709,744,804,1548
北野２丁目,931,1008,1032,2040
北野３丁目,888,1024,974,1998
北野４丁目,1024,997,974,1971
小計,3552,3773,3784,7557
新川１丁目,1038,1075,1071,2146
新川２丁目,737,749,804,1553
新川３丁目,1068,1047,1055,2102
新川４丁目,1623,1606,1730,3336
新川５丁目,1374,1283,1352,2635
新川６丁目,2598,2281,2166,4447
小計,8438,8041,8178,16219
上連雀１丁目,1802,1581,1555,3136
上連雀２丁目,1350,1138,1185,2323
上連雀３丁目,928,793,798,1591
上連雀４丁目,1778,1681,1655,3336
上連雀５丁目,1477,1377,1388,2765
上連雀６丁目,1577,1463,1613,3076
上連雀７丁目,1410,1420,1509,2929
上連雀８丁目,1578,1674,1821,3495
上連雀９丁目,1478,1528,1618,3146
小計,13378,12655,13142,25797
井口１丁目,1794,1957,1899,3856
井口２丁目,1122,1256,1340,2596
井口３丁目,1026,1009,1132,2141
井口４丁目,1489,1546,1548,3094
井口５丁目,479,462,514,976
小計,5910,6230,6433,12663
深大寺１丁目,808,844,853,1697
深大寺２丁目,2095,2215,1915,4130
深大寺３丁目,1128,1123,1021,2144
小計,4031,4182,3789,7971
野崎１丁目,583,539,593,1132
野崎２丁目,1222,1248,1238,2486
野崎３丁目,1024,1186,1150,2336
野崎４丁目,311,379,285,664
小計,3140,3352,3266,6618
大沢１丁目,1340,1481,1417,2898
大沢２丁目,955,1017,979,1996
大沢３丁目,1076,897,1019,1916
大沢４丁目,1379,1466,1572,3038
大沢５丁目,868,1026,1053,2079
大沢６丁目,775,783,752,1535
小計,6393,6670,6792,13462
合計,94536,91979,96093,188072
平成31年４月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1599,1472,1549,3021
下連雀２丁目,1825,1670,1755,3425
下連雀３丁目,6014,4652,5283,9935
下連雀４丁目,3387,3007,3239,6246
下連雀５丁目,1814,1735,2186,3921
下連雀６丁目,2047,1989,2084,4073
下連雀７丁目,2363,2381,2671,5052
下連雀８丁目,1578,1777,1940,3717
下連雀９丁目,1978,2376,2505,4881
小計,22605,21059,23212,44271
牟礼１丁目,1115,1007,1086,2093
牟礼２丁目,2032,1844,2021,3865
牟礼３丁目,1092,1184,1087,2271
牟礼４丁目,1558,1658,1731,3389
牟礼５丁目,1343,1314,1349,2663
牟礼６丁目,2850,3172,3317,6489
牟礼７丁目,883,955,901,1856
小計,10873,11134,11492,22626
井の頭１丁目,2693,2297,2481,4778
井の頭２丁目,2093,1590,1848,3438
井の頭３丁目,1311,1126,1277,2403
井の頭４丁目,1150,1078,1084,2162
井の頭５丁目,1709,1644,1665,3309
小計,8956,7735,8355,16090
中原１丁目,2137,1996,2223,4219
中原２丁目,1457,1498,1541,3039
中原３丁目,1476,1506,1608,3114
中原４丁目,1927,2008,2126,4134
小計,6997,7008,7498,14506
北野１丁目,690,735,784,1519
北野２丁目,928,1011,1032,2043
北野３丁目,893,1026,971,1997
北野４丁目,1035,1005,979,1984
小計,3546,3777,3766,7543
新川１丁目,1038,1075,1072,2147
新川２丁目,728,747,798,1545
新川３丁目,1051,1039,1046,2085
新川４丁目,1617,1606,1721,3327
新川５丁目,1371,1275,1352,2627
新川６丁目,2532,2246,2133,4379
小計,8337,7988,8122,16110
上連雀１丁目,1800,1582,1556,3138
上連雀２丁目,1347,1138,1180,2318
上連雀３丁目,922,786,791,1577
上連雀４丁目,1753,1657,1645,3302
上連雀５丁目,1473,1373,1383,2756
上連雀６丁目,1575,1460,1617,3077
上連雀７丁目,1406,1417,1513,2930
上連雀８丁目,1581,1677,1827,3504
上連雀９丁目,1482,1533,1619,3152
小計,13339,12623,13131,25754
井口１丁目,1787,1950,1907,3857
井口２丁目,1123,1259,1342,2601
井口３丁目,1018,1011,1126,2137
井口４丁目,1491,1547,1549,3096
井口５丁目,479,464,513,977
小計,5898,6231,6437,12668
深大寺１丁目,804,840,847,1687
深大寺２丁目,2094,2214,1910,4124
深大寺３丁目,1128,1124,1024,2148
小計,4026,4178,3781,7959
野崎１丁目,588,543,602,1145
野崎２丁目,1227,1253,1242,2495
野崎３丁目,1026,1189,1151,2340
野崎４丁目,312,383,285,668
小計,3153,3368,3280,6648
大沢１丁目,1340,1476,1412,2888
大沢２丁目,948,1016,977,1993
大沢３丁目,1048,893,995,1888
大沢４丁目,1374,1463,1563,3026
大沢５丁目,863,1022,1046,2068
大沢６丁目,772,777,756,1533
小計,6345,6647,6749,13396
合計,94075,91748,95823,187571
平成31年３月１日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1593,1467,1550,3017
下連雀２丁目,1811,1668,1744,3412
下連雀３丁目,6006,4649,5282,9931
下連雀４丁目,3371,3004,3238,6242
下連雀５丁目,1824,1756,2207,3963
下連雀６丁目,2055,2002,2099,4101
下連雀７丁目,2287,2288,2573,4861
下連雀８丁目,1547,1742,1910,3652
下連雀９丁目,1978,2389,2516,4905
小計,22472,20965,23119,44084
牟礼１丁目,1102,995,1076,2071
牟礼２丁目,2004,1828,2012,3840
牟礼３丁目,1080,1177,1080,2257
牟礼４丁目,1535,1635,1708,3343
牟礼５丁目,1330,1303,1336,2639
牟礼６丁目,2838,3175,3313,6488
牟礼７丁目,878,952,898,1850
小計,10767,11065,11423,22488
井の頭１丁目,2687,2289,2479,4768
井の頭２丁目,2092,1598,1839,3437
井の頭３丁目,1302,1123,1271,2394
井の頭４丁目,1154,1080,1089,2169
井の頭５丁目,1700,1642,1654,3296
小計,8935,7732,8332,16064
中原１丁目,2119,1996,2213,4209
中原２丁目,1448,1489,1535,3024
中原３丁目,1458,1506,1603,3109
中原４丁目,1927,2008,2127,4135
小計,6952,6999,7478,14477
北野１丁目,658,708,754,1462
北野２丁目,932,1021,1039,2060
北野３丁目,885,1027,966,1993
北野４丁目,1018,993,973,1966
小計,3493,3749,3732,7481
新川１丁目,1038,1073,1075,2148
新川２丁目,717,748,788,1536
新川３丁目,1039,1029,1052,2081
新川４丁目,1623,1604,1728,3332
新川５丁目,1380,1280,1367,2647
新川６丁目,2510,2254,2107,4361
小計,8307,7988,8117,16105
上連雀１丁目,1792,1581,1548,3129
上連雀２丁目,1336,1134,1171,2305
上連雀３丁目,901,777,776,1553
上連雀４丁目,1743,1653,1640,3293
上連雀５丁目,1468,1374,1372,2746
上連雀６丁目,1571,1465,1618,3083
上連雀７丁目,1396,1411,1516,2927
