地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
都心,Corecenter,97.3,1.4,1.3,0.1
新宿,Shinjuku,93.6,2.8,3.4,0.1
渋谷,Shibuya,93.6,2.6,3.6,0.1
池袋,Ikebukuro,94.4,3.3,2.2,0
大崎,Osaki,94.2,2.2,3.6,0.1
上野・浅草,Ueno/Asakusa,77.6,6.1,13.9,2.3
錦糸町・亀戸,Kinshicho/Kameido,75.2,10.1,14,0.7
臨海地区,Waterfront,94.8,5.2,0,-
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
