地域,Area,BP-1／官公庁施設構成比(%),BP-2／教育文化施設構成比(%),BP-3／厚生医療施設構成比(%),BP-4／供給処理施設構成比(%),BC-1／事務所建築物構成比(%),BC-2／専用商業施設構成比(%),BC-3／住商併用施設構成比(%),BC-4／宿泊・遊興施設構成比(%),BC-5／スポーツ・興行施設構成比(%),BR-1／独立住宅構成比(%),BR-2／集合住宅構成比(%),BI-1／専用工場構成比(%),BI-2／住居併用工場構成比(%),BI-3／倉庫運輸関係施設構成比(%),BA／農林漁業施設構成比(%)
都心,Corecenter,12.6,2.5,0.2,0.1,69.4,5.7,2.4,4.7,0.3,0.1,1,0,0,1.1,0
新宿,Shinjuku,3.8,4,2.6,0.1,52,10.1,2.5,13.5,1.2,0.4,9.1,0,0,0.8,0
渋谷,Shibuya,1.9,4.6,0.9,0.4,43.8,15,12,9.7,1.7,1.1,8,0,0,0.9,0
池袋,Ikebukuro,2.4,5.2,0.5,0.6,25.6,27.6,3.6,10.2,3.9,0.3,18.3,0.1,0,1.6,0
大崎,Osaki,0.4,0.7,0.2,0.1,46.3,6.2,3.3,3.6,0.2,0.5,35,2.4,0.2,0.9,0
上野・浅草,Ueno/Asakusa,1.2,4.9,1.1,0,31.4,8.8,13.3,6.3,0.3,4.6,22.3,0.2,1.5,4.2,0
錦糸町・亀戸,Kinshicho/Kameido,1.1,3.2,2.9,0.4,18.1,9.3,11.2,6,2.2,4.6,36.6,1.1,1.4,1.7,0
臨海地区,Waterfront,1.5,7.1,1.9,4.1,29.6,14.1,0.4,11.2,1.1,0,22.2,0.2,0,6.6,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
