地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
都心,Corecenter,99.3,0.3,0.3,-
新宿,Shinjuku,98.6,0.7,0.7,-
渋谷,Shibuya,98.1,0.7,1.1,-
池袋,Ikebukuro,98.7,0.7,0.6,-
大崎,Osaki,98.4,0.4,1.1,-
上野・浅草,Ueno/Asakusa,89.4,3.5,6.3,0.8
錦糸町・亀戸,Kinshicho/Kameido,89.8,4.3,5.6,0.3
臨海地区,Waterfront,98.7,1.3,-,-
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
