地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
都心,Corecenter,99.6,0.2,0.2,0
新宿,Shinjuku,98.9,0.6,0.5,0
渋谷,Shibuya,98.3,0.8,0.9,0
池袋,Ikebukuro,99,0.6,0.4,0
大崎,Osaki,98.9,0.4,0.7,0
上野・浅草,Ueno/Asakusa,90.6,3.3,5.4,0.7
錦糸町・亀戸,Kinshicho/Kameido,90.8,4.3,4.7,0.2
臨海地区,Waterfront,98.6,1.4,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
