地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
都心,Corecenter,96.9,1.5,1.5,0.1
新宿,Shinjuku,92.4,3.4,4,0.2
渋谷,Shibuya,93.5,2.1,4.2,0.2
池袋,Ikebukuro,93.5,3.6,2.8,0.1
大崎,Osaki,92.7,1.8,5.3,0.1
上野・浅草,Ueno/Asakusa,76.1,6.1,15.3,2.5
錦糸町・亀戸,Kinshicho/Kameido,73.6,9.8,15.7,0.9
臨海地区,Waterfront,95.3,4.7,-,-
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
