地域,Area,BS-1／耐火造構成比(%),BS-2／準耐火造構成比(%),BS-3／防火造構成比(%),BS-4／木造構成比(%)
山手線内側,InsideJRYamanoteLine,76.1,8.1,14.1,1.7
環状６号線内側,InsideRingRoadNo.6,68.3,13,17.1,1.6
環状７号線内側,InsideRingRoadNo.7,58,15.5,24.2,2.2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
