町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
向山２丁目,1349,1310,1288,2598
向山３丁目,1296,1175,1284,2459
向山４丁目,2111,2096,2182,4278
貫井,11411,9848,10483,20331
貫井１丁目,2732,2406,2714,5120
貫井２丁目,2277,1768,1869,3637
貫井３丁目,2803,2326,2544,4870
貫井４丁目,2204,2071,2134,4205
貫井５丁目,1395,1277,1222,2499
錦,3178,3086,3176,6262
錦１丁目,1868,1759,1851,3610
錦２丁目,1310,1327,1325,2652
氷川台,7144,6600,7015,13615
氷川台１丁目,121,108,127,235
氷川台２丁目,1410,1497,1524,3021
氷川台３丁目,2855,2488,2645,5133
氷川台４丁目,2758,2507,2719,5226
平和台,6748,6848,7023,13871
平和台１丁目,1748,1816,1772,3588
平和台２丁目,1581,1498,1563,3061
平和台３丁目,1964,2105,2180,4285
平和台４丁目,1455,1429,1508,2937
早宮,9657,9378,10066,19444
早宮１丁目,3111,2877,3101,5978
早宮２丁目,2138,2025,2163,4188
早宮３丁目,2318,2308,2513,4821
早宮４丁目,2090,2168,2289,4457
春日町,13000,12476,13529,26005
春日町１丁目,2156,2106,2275,4381
春日町２丁目,2271,2225,2350,4575
春日町３丁目,2183,1937,2193,4130
春日町４丁目,2244,2171,2284,4455
春日町５丁目,2189,2148,2369,4517
春日町６丁目,1957,1889,2058,3947
高松,8300,8949,9172,18121
高松１丁目,1486,1476,1563,3039
高松２丁目,1164,1200,1310,2510
高松３丁目,1283,1607,1654,3261
高松４丁目,1560,1739,1768,3507
高松５丁目,1371,1354,1375,2729
高松６丁目,1436,1573,1502,3075
北町,15406,13392,13132,26524
北町１丁目,2872,2301,2394,4695
北町２丁目,3254,3075,3185,6260
北町３丁目,1653,1447,1518,2965
北町４丁目,974,906,68,974
北町５丁目,1303,1195,1218,2413
北町６丁目,1550,1196,1387,2583
北町７丁目,1591,1405,1434,2839
北町８丁目,2209,1867,1928,3795
田柄,13821,14463,15005,29468
田柄１丁目,2421,2420,2603,5023
田柄２丁目,3884,3581,3752,7333
田柄３丁目,2503,2871,2842,5713
田柄４丁目,3161,3607,3685,7292
田柄５丁目,1852,1984,2123,4107
光が丘,12792,12571,14555,27126
光が丘１丁目,1574,1209,1436,2645
光が丘２丁目,2579,2378,2974,5352
光が丘３丁目,3933,4238,4679,8917
光が丘４丁目,0,0,0,0
光が丘５丁目,1620,1465,1837,3302
光が丘６丁目,482,471,588,1059
光が丘７丁目,2604,2810,3041,5851
旭町,6875,6512,6564,13076
旭町１丁目,1933,2101,2179,4280
旭町２丁目,2561,2269,2296,4565
旭町３丁目,2381,2142,2089,4231
土支田,6122,6922,6955,13877
土支田１丁目,1587,1731,1777,3508
土支田２丁目,1317,1469,1470,2939
土支田３丁目,1770,2012,2095,4107
土支田４丁目,1448,1710,1613,3323
富士見台,7966,7688,7963,15651
富士見台１丁目,1571,1543,1597,3140
富士見台２丁目,2327,2081,2146,4227
富士見台３丁目,2175,2015,2133,4148
富士見台４丁目,1893,2049,2087,4136
南田中,6422,6074,6386,12460
南田中１丁目,1241,1254,1257,2511
南田中２丁目,887,885,877,1762
南田中３丁目,1414,1241,1405,2646
南田中４丁目,1525,1576,1568,3144
南田中５丁目,1355,1118,1279,2397
高野台,7506,7219,8142,15361
高野台１丁目,1798,1597,1911,3508
高野台２丁目,1577,1610,1717,3327
高野台３丁目,1468,1368,1532,2900
高野台４丁目,1265,1221,1386,2607
高野台５丁目,1398,1423,1596,3019
谷原,5775,6544,6717,13261
谷原１丁目,933,1041,1048,2089
谷原２丁目,838,873,900,1773
谷原３丁目,842,1012,1068,2080
谷原４丁目,785,980,978,1958
谷原５丁目,1366,1494,1564,3058
谷原６丁目,1011,1144,1159,2303
三原台,4232,4628,4742,9370
三原台１丁目,1967,2116,2133,4249
三原台２丁目,867,1012,990,2002
三原台３丁目,1398,1500,1619,3119
石神井町,14901,13340,14676,28016
石神井町１丁目,1797,1418,1711,3129
石神井町２丁目,2415,2114,2472,4586
石神井町３丁目,1984,1607,1751,3358
石神井町４丁目,1775,1671,1795,3466
石神井町５丁目,926,839,881,1720
石神井町６丁目,1617,1505,1590,3095
石神井町７丁目,2147,2040,2162,4202
石神井町８丁目,2240,2146,2314,4460
石神井台,14908,15021,16011,31032
石神井台１丁目,726,801,836,1637
石神井台２丁目,2144,2310,2357,4667
石神井台３丁目,2736,2635,2805,5440
石神井台４丁目,2302,2239,2567,4806
石神井台５丁目,1795,1966,2026,3992
石神井台６丁目,1319,1411,1517,2928
石神井台７丁目,2165,1803,1940,3743
石神井台８丁目,1721,1856,1963,3819
下石神井,8835,9033,9293,18326
下石神井１丁目,1271,1356,1353,2709
下石神井２丁目,1573,1663,1716,3379
下石神井３丁目,1120,1193,1254,2447
下石神井４丁目,1976,1752,1825,3577
下石神井５丁目,1296,1288,1350,2638
下石神井６丁目,1599,1781,1795,3576
東大泉,18155,16556,18522,35078
東大泉１丁目,2457,2202,2536,4738
東大泉２丁目,3091,3050,3286,6336
東大泉３丁目,2622,2174,2610,4784
東大泉４丁目,1702,1440,1509,2949
東大泉５丁目,2089,1799,2132,3931
東大泉６丁目,3325,2947,3397,6344
東大泉７丁目,2869,2944,3052,5996
西大泉町,13,13,20,33
西大泉,9925,10798,11247,22045
西大泉１丁目,1945,2050,2019,4069
西大泉２丁目,1292,1421,1526,2947
西大泉３丁目,1712,1784,1891,3675
西大泉４丁目,1501,1781,1884,3665
西大泉５丁目,2236,2382,2514,4896
西大泉６丁目,1239,1380,1413,2793
南大泉,12552,13161,13890,27051
南大泉１丁目,2158,2324,2413,4737
南大泉２丁目,1918,2158,2273,4431
南大泉３丁目,2239,2358,2431,4789
南大泉４丁目,3080,3117,3232,6349
南大泉５丁目,2313,2271,2530,4801
南大泉６丁目,844,933,1011,1944
大泉町,10103,10999,11289,22288
大泉町１丁目,2314,2649,2672,5321
大泉町２丁目,2210,2331,2441,4772
大泉町３丁目,1744,1917,1947,3864
大泉町４丁目,1653,1880,1897,3777
大泉町５丁目,1037,1075,1111,2186
大泉町６丁目,1145,1147,1221,2368
大泉学園町,15688,16829,17683,34512
大泉学園町１丁目,1469,1513,1667,3180
大泉学園町２丁目,1973,1970,2038,4008
大泉学園町３丁目,1360,1659,1604,3263
大泉学園町４丁目,1899,2113,2245,4358
大泉学園町５丁目,2142,2378,2482,4860
大泉学園町６丁目,2282,2472,2666,5138
大泉学園町７丁目,2347,2402,2585,4987
大泉学園町８丁目,2146,2283,2365,4648
大泉学園町９丁目,70,39,31,70
関町北,11743,10512,11602,22114
関町北１丁目,2137,1639,1902,3541
関町北２丁目,2793,2138,2499,4637
関町北３丁目,2216,2053,2132,4185
関町北４丁目,2155,1984,2150,4134
関町北５丁目,2442,2698,2919,5617
関町南,9002,8803,9341,18144
関町南１丁目,1301,1190,1262,2452
関町南２丁目,2200,2099,2236,4335
関町南３丁目,2058,2111,2130,4241
関町南４丁目,3443,3403,3713,7116
上石神井南町,1092,1084,1101,2185
立野町,2407,2531,2745,5276
上石神井,10458,8818,9446,18264
上石神井１丁目,3458,2687,2813,5500
上石神井２丁目,2406,2075,2278,4353
上石神井３丁目,1918,1751,1855,3606
上石神井４丁目,2676,2305,2500,4805
関町東,3042,2601,2666,5267
関町東１丁目,2063,1858,1887,3745
関町東２丁目,979,743,779,1522
