町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,389771,358785,382922,741707
旭丘,4945,3659,3679,7338
旭丘１丁目,3405,2483,2435,4918
旭丘２丁目,1540,1176,1244,2420
小竹町,5817,4563,5022,9585
小竹町１丁目,3145,2503,2696,5199
小竹町２丁目,2672,2060,2326,4386
栄町,2680,1948,2211,4159
羽沢,3906,3275,3443,6718
羽沢１丁目,942,681,703,1384
羽沢２丁目,1968,1652,1771,3423
羽沢３丁目,996,942,969,1911
豊玉上,4536,3134,3488,6622
豊玉上１丁目,1520,1109,1179,2288
豊玉上２丁目,3016,2025,2309,4334
豊玉中,6366,5432,5461,10893
豊玉中１丁目,1458,1261,1238,2499
豊玉中２丁目,2059,1706,1649,3355
豊玉中３丁目,1982,1521,1567,3088
豊玉中４丁目,867,944,1007,1951
豊玉南,4601,4378,4422,8800
豊玉南１丁目,1227,1088,1162,2250
豊玉南２丁目,1136,996,1047,2043
豊玉南３丁目,2238,2294,2213,4507
豊玉北,12824,9404,10119,19523
豊玉北１丁目,1686,1194,1416,2610
豊玉北２丁目,1587,1206,1280,2486
豊玉北３丁目,2265,1587,1687,3274
豊玉北４丁目,2758,2034,2082,4116
豊玉北５丁目,2687,1866,2005,3871
豊玉北６丁目,1841,1517,1649,3166
中村,5109,4706,5175,9881
中村１丁目,1216,1148,1251,2399
中村２丁目,1672,1648,1772,3420
中村３丁目,2221,1910,2152,4062
中村南,5922,5450,5683,11133
中村南１丁目,2128,2149,2128,4277
中村南２丁目,2239,1853,1959,3812
中村南３丁目,1555,1448,1596,3044
中村北,7062,5462,6199,11661
中村北１丁目,2213,1757,1930,3687
中村北２丁目,1713,1493,1563,3056
中村北３丁目,1380,947,1112,2059
中村北４丁目,1756,1265,1594,2859
桜台,14641,12310,13141,25451
桜台１丁目,3393,2456,2705,5161
桜台２丁目,2657,2251,2392,4643
桜台３丁目,2549,2208,2453,4661
桜台４丁目,2213,1679,1800,3479
桜台５丁目,2048,1970,1955,3925
桜台６丁目,1781,1746,1836,3582
練馬,9284,7038,7602,14640
練馬１丁目,2848,2102,2162,4264
練馬２丁目,1778,1432,1546,2978
練馬３丁目,2386,1714,1844,3558
練馬４丁目,2272,1790,2050,3840
向山,5900,5418,5568,10986
向山１丁目,1120,868,893,1761
向山２丁目,1335,1286,1259,2545
向山３丁目,1288,1181,1280,2461
向山４丁目,2157,2083,2136,4219
貫井,11916,10056,11041,21097
貫井１丁目,2741,2337,2711,5048
貫井２丁目,2485,1995,2129,4124
貫井３丁目,2979,2313,2701,5014
貫井４丁目,2280,2112,2265,4377
貫井５丁目,1431,1299,1235,2534
錦,3290,3123,3201,6324
錦１丁目,1957,1805,1871,3676
錦２丁目,1333,1318,1330,2648
氷川台,7458,6555,7161,13716
氷川台１丁目,124,100,123,223
氷川台２丁目,1440,1495,1527,3022
氷川台３丁目,2993,2462,2719,5181
氷川台４丁目,2901,2498,2792,5290
平和台,7031,6845,7053,13898
平和台１丁目,1704,1771,1713,3484
平和台２丁目,1644,1486,1589,3075
平和台３丁目,2097,2152,2234,4386
平和台４丁目,1586,1436,1517,2953
早宮,9858,9245,10077,19322
早宮１丁目,3130,2804,3023,5827
早宮２丁目,2218,1980,2190,4170
早宮３丁目,2371,2354,2541,4895
早宮４丁目,2139,2107,2323,4430
春日町,13737,12717,13925,26642
春日町１丁目,2361,2264,2415,4679
春日町２丁目,2429,2258,2395,4653
