町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
西大泉１丁目,1951,1983,2047,4030
西大泉２丁目,1284,1397,1493,2890
西大泉３丁目,1772,1821,1949,3770
西大泉４丁目,1566,1831,1909,3740
西大泉５丁目,2202,2288,2435,4723
西大泉６丁目,1290,1413,1414,2827
南大泉,12824,13026,13841,26867
南大泉１丁目,2235,2330,2452,4782
南大泉２丁目,1952,2147,2229,4376
南大泉３丁目,2281,2343,2462,4805
南大泉４丁目,3141,3062,3214,6276
南大泉５丁目,2349,2229,2458,4687
南大泉６丁目,866,915,1026,1941
大泉町,10100,10676,10985,21661
大泉町１丁目,2339,2606,2595,5201
大泉町２丁目,2184,2257,2345,4602
大泉町３丁目,1730,1827,1875,3702
大泉町４丁目,1675,1853,1903,3756
大泉町５丁目,1007,1010,1052,2062
大泉町６丁目,1165,1123,1215,2338
大泉学園町,15772,16546,17489,34035
大泉学園町１丁目,1444,1503,1624,3127
大泉学園町２丁目,1967,1946,2008,3954
大泉学園町３丁目,1354,1603,1584,3187
大泉学園町４丁目,1900,2041,2172,4213
大泉学園町５丁目,2174,2303,2461,4764
大泉学園町６丁目,2325,2487,2692,5179
大泉学園町７丁目,2378,2382,2581,4963
大泉学園町８丁目,2161,2242,2337,4579
大泉学園町９丁目,69,39,30,69
関町北,12003,10512,11555,22067
関町北１丁目,2208,1672,1889,3561
関町北２丁目,2917,2187,2537,4724
関町北３丁目,2203,2018,2116,4134
関町北４丁目,2200,1997,2206,4203
関町北５丁目,2475,2638,2807,5445
関町南,9288,8906,9645,18551
関町南１丁目,1348,1152,1319,2471
関町南２丁目,2199,2082,2211,4293
関町南３丁目,2089,2085,2163,4248
関町南４丁目,3652,3587,3952,7539
上石神井南町,1115,1072,1134,2206
立野町,2438,2532,2727,5259
上石神井,10789,8842,9459,18301
上石神井１丁目,3540,2663,2783,5446
上石神井２丁目,2524,2065,2316,4381
上石神井３丁目,2003,1781,1876,3657
上石神井４丁目,2722,2333,2484,4817
関町東,3110,2625,2650,5275
関町東１丁目,2067,1865,1868,3733
関町東２丁目,1043,760,782,1542
