町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
光が丘６丁目,473,471,588,1059
光が丘７丁目,2573,2777,3043,5820
旭町,6775,6430,6499,12929
旭町１丁目,1915,2081,2167,4248
旭町２丁目,2554,2265,2262,4527
旭町３丁目,2306,2084,2070,4154
土支田,6096,6898,6956,13854
土支田１丁目,1598,1733,1808,3541
土支田２丁目,1308,1455,1467,2922
土支田３丁目,1759,2013,2086,4099
土支田４丁目,1431,1697,1595,3292
富士見台,7939,7648,7951,15599
富士見台１丁目,1562,1535,1595,3130
富士見台２丁目,2345,2094,2161,4255
富士見台３丁目,2157,1986,2125,4111
富士見台４丁目,1875,2033,2070,4103
南田中,6454,6081,6429,12510
南田中１丁目,1214,1243,1245,2488
南田中２丁目,890,884,893,1777
南田中３丁目,1429,1245,1413,2658
南田中４丁目,1557,1590,1585,3175
南田中５丁目,1364,1119,1293,2412
高野台,7480,7225,8099,15324
高野台１丁目,1790,1621,1922,3543
高野台２丁目,1567,1599,1694,3293
高野台３丁目,1492,1381,1546,2927
高野台４丁目,1233,1197,1354,2551
高野台５丁目,1398,1427,1583,3010
谷原,5742,6521,6714,13235
谷原１丁目,926,1028,1045,2073
谷原２丁目,831,872,901,1773
谷原３丁目,850,1012,1078,2090
谷原４丁目,771,987,961,1948
谷原５丁目,1353,1474,1551,3025
谷原６丁目,1011,1148,1178,2326
三原台,4241,4644,4770,9414
三原台１丁目,1989,2128,2158,4286
三原台２丁目,879,1031,1005,2036
三原台３丁目,1373,1485,1607,3092
石神井町,14900,13344,14760,28104
石神井町１丁目,1812,1428,1748,3176
石神井町２丁目,2409,2107,2478,4585
石神井町３丁目,1928,1565,1720,3285
石神井町４丁目,1777,1681,1793,3474
石神井町５丁目,936,863,898,1761
石神井町６丁目,1635,1509,1623,3132
石神井町７丁目,2147,2038,2172,4210
石神井町８丁目,2256,2153,2328,4481
石神井台,14847,15037,16009,31046
石神井台１丁目,724,792,835,1627
石神井台２丁目,2138,2299,2351,4650
石神井台３丁目,2709,2634,2820,5454
石神井台４丁目,2287,2236,2561,4797
石神井台５丁目,1768,1957,2002,3959
石神井台６丁目,1334,1432,1517,2949
石神井台７丁目,2180,1839,1951,3790
石神井台８丁目,1707,1848,1972,3820
下石神井,8824,9017,9290,18307
下石神井１丁目,1264,1350,1370,2720
下石神井２丁目,1591,1673,1735,3408
下石神井３丁目,1116,1188,1247,2435
下石神井４丁目,1981,1750,1839,3589
下石神井５丁目,1290,1283,1345,2628
下石神井６丁目,1582,1773,1754,3527
東大泉,18075,16540,18470,35010
東大泉１丁目,2424,2225,2520,4745
東大泉２丁目,3058,2996,3250,6246
東大泉３丁目,2651,2199,2636,4835
東大泉４丁目,1699,1416,1503,2919
東大泉５丁目,2076,1807,2118,3925
東大泉６丁目,3325,2969,3409,6378
東大泉７丁目,2842,2928,3034,5962
西大泉町,13,13,20,33
西大泉,9943,10888,11318,22206
西大泉１丁目,1956,2072,2041,4113
西大泉２丁目,1302,1438,1546,2984
西大泉３丁目,1714,1795,1904,3699
西大泉４丁目,1502,1800,1882,3682
西大泉５丁目,2221,2376,2512,4888
西大泉６丁目,1248,1407,1433,2840
南大泉,12532,13179,13955,27134
南大泉１丁目,2157,2328,2448,4776
南大泉２丁目,1927,2166,2302,4468
南大泉３丁目,2241,2360,2452,4812
南大泉４丁目,3081,3128,3244,6372
南大泉５丁目,2296,2276,2505,4781
南大泉６丁目,830,921,1004,1925
大泉町,10066,11017,11292,22309
大泉町１丁目,2293,2647,2659,5306
大泉町２丁目,2187,2324,2423,4747
大泉町３丁目,1736,1917,1945,3862
大泉町４丁目,1657,1886,1928,3814
大泉町５丁目,1043,1088,1111,2199
大泉町６丁目,1150,1155,1226,2381
大泉学園町,15685,16847,17741,34588
大泉学園町１丁目,1477,1523,1673,3196
大泉学園町２丁目,1993,1977,2082,4059
大泉学園町３丁目,1366,1658,1604,3262
大泉学園町４丁目,1903,2116,2256,4372
大泉学園町５丁目,2110,2365,2456,4821
大泉学園町６丁目,2289,2479,2678,5157
大泉学園町７丁目,2342,2405,2583,4988
大泉学園町８丁目,2136,2286,2378,4664
大泉学園町９丁目,69,38,31,69
関町北,11755,10548,11672,22220
関町北１丁目,2181,1670,1947,3617
関町北２丁目,2801,2146,2541,4687
関町北３丁目,2224,2070,2144,4214
関町北４丁目,2129,1966,2137,4103
関町北５丁目,2420,2696,2903,5599
関町南,8935,8725,9297,18022
関町南１丁目,1317,1199,1283,2482
関町南２丁目,2196,2086,2247,4333
関町南３丁目,2042,2092,2117,4209
関町南４丁目,3380,3348,3650,6998
上石神井南町,1085,1079,1105,2184
立野町,2416,2551,2743,5294
上石神井,10761,9079,9719,18798
上石神井１丁目,3494,2679,2843,5522
上石神井２丁目,2376,2079,2256,4335
上石神井３丁目,2213,2002,2125,4127
上石神井４丁目,2678,2319,2495,4814
関町東,3040,2622,2661,5283
関町東１丁目,2061,1890,1873,3763
関町東２丁目,979,732,788,1520
