町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
貫井５丁目,1398,1259,1252,2511
錦,3174,3091,3139,6230
錦１丁目,1898,1782,1848,3630
錦２丁目,1276,1309,1291,2600
氷川台,7195,6559,7047,13606
氷川台１丁目,120,107,121,228
氷川台２丁目,1414,1487,1519,3006
氷川台３丁目,2919,2504,2697,5201
氷川台４丁目,2742,2461,2710,5171
平和台,6790,6838,6986,13824
平和台１丁目,1727,1788,1732,3520
平和台２丁目,1588,1469,1561,3030
平和台３丁目,2018,2172,2193,4365
平和台４丁目,1457,1409,1500,2909
早宮,9523,9210,9889,19099
早宮１丁目,3026,2806,2997,5803
早宮２丁目,2139,1979,2142,4121
早宮３丁目,2290,2289,2486,4775
早宮４丁目,2068,2136,2264,4400
春日町,13157,12524,13584,26108
春日町１丁目,2205,2144,2306,4450
春日町２丁目,2337,2270,2376,4646
春日町３丁目,2173,1900,2155,4055
春日町４丁目,2232,2148,2290,4438
春日町５丁目,2218,2140,2374,4514
春日町６丁目,1992,1922,2083,4005
高松,8400,8884,9206,18090
高松１丁目,1491,1472,1566,3038
高松２丁目,1240,1219,1336,2555
高松３丁目,1301,1595,1657,3252
高松４丁目,1564,1707,1771,3478
高松５丁目,1356,1337,1360,2697
高松６丁目,1448,1554,1516,3070
北町,15422,13281,13239,26520
北町１丁目,2819,2236,2366,4602
北町２丁目,3304,3056,3231,6287
北町３丁目,1708,1470,1606,3076
北町４丁目,905,843,62,905
北町５丁目,1340,1206,1226,2432
北町６丁目,1586,1243,1415,2658
北町７丁目,1560,1381,1422,2803
北町８丁目,2200,1846,1911,3757
田柄,13800,14250,14819,29069
田柄１丁目,2434,2413,2596,5009
田柄２丁目,3764,3428,3627,7055
田柄３丁目,2528,2867,2795,5662
田柄４丁目,3181,3586,3680,7266
田柄５丁目,1893,1956,2121,4077
光が丘,12732,12355,14339,26694
光が丘１丁目,1572,1158,1412,2570
光が丘２丁目,2551,2306,2898,5204
光が丘３丁目,3956,4227,4644,8871
光が丘４丁目,0,0,0,0
光が丘５丁目,1603,1447,1813,3260
光が丘６丁目,480,463,568,1031
光が丘７丁目,2570,2754,3004,5758
旭町,6839,6450,6448,12898
旭町１丁目,1930,2092,2156,4248
旭町２丁目,2514,2218,2213,4431
旭町３丁目,2395,2140,2079,4219
土支田,6283,7087,7198,14285
土支田１丁目,1610,1731,1828,3559
土支田２丁目,1368,1557,1565,3122
土支田３丁目,1818,2059,2121,4180
土支田４丁目,1487,1740,1684,3424
富士見台,7839,7572,7942,15514
富士見台１丁目,1517,1506,1628,3134
富士見台２丁目,2293,2043,2114,4157
富士見台３丁目,2190,2017,2157,4174
富士見台４丁目,1839,2006,2043,4049
南田中,6429,6091,6362,12453
南田中１丁目,1249,1252,1268,2520
南田中２丁目,918,920,922,1842
南田中３丁目,1423,1252,1392,2644
南田中４丁目,1508,1571,1550,3121
南田中５丁目,1331,1096,1230,2326
高野台,7568,7244,8133,15377
高野台１丁目,1791,1579,1904,3483
高野台２丁目,1599,1614,1735,3349
高野台３丁目,1471,1368,1497,2865
高野台４丁目,1296,1250,1404,2654
高野台５丁目,1411,1433,1593,3026
谷原,5847,6613,6798,13411
谷原１丁目,971,1077,1076,2153
谷原２丁目,837,869,902,1771
谷原３丁目,846,1006,1072,2078
谷原４丁目,791,980,986,1966
谷原５丁目,1392,1536,1618,3154
谷原６丁目,1010,1145,1144,2289
三原台,4277,4664,4743,9407
三原台１丁目,1931,2094,2086,4180
三原台２丁目,904,1052,1019,2071
三原台３丁目,1442,1518,1638,3156
石神井町,14891,13280,14571,27851
石神井町１丁目,1790,1414,1715,3129
石神井町２丁目,2403,2106,2422,4528
石神井町３丁目,1975,1577,1725,3302
石神井町４丁目,1746,1634,1791,3425
石神井町５丁目,960,832,888,1720
石神井町６丁目,1632,1519,1580,3099
石神井町７丁目,2154,2052,2174,4226
石神井町８丁目,2231,2146,2276,4422
石神井台,14989,15002,16037,31039
石神井台１丁目,716,788,838,1626
石神井台２丁目,2205,2313,2389,4702
石神井台３丁目,2709,2622,2761,5383
石神井台４丁目,2263,2212,2533,4745
石神井台５丁目,1769,1927,2006,3933
石神井台６丁目,1367,1440,1540,2980
石神井台７丁目,2198,1800,1960,3760
石神井台８丁目,1762,1900,2010,3910
下石神井,8826,8965,9220,18185
下石神井１丁目,1256,1336,1345,2681
下石神井２丁目,1571,1625,1721,3346
下石神井３丁目,1127,1189,1245,2434
下石神井４丁目,1946,1729,1773,3502
下石神井５丁目,1315,1330,1348,2678
下石神井６丁目,1611,1756,1788,3544
東大泉,18306,16558,18600,35158
東大泉１丁目,2465,2147,2555,4702
東大泉２丁目,3100,3058,3311,6369
東大泉３丁目,2643,2210,2578,4788
東大泉４丁目,1713,1421,1528,2949
東大泉５丁目,2118,1811,2148,3959
東大泉６丁目,3396,3007,3439,6446
東大泉７丁目,2871,2904,3041,5945
西大泉町,12,11,19,30
西大泉,9963,10758,11214,21972
西大泉１丁目,1931,2012,2035,4047
西大泉２丁目,1284,1400,1514,2914
西大泉３丁目,1743,1807,1912,3719
西大泉４丁目,1529,1792,1872,3664
西大泉５丁目,2211,2352,2473,4825
西大泉６丁目,1265,1395,1408,2803
南大泉,12670,13080,13890,26970
南大泉１丁目,2186,2315,2421,4736
南大泉２丁目,1924,2150,2264,4414
南大泉３丁目,2258,2359,2468,4827
南大泉４丁目,3108,3088,3205,6293
南大泉５丁目,2333,2233,2494,4727
南大泉６丁目,861,935,1038,1973
大泉町,10076,10865,11125,21990
大泉町１丁目,2325,2612,2644,5256
大泉町２丁目,2207,2319,2411,4730
大泉町３丁目,1750,1902,1921,3823
大泉町４丁目,1653,1889,1885,3774
大泉町５丁目,1015,1026,1067,2093
大泉町６丁目,1126,1117,1197,2314
大泉学園町,15728,16692,17520,34212
大泉学園町１丁目,1467,1517,1641,3158
大泉学園町２丁目,1966,1944,2007,3951
大泉学園町３丁目,1353,1620,1592,3212
大泉学園町４丁目,1907,2091,2203,4294
大泉学園町５丁目,2115,2321,2402,4723
大泉学園町６丁目,2311,2506,2698,5204
大泉学園町７丁目,2377,2386,2602,4988
大泉学園町８丁目,2161,2267,2344,4611
大泉学園町９丁目,71,40,31,71
関町北,11719,10432,11476,21908
関町北１丁目,2143,1654,1877,3531
関町北２丁目,2807,2148,2477,4625
関町北３丁目,2175,2003,2109,4112
関町北４丁目,2158,1988,2153,4141
関町北５丁目,2436,2639,2860,5499
関町南,9081,8950,9520,18470
関町南１丁目,1251,1165,1223,2388
関町南２丁目,2186,2088,2230,4318
関町南３丁目,2046,2103,2151,4254
関町南４丁目,3598,3594,3916,7510
上石神井南町,1102,1081,1118,2199
立野町,2433,2551,2763,5314
上石神井,10459,8705,9435,18140
上石神井１丁目,3462,2623,2847,5470
上石神井２丁目,2478,2095,2330,4425
上石神井３丁目,1925,1747,1849,3596
上石神井４丁目,2594,2240,2409,4649
関町東,3049,2577,2638,5215
関町東１丁目,2052,1825,1860,3685
関町東２丁目,997,752,778,1530
