町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
土支田４丁目,1491,1699,1676,3375
富士見台,7939,7515,7973,15488
富士見台１丁目,1514,1495,1625,3120
富士見台２丁目,2306,2021,2107,4128
富士見台３丁目,2263,2020,2184,4204
富士見台４丁目,1856,1979,2057,4036
南田中,6452,6046,6329,12375
南田中１丁目,1242,1249,1269,2518
南田中２丁目,930,913,925,1838
南田中３丁目,1437,1255,1372,2627
南田中４丁目,1509,1554,1539,3093
南田中５丁目,1334,1075,1224,2299
高野台,7706,7275,8143,15418
高野台１丁目,1797,1578,1906,3484
高野台２丁目,1629,1613,1732,3345
高野台３丁目,1540,1395,1523,2918
高野台４丁目,1301,1239,1382,2621
高野台５丁目,1439,1450,1600,3050
谷原,5897,6637,6816,13453
谷原１丁目,990,1076,1098,2174
谷原２丁目,863,866,911,1777
谷原３丁目,853,1015,1063,2078
谷原４丁目,793,980,972,1952
谷原５丁目,1401,1568,1650,3218
谷原６丁目,997,1132,1122,2254
三原台,4295,4654,4737,9391
三原台１丁目,1932,2078,2073,4151
三原台２丁目,934,1082,1057,2139
三原台３丁目,1429,1494,1607,3101
石神井町,15051,13336,14646,27982
石神井町１丁目,1777,1402,1682,3084
石神井町２丁目,2516,2196,2515,4711
石神井町３丁目,1963,1580,1701,3281
石神井町４丁目,1772,1630,1788,3418
石神井町５丁目,982,834,895,1729
石神井町６丁目,1646,1518,1606,3124
石神井町７丁目,2161,2040,2169,4209
石神井町８丁目,2234,2136,2290,4426
石神井台,15037,14970,15949,30919
石神井台１丁目,701,772,816,1588
石神井台２丁目,2201,2282,2359,4641
石神井台３丁目,2774,2658,2785,5443
石神井台４丁目,2232,2166,2480,4646
石神井台５丁目,1770,1935,2007,3942
石神井台６丁目,1364,1448,1534,2982
石神井台７丁目,2221,1808,1970,3778
石神井台８丁目,1774,1901,1998,3899
下石神井,8921,8908,9218,18126
下石神井１丁目,1319,1342,1417,2759
下石神井２丁目,1566,1595,1693,3288
下石神井３丁目,1110,1182,1219,2401
下石神井４丁目,1982,1735,1783,3518
下石神井５丁目,1325,1324,1343,2667
下石神井６丁目,1619,1730,1763,3493
東大泉,18303,16535,18599,35134
東大泉１丁目,2470,2115,2561,4676
東大泉２丁目,3082,3039,3323,6362
東大泉３丁目,2667,2238,2586,4824
東大泉４丁目,1687,1394,1496,2890
東大泉５丁目,2126,1834,2169,4003
東大泉６丁目,3390,3007,3440,6447
東大泉７丁目,2881,2908,3024,5932
西大泉町,14,12,21,33
西大泉,10033,10759,11277,22036
西大泉１丁目,1923,1971,2043,4014
西大泉２丁目,1295,1407,1497,2904
西大泉３丁目,1750,1809,1929,3738
西大泉４丁目,1561,1846,1914,3760
西大泉５丁目,2197,2307,2461,4768
西大泉６丁目,1307,1419,1433,2852
南大泉,12767,13074,13849,26923
南大泉１丁目,2217,2333,2441,4774
南大泉２丁目,1945,2140,2244,4384
南大泉３丁目,2281,2348,2474,4822
南大泉４丁目,3139,3116,3226,6342
南大泉５丁目,2338,2224,2459,4683
南大泉６丁目,847,913,1005,1918
大泉町,10068,10754,11025,21779
大泉町１丁目,2323,2610,2623,5233
大泉町２丁目,2171,2272,2357,4629
大泉町３丁目,1734,1851,1879,3730
大泉町４丁目,1680,1879,1893,3772
大泉町５丁目,1005,1015,1060,2075
大泉町６丁目,1155,1127,1213,2340
大泉学園町,15779,16655,17551,34206
大泉学園町１丁目,1446,1508,1626,3134
大泉学園町２丁目,1973,1956,2027,3983
大泉学園町３丁目,1356,1618,1589,3207
大泉学園町４丁目,1907,2079,2191,4270
大泉学園町５丁目,2152,2315,2444,4759
大泉学園町６丁目,2321,2487,2700,5187
大泉学園町７丁目,2391,2393,2606,4999
大泉学園町８丁目,2166,2262,2338,4600
大泉学園町９丁目,67,37,30,67
関町北,11888,10451,11553,22004
関町北１丁目,2176,1670,1882,3552
関町北２丁目,2884,2155,2535,4690
関町北３丁目,2186,1996,2113,4109
関町北４丁目,2186,1999,2196,4195
関町北５丁目,2456,2631,2827,5458
関町南,9156,8872,9588,18460
関町南１丁目,1314,1142,1285,2427
関町南２丁目,2186,2060,2216,4276
関町南３丁目,2063,2087,2149,4236
関町南４丁目,3593,3583,3938,7521
上石神井南町,1111,1073,1134,2207
立野町,2432,2536,2739,5275
上石神井,10651,8796,9442,18238
上石神井１丁目,3513,2634,2810,5444
上石神井２丁目,2484,2066,2305,4371
上石神井３丁目,1976,1789,1854,3643
上石神井４丁目,2678,2307,2473,4780
関町東,3067,2597,2644,5241
関町東１丁目,2045,1845,1860,3705
関町東２丁目,1022,752,784,1536
