町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,380838,359400,381491,740891
旭丘,4932,3734,3692,7426
旭丘１丁目,3392,2556,2432,4988
旭丘２丁目,1540,1178,1260,2438
小竹町,5641,4482,4950,9432
小竹町１丁目,3080,2492,2656,5148
小竹町２丁目,2561,1990,2294,4284
栄町,2453,1850,2093,3943
羽沢,3833,3193,3384,6577
羽沢１丁目,918,663,709,1372
羽沢２丁目,1915,1586,1708,3294
羽沢３丁目,1000,944,967,1911
豊玉上,4444,3091,3543,6634
豊玉上１丁目,1557,1161,1234,2395
豊玉上２丁目,2887,1930,2309,4239
豊玉中,6090,5402,5367,10769
豊玉中１丁目,1381,1236,1211,2447
豊玉中２丁目,1917,1649,1561,3210
豊玉中３丁目,1923,1542,1576,3118
豊玉中４丁目,869,975,1019,1994
豊玉南,4429,4280,4363,8643
豊玉南１丁目,1244,1149,1221,2370
豊玉南２丁目,1084,955,1021,1976
豊玉南３丁目,2101,2176,2121,4297
豊玉北,12663,9456,10234,19690
豊玉北１丁目,1689,1231,1416,2647
豊玉北２丁目,1500,1165,1259,2424
豊玉北３丁目,2241,1646,1696,3342
豊玉北４丁目,2727,1992,2136,4128
豊玉北５丁目,2662,1881,2049,3930
豊玉北６丁目,1844,1541,1678,3219
中村,5058,4763,5233,9996
中村１丁目,1202,1162,1285,2447
中村２丁目,1615,1630,1745,3375
中村３丁目,2241,1971,2203,4174
中村南,5698,5307,5683,10990
中村南１丁目,2069,2086,2159,4245
中村南２丁目,2100,1807,1898,3705
中村南３丁目,1529,1414,1626,3040
中村北,6901,5496,6196,11692
中村北１丁目,2197,1788,1996,3784
中村北２丁目,1716,1529,1559,3088
中村北３丁目,1298,917,1074,1991
中村北４丁目,1690,1262,1567,2829
桜台,14461,12454,13285,25739
桜台１丁目,3332,2475,2648,5123
桜台２丁目,2687,2312,2463,4775
桜台３丁目,2455,2241,2468,4709
桜台４丁目,2181,1673,1848,3521
桜台５丁目,2023,2003,1966,3969
桜台６丁目,1783,1750,1892,3642
練馬,9077,7043,7535,14578
練馬１丁目,2709,1999,2154,4153
練馬２丁目,1797,1480,1533,3013
練馬３丁目,2347,1725,1846,3571
練馬４丁目,2224,1839,2002,3841
向山,5885,5455,5677,11132
向山１丁目,1127,874,911,1785
向山２丁目,1351,1308,1297,2605
向山３丁目,1291,1172,1287,2459
向山４丁目,2116,2101,2182,4283
貫井,11424,9861,10489,20350
貫井１丁目,2724,2399,2710,5109
貫井２丁目,2285,1771,1875,3646
貫井３丁目,2810,2344,2536,4880
貫井４丁目,2204,2064,2146,4210
貫井５丁目,1401,1283,1222,2505
錦,3167,3088,3162,6250
錦１丁目,1862,1761,1843,3604
錦２丁目,1305,1327,1319,2646
