町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
氷川台,7125,6601,7002,13603
氷川台１丁目,122,109,128,237
氷川台２丁目,1427,1508,1528,3036
氷川台３丁目,2843,2485,2646,5131
氷川台４丁目,2733,2499,2700,5199
平和台,6770,6868,7034,13902
平和台１丁目,1755,1827,1779,3606
平和台２丁目,1589,1501,1572,3073
平和台３丁目,1969,2106,2178,4284
平和台４丁目,1457,1434,1505,2939
早宮,9640,9360,10041,19401
早宮１丁目,3097,2864,3088,5952
早宮２丁目,2137,2021,2156,4177
早宮３丁目,2322,2312,2515,4827
早宮４丁目,2084,2163,2282,4445
春日町,13005,12473,13527,26000
春日町１丁目,2150,2105,2275,4380
春日町２丁目,2266,2223,2342,4565
春日町３丁目,2184,1939,2191,4130
春日町４丁目,2246,2167,2285,4452
春日町５丁目,2188,2135,2360,4495
春日町６丁目,1971,1904,2074,3978
高松,8309,8951,9195,18146
高松１丁目,1496,1481,1576,3057
高松２丁目,1166,1204,1315,2519
高松３丁目,1276,1600,1644,3244
高松４丁目,1558,1738,1773,3511
高松５丁目,1379,1355,1384,2739
高松６丁目,1434,1573,1503,3076
北町,15424,13421,13131,26552
北町１丁目,2866,2292,2394,4686
北町２丁目,3257,3087,3175,6262
北町３丁目,1649,1434,1520,2954
北町４丁目,998,926,72,998
北町５丁目,1307,1207,1217,2424
北町６丁目,1548,1193,1386,2579
北町７丁目,1588,1402,1440,2842
北町８丁目,2211,1880,1927,3807
田柄,13854,14501,15018,29519
田柄１丁目,2430,2429,2609,5038
田柄２丁目,3904,3588,3763,7351
田柄３丁目,2506,2884,2846,5730
田柄４丁目,3161,3612,3681,7293
田柄５丁目,1853,1988,2119,4107
光が丘,12803,12589,14573,27162
光が丘１丁目,1572,1206,1441,2647
光が丘２丁目,2583,2381,2975,5356
光が丘３丁目,3940,4243,4684,8927
光が丘４丁目,0,0,0,0
光が丘５丁目,1627,1474,1842,3316
光が丘６丁目,480,467,583,1050
光が丘７丁目,2601,2818,3048,5866
旭町,6868,6501,6566,13067
旭町１丁目,1933,2095,2177,4272
旭町２丁目,2560,2272,2295,4567
旭町３丁目,2375,2134,2094,4228
土支田,6123,6905,6959,13864
土支田１丁目,1595,1732,1790,3522
土支田２丁目,1318,1466,1476,2942
土支田３丁目,1769,2004,2090,4094
土支田４丁目,1441,1703,1603,3306
富士見台,7972,7686,7975,15661
富士見台１丁目,1575,1542,1605,3147
富士見台２丁目,2333,2085,2151,4236
富士見台３丁目,2175,2014,2134,4148
富士見台４丁目,1889,2045,2085,4130
南田中,6417,6057,6388,12445
南田中１丁目,1234,1248,1253,2501
南田中２丁目,885,877,876,1753
南田中３丁目,1405,1236,1399,2635
南田中４丁目,1532,1575,1574,3149
南田中５丁目,1361,1121,1286,2407
高野台,7496,7213,8134,15347
高野台１丁目,1795,1601,1915,3516
高野台２丁目,1570,1608,1707,3315
高野台３丁目,1469,1369,1530,2899
高野台４丁目,1269,1215,1388,2603
高野台５丁目,1393,1420,1594,3014
谷原,5784,6537,6747,13284
谷原１丁目,932,1035,1052,2087
谷原２丁目,839,872,901,1773
谷原３丁目,847,1014,1080,2094
谷原４丁目,782,980,973,1953
谷原５丁目,1375,1495,1580,3075
谷原６丁目,1009,1141,1161,2302
三原台,4226,4624,4732,9356
三原台１丁目,1966,2113,2133,4246
三原台２丁目,869,1015,991,2006
三原台３丁目,1391,1496,1608,3104
石神井町,14904,13334,14699,28033
石神井町１丁目,1797,1420,1712,3132
石神井町２丁目,2418,2117,2469,4586
石神井町３丁目,1974,1600,1744,3344
石神井町４丁目,1782,1673,1804,3477
石神井町５丁目,936,847,893,1740
石神井町６丁目,1624,1507,1604,3111
石神井町７丁目,2136,2027,2161,4188
石神井町８丁目,2237,2143,2312,4455
石神井台,14904,15038,16006,31044
石神井台１丁目,725,800,837,1637
石神井台２丁目,2144,2312,2360,4672
石神井台３丁目,2727,2636,2798,5434
石神井台４丁目,2307,2251,2568,4819
石神井台５丁目,1793,1966,2019,3985
石神井台６丁目,1323,1416,1520,2936
石神井台７丁目,2166,1804,1944,3748
石神井台８丁目,1719,1853,1960,3813
下石神井,8839,9023,9298,18321
下石神井１丁目,1274,1361,1354,2715
下石神井２丁目,1576,1660,1722,3382
下石神井３丁目,1117,1191,1256,2447
下石神井４丁目,1980,1748,1832,3580
下石神井５丁目,1289,1283,1349,2632
下石神井６丁目,1603,1780,1785,3565
東大泉,18142,16538,18505,35043
東大泉１丁目,2449,2203,2535,4738
東大泉２丁目,3089,3049,3283,6332
東大泉３丁目,2628,2178,2606,4784
東大泉４丁目,1696,1429,1505,2934
東大泉５丁目,2090,1797,2133,3930
東大泉６丁目,3325,2937,3397,6334
東大泉７丁目,2865,2945,3046,5991
西大泉町,13,13,20,33
西大泉,9935,10826,11254,22080
西大泉１丁目,1952,2056,2024,4080
西大泉２丁目,1300,1431,1532,2963
西大泉３丁目,1711,1792,1885,3677
西大泉４丁目,1501,1784,1883,3667
西大泉５丁目,2227,2379,2514,4893
西大泉６丁目,1244,1384,1416,2800
南大泉,12560,13179,13898,27077
南大泉１丁目,2164,2332,2421,4753
南大泉２丁目,1924,2161,2278,4439
南大泉３丁目,2242,2361,2432,4793
南大泉４丁目,3080,3119,3235,6354
南大泉５丁目,2311,2278,2523,4801
南大泉６丁目,839,928,1009,1937
大泉町,10095,11005,11289,22294
大泉町１丁目,2311,2653,2668,5321
大泉町２丁目,2207,2331,2436,4767
大泉町３丁目,1745,1919,1955,3874
大泉町４丁目,1653,1878,1904,3782
大泉町５丁目,1034,1075,1108,2183
大泉町６丁目,1145,1149,1218,2367
大泉学園町,15683,16831,17681,34512
大泉学園町１丁目,1470,1516,1666,3182
大泉学園町２丁目,1958,1958,2034,3992
大泉学園町３丁目,1366,1661,1606,3267
大泉学園町４丁目,1904,2117,2249,4366
大泉学園町５丁目,2139,2383,2486,4869
大泉学園町６丁目,2289,2476,2669,5145
大泉学園町７丁目,2339,2399,2580,4979
大泉学園町８丁目,2148,2282,2360,4642
大泉学園町９丁目,70,39,31,70
関町北,11745,10509,11603,22112
関町北１丁目,2145,1636,1912,3548
関町北２丁目,2788,2137,2492,4629
関町北３丁目,2218,2051,2134,4185
関町北４丁目,2156,1987,2152,4139
関町北５丁目,2438,2698,2913,5611
関町南,9022,8797,9352,18149
関町南１丁目,1313,1194,1279,2473
関町南２丁目,2209,2099,2245,4344
関町南３丁目,2061,2108,2125,4233
関町南４丁目,3439,3396,3703,7099
上石神井南町,1086,1077,1094,2171
立野町,2406,2531,2746,5277
上石神井,10485,8857,9469,18326
上石神井１丁目,3473,2695,2821,5516
上石神井２丁目,2406,2082,2280,4362
上石神井３丁目,1926,1764,1863,3627
上石神井４丁目,2680,2316,2505,4821
関町東,3047,2600,2669,5269
関町東１丁目,2064,1856,1887,3743
関町東２丁目,983,744,782,1526
