町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
旭町３丁目,2278,2062,2072,4134
土支田,6073,6892,6963,13855
土支田１丁目,1603,1758,1816,3574
土支田２丁目,1291,1448,1457,2905
土支田３丁目,1764,2009,2087,4096
土支田４丁目,1415,1677,1603,3280
富士見台,7891,7618,7989,15607
富士見台１丁目,1546,1520,1608,3128
富士見台２丁目,2304,2077,2157,4234
富士見台３丁目,2174,1986,2153,4139
富士見台４丁目,1867,2035,2071,4106
南田中,6480,6104,6514,12618
南田中１丁目,1235,1256,1283,2539
南田中２丁目,886,876,910,1786
南田中３丁目,1422,1254,1419,2673
南田中４丁目,1587,1617,1604,3221
南田中５丁目,1350,1101,1298,2399
高野台,7362,7093,7958,15051
高野台１丁目,1763,1609,1920,3529
高野台２丁目,1501,1523,1618,3141
高野台３丁目,1518,1416,1562,2978
高野台４丁目,1212,1146,1322,2468
高野台５丁目,1368,1399,1536,2935
谷原,5641,6431,6611,13042
谷原１丁目,934,1048,1037,2085
谷原２丁目,820,859,898,1757
谷原３丁目,831,978,1056,2034
谷原４丁目,765,995,958,1953
谷原５丁目,1290,1404,1479,2883
谷原６丁目,1001,1147,1183,2330
三原台,4185,4641,4727,9368
三原台１丁目,1963,2125,2125,4250
三原台２丁目,871,1031,1008,2039
三原台３丁目,1351,1485,1594,3079
石神井町,14751,13254,14690,27944
石神井町１丁目,1793,1417,1750,3167
石神井町２丁目,2350,2051,2416,4467
石神井町３丁目,1925,1565,1721,3286
石神井町４丁目,1756,1661,1796,3457
石神井町５丁目,946,880,897,1777
石神井町６丁目,1613,1496,1614,3110
石神井町７丁目,2118,2027,2165,4192
石神井町８丁目,2250,2157,2331,4488
石神井台,14757,15014,15913,30927
石神井台１丁目,724,793,831,1624
石神井台２丁目,2147,2312,2365,4677
石神井台３丁目,2727,2659,2841,5500
石神井台４丁目,2201,2141,2458,4599
石神井台５丁目,1759,1970,1995,3965
石神井台６丁目,1343,1456,1523,2979
石神井台７丁目,2164,1834,1941,3775
石神井台８丁目,1692,1849,1959,3808
下石神井,8838,9026,9305,18331
下石神井１丁目,1312,1364,1399,2763
下石神井２丁目,1581,1653,1743,3396
下石神井３丁目,1102,1182,1235,2417
下石神井４丁目,1961,1729,1807,3536
下石神井５丁目,1283,1298,1338,2636
下石神井６丁目,1599,1800,1783,3583
東大泉,17820,16346,18310,34656
東大泉１丁目,2419,2234,2543,4777
東大泉２丁目,2984,2894,3184,6078
東大泉３丁目,2618,2168,2612,4780
東大泉４丁目,1691,1421,1486,2907
東大泉５丁目,2006,1749,2056,3805
東大泉６丁目,3284,2942,3402,6344
東大泉７丁目,2818,2938,3027,5965
西大泉町,13,13,20,33
西大泉,9880,10859,11261,22120
西大泉１丁目,1940,2062,2029,4091
西大泉２丁目,1286,1435,1542,2977
西大泉３丁目,1691,1790,1871,3661
西大泉４丁目,1486,1768,1849,3617
西大泉５丁目,2200,2362,2507,4869
西大泉６丁目,1277,1442,1463,2905
南大泉,12443,13181,13882,27063
南大泉１丁目,2133,2310,2428,4738
南大泉２丁目,1917,2166,2305,4471
南大泉３丁目,2240,2360,2462,4822
南大泉４丁目,3058,3129,3210,6339
南大泉５丁目,2263,2283,2462,4745
南大泉６丁目,832,933,1015,1948
大泉町,10023,11051,11313,22364
大泉町１丁目,2280,2665,2673,5338
大泉町２丁目,2173,2319,2438,4757
大泉町３丁目,1732,1925,1952,3877
大泉町４丁目,1654,1900,1917,3817
大泉町５丁目,1035,1084,1098,2182
大泉町６丁目,1149,1158,1235,2393
大泉学園町,15526,16801,17666,34467
大泉学園町１丁目,1479,1542,1663,3205
大泉学園町２丁目,1911,1919,2057,3976
大泉学園町３丁目,1331,1627,1577,3204
大泉学園町４丁目,1878,2108,2254,4362
大泉学園町５丁目,2092,2357,2431,4788
大泉学園町６丁目,2272,2491,2646,5137
大泉学園町７丁目,2331,2399,2604,5003
大泉学園町８丁目,2162,2319,2403,4722
大泉学園町９丁目,70,39,31,70
関町北,11680,10564,11603,22167
関町北１丁目,2137,1654,1925,3579
関町北２丁目,2782,2164,2521,4685
関町北３丁目,2212,2063,2128,4191
関町北４丁目,2125,1988,2125,4113
関町北５丁目,2424,2695,2904,5599
関町南,8692,8494,9015,17509
関町南１丁目,1329,1215,1300,2515
関町南２丁目,2154,2066,2218,4284
関町南３丁目,2047,2093,2110,4203
関町南４丁目,3162,3120,3387,6507
上石神井南町,1106,1106,1114,2220
立野町,2399,2535,2719,5254
上石神井,10654,9095,9681,18776
上石神井１丁目,3409,2628,2791,5419
上石神井２丁目,2330,2066,2216,4282
上石神井３丁目,2290,2094,2237,4331
上石神井４丁目,2625,2307,2437,4744
関町東,3024,2602,2645,5247
関町東１丁目,2052,1859,1863,3722
関町東２丁目,972,743,782,1525
