町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
練馬１丁目,2770,2019,2192,4211
練馬２丁目,1781,1468,1486,2954
練馬３丁目,2361,1724,1831,3555
練馬４丁目,2216,1824,2012,3836
向山,5891,5462,5696,11158
向山１丁目,1114,878,906,1784
向山２丁目,1363,1312,1294,2606
向山３丁目,1285,1174,1278,2452
向山４丁目,2129,2098,2218,4316
貫井,11411,9714,10553,20267
貫井１丁目,2701,2355,2707,5062
貫井２丁目,2291,1764,1871,3635
貫井３丁目,2786,2264,2574,4838
貫井４丁目,2213,2064,2146,4210
貫井５丁目,1420,1267,1255,2522
錦,3180,3088,3120,6208
錦１丁目,1903,1777,1839,3616
錦２丁目,1277,1311,1281,2592
氷川台,7186,6550,7040,13590
氷川台１丁目,116,103,118,221
氷川台２丁目,1428,1480,1527,3007
氷川台３丁目,2883,2481,2667,5148
氷川台４丁目,2759,2486,2728,5214
平和台,6846,6895,7018,13913
平和台１丁目,1750,1802,1748,3550
平和台２丁目,1586,1483,1566,3049
平和台３丁目,2043,2203,2199,4402
平和台４丁目,1467,1407,1505,2912
早宮,9640,9266,9998,19264
早宮１丁目,3092,2823,3059,5882
早宮２丁目,2143,1991,2163,4154
早宮３丁目,2313,2303,2504,4807
早宮４丁目,2092,2149,2272,4421
春日町,13172,12527,13584,26111
春日町１丁目,2163,2116,2277,4393
春日町２丁目,2355,2290,2389,4679
春日町３丁目,2193,1923,2175,4098
春日町４丁目,2232,2139,2269,4408
春日町５丁目,2225,2147,2387,4534
春日町６丁目,2004,1912,2087,3999
高松,8376,8901,9226,18127
高松１丁目,1495,1481,1577,3058
高松２丁目,1198,1201,1323,2524
高松３丁目,1312,1604,1676,3280
高松４丁目,1557,1713,1766,3479
高松５丁目,1354,1342,1367,2709
高松６丁目,1460,1560,1517,3077
北町,15516,13420,13302,26722
北町１丁目,2843,2271,2381,4652
北町２丁目,3311,3074,3240,6314
北町３丁目,1698,1470,1581,3051
北町４丁目,923,863,60,923
北町５丁目,1327,1207,1217,2424
北町６丁目,1614,1264,1449,2713
北町７丁目,1593,1407,1447,2854
北町８丁目,2207,1864,1927,3791
田柄,13824,14312,14834,29146
田柄１丁目,2430,2404,2600,5004
田柄２丁目,3785,3457,3650,7107
田柄３丁目,2550,2887,2806,5693
田柄４丁目,3178,3593,3665,7258
田柄５丁目,1881,1971,2113,4084
光が丘,12770,12411,14405,26816
光が丘１丁目,1570,1182,1412,2594
光が丘２丁目,2561,2326,2918,5244
光が丘３丁目,3964,4236,4673,8909
光が丘４丁目,0,0,0,0
光が丘５丁目,1614,1447,1819,3266
光が丘６丁目,479,459,566,1025
光が丘７丁目,2582,2761,3017,5778
旭町,6872,6470,6487,12957
旭町１丁目,1926,2086,2152,4238
旭町２丁目,2542,2233,2246,4479
旭町３丁目,2404,2151,2089,4240
土支田,6265,7063,7149,14212
土支田１丁目,1607,1723,1806,3529
土支田２丁目,1363,1539,1553,3092
土支田３丁目,1807,2050,2115,4165
土支田４丁目,1488,1751,1675,3426
富士見台,7947,7629,7955,15584
富士見台１丁目,1548,1522,1624,3146
富士見台２丁目,2308,2049,2117,4166
富士見台３丁目,2223,2035,2161,4196
富士見台４丁目,1868,2023,2053,4076
南田中,6471,6104,6385,12489
南田中１丁目,1246,1256,1257,2513
南田中２丁目,920,914,919,1833
南田中３丁目,1427,1256,1396,2652
南田中４丁目,1523,1575,1559,3134
南田中５丁目,1355,1103,1254,2357
高野台,7572,7277,8145,15422
高野台１丁目,1778,1583,1891,3474
高野台２丁目,1591,1613,1728,3341
高野台３丁目,1478,1374,1511,2885
高野台４丁目,1312,1268,1418,2686
高野台５丁目,1413,1439,1597,3036
谷原,5816,6578,6755,13333
谷原１丁目,961,1055,1078,2133
谷原２丁目,835,864,899,1763
谷原３丁目,833,1004,1062,2066
谷原４丁目,792,980,983,1963
谷原５丁目,1384,1527,1589,3116
谷原６丁目,1011,1148,1144,2292
三原台,4298,4671,4757,9428
三原台１丁目,1955,2111,2094,4205
三原台２丁目,896,1039,1011,2050
三原台３丁目,1447,1521,1652,3173
石神井町,14964,13368,14659,28027
石神井町１丁目,1793,1416,1716,3132
石神井町２丁目,2411,2120,2427,4547
石神井町３丁目,1983,1587,1723,3310
石神井町４丁目,1767,1659,1794,3453
石神井町５丁目,964,839,900,1739
石神井町６丁目,1645,1530,1601,3131
石神井町７丁目,2162,2062,2193,4255
石神井町８丁目,2239,2155,2305,4460
石神井台,14975,15019,15985,31004
石神井台１丁目,721,791,836,1627
石神井台２丁目,2200,2306,2388,4694
石神井台３丁目,2716,2626,2763,5389
石神井台４丁目,2265,2218,2526,4744
石神井台５丁目,1773,1938,2002,3940
石神井台６丁目,1340,1425,1517,2942
石神井台７丁目,2181,1803,1939,3742
石神井台８丁目,1779,1912,2014,3926
下石神井,8844,8981,9246,18227
下石神井１丁目,1254,1346,1334,2680
下石神井２丁目,1568,1614,1707,3321
下石神井３丁目,1130,1195,1258,2453
下石神井４丁目,1971,1738,1807,3545
下石神井５丁目,1309,1318,1350,2668
下石神井６丁目,1612,1770,1790,3560
東大泉,18313,16608,18626,35234
東大泉１丁目,2476,2169,2552,4721
東大泉２丁目,3132,3071,3340,6411
東大泉３丁目,2646,2224,2592,4816
東大泉４丁目,1705,1421,1521,2942
東大泉５丁目,2088,1798,2126,3924
東大泉６丁目,3396,3013,3440,6453
東大泉７丁目,2870,2912,3055,5967
西大泉町,13,13,20,33
西大泉,9954,10768,11213,21981
西大泉１丁目,1942,2026,2040,4066
西大泉２丁目,1279,1400,1512,2912
西大泉３丁目,1738,1805,1895,3700
西大泉４丁目,1519,1792,1881,3673
西大泉５丁目,2209,2352,2468,4820
西大泉６丁目,1267,1393,1417,2810
南大泉,12751,13174,13960,27134
南大泉１丁目,2201,2336,2435,4771
南大泉２丁目,1930,2155,2266,4421
南大泉３丁目,2293,2381,2470,4851
南大泉４丁目,3120,3095,3243,6338
南大泉５丁目,2356,2267,2513,4780
南大泉６丁目,851,940,1033,1973
大泉町,10091,10926,11157,22083
大泉町１丁目,2342,2651,2658,5309
大泉町２丁目,2232,2324,2434,4758
大泉町３丁目,1743,1907,1920,3827
大泉町４丁目,1636,1888,1874,3762
大泉町５丁目,1014,1032,1072,2104
大泉町６丁目,1124,1124,1199,2323
大泉学園町,15727,16756,17600,34356
大泉学園町１丁目,1467,1515,1657,3172
大泉学園町２丁目,1981,1958,2016,3974
大泉学園町３丁目,1351,1624,1597,3221
大泉学園町４丁目,1909,2105,2216,4321
大泉学園町５丁目,2139,2341,2438,4779
大泉学園町６丁目,2302,2496,2704,5200
大泉学園町７丁目,2368,2411,2598,5009
大泉学園町８丁目,2140,2267,2343,4610
大泉学園町９丁目,70,39,31,70
関町北,11777,10493,11516,22009
関町北１丁目,2140,1648,1879,3527
関町北２丁目,2821,2168,2484,4652
関町北３丁目,2202,2022,2117,4139
関町北４丁目,2165,1998,2157,4155
関町北５丁目,2449,2657,2879,5536
関町南,9095,8914,9463,18377
関町南１丁目,1250,1152,1228,2380
関町南２丁目,2205,2091,2242,4333
関町南３丁目,2084,2131,2141,4272
関町南４丁目,3556,3540,3852,7392
上石神井南町,1100,1092,1106,2198
立野町,2445,2560,2778,5338
上石神井,10536,8785,9453,18238
上石神井１丁目,3482,2667,2837,5504
上石神井２丁目,2491,2101,2331,4432
上石神井３丁目,1932,1751,1843,3594
上石神井４丁目,2631,2266,2442,4708
関町東,3068,2607,2660,5267
関町東１丁目,2065,1849,1878,3727
関町東２丁目,1003,758,782,1540
