町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,388287,358183,382158,740341
旭丘,4934,3661,3678,7339
旭丘１丁目,3401,2499,2428,4927
旭丘２丁目,1533,1162,1250,2412
小竹町,5815,4570,4992,9562
小竹町１丁目,3139,2506,2667,5173
小竹町２丁目,2676,2064,2325,4389
栄町,2659,1946,2205,4151
羽沢,3903,3289,3462,6751
羽沢１丁目,920,671,700,1371
羽沢２丁目,1972,1659,1791,3450
羽沢３丁目,1011,959,971,1930
豊玉上,4523,3136,3509,6645
豊玉上１丁目,1539,1134,1203,2337
豊玉上２丁目,2984,2002,2306,4308
豊玉中,6288,5406,5446,10852
豊玉中１丁目,1435,1253,1230,2483
豊玉中２丁目,2031,1705,1633,3338
豊玉中３丁目,1960,1506,1570,3076
豊玉中４丁目,862,942,1013,1955
豊玉南,4657,4412,4435,8847
豊玉南１丁目,1258,1112,1169,2281
豊玉南２丁目,1151,1006,1049,2055
豊玉南３丁目,2248,2294,2217,4511
豊玉北,12745,9339,10062,19401
豊玉北１丁目,1677,1188,1403,2591
豊玉北２丁目,1596,1221,1264,2485
豊玉北３丁目,2268,1585,1695,3280
豊玉北４丁目,2696,1974,2037,4011
豊玉北５丁目,2673,1843,2001,3844
豊玉北６丁目,1835,1528,1662,3190
中村,5113,4701,5189,9890
中村１丁目,1220,1160,1241,2401
中村２丁目,1658,1631,1774,3405
中村３丁目,2235,1910,2174,4084
中村南,5849,5414,5634,11048
中村南１丁目,2077,2135,2096,4231
中村南２丁目,2228,1859,1952,3811
中村南３丁目,1544,1420,1586,3006
中村北,7059,5471,6221,11692
中村北１丁目,2195,1738,1931,3669
中村北２丁目,1741,1527,1566,3093
中村北３丁目,1379,950,1124,2074
中村北４丁目,1744,1256,1600,2856
桜台,14627,12303,13132,25435
桜台１丁目,3387,2458,2688,5146
桜台２丁目,2653,2248,2392,4640
桜台３丁目,2540,2215,2430,4645
桜台４丁目,2248,1688,1838,3526
桜台５丁目,2021,1945,1945,3890
桜台６丁目,1778,1749,1839,3588
練馬,9277,7028,7591,14619
練馬１丁目,2843,2074,2158,4232
練馬２丁目,1777,1442,1528,2970
練馬３丁目,2389,1720,1844,3564
練馬４丁目,2268,1792,2061,3853
向山,5908,5427,5591,11018
向山１丁目,1122,865,896,1761
向山２丁目,1345,1284,1269,2553
向山３丁目,1303,1193,1299,2492
向山４丁目,2138,2085,2127,4212
貫井,11924,10052,10998,21050
貫井１丁目,2750,2342,2713,5055
貫井２丁目,2473,2006,2122,4128
貫井３丁目,3052,2354,2744,5098
貫井４丁目,2213,2052,2179,4231
