町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
貫井５丁目,1436,1298,1240,2538
錦,3241,3087,3177,6264
錦１丁目,1944,1791,1883,3674
錦２丁目,1297,1296,1294,2590
氷川台,7360,6504,7121,13625
氷川台１丁目,119,103,119,222
氷川台２丁目,1402,1472,1499,2971
氷川台３丁目,2978,2465,2717,5182
氷川台４丁目,2861,2464,2786,5250
平和台,6904,6842,6977,13819
平和台１丁目,1702,1789,1719,3508
平和台２丁目,1626,1485,1571,3056
平和台３丁目,2022,2121,2174,4295
平和台４丁目,1554,1447,1513,2960
早宮,9837,9260,10050,19310
早宮１丁目,3119,2798,3016,5814
早宮２丁目,2203,1971,2189,4160
早宮３丁目,2367,2343,2533,4876
早宮４丁目,2148,2148,2312,4460
春日町,13706,12715,13921,26636
春日町１丁目,2366,2278,2422,4700
春日町２丁目,2432,2267,2391,4658
春日町３丁目,2291,1965,2256,4221
春日町４丁目,2265,2155,2273,4428
春日町５丁目,2241,2084,2361,4445
春日町６丁目,2111,1966,2218,4184
高松,8484,8786,9118,17904
高松１丁目,1479,1410,1519,2929
高松２丁目,1269,1229,1342,2571
高松３丁目,1291,1540,1645,3185
高松４丁目,1570,1695,1705,3400
高松５丁目,1401,1340,1384,2724
高松６丁目,1474,1572,1523,3095
北町,15909,13573,13636,27209
北町１丁目,3022,2361,2477,4838
北町２丁目,3408,3140,3369,6509
北町３丁目,1888,1611,1710,3321
北町４丁目,810,747,63,810
北町５丁目,1365,1206,1247,2453
北町６丁目,1631,1291,1432,2723
北町７丁目,1623,1404,1468,2872
北町８丁目,2162,1813,1870,3683
田柄,13927,14072,14652,28724
田柄１丁目,2476,2401,2541,4942
田柄２丁目,3828,3429,3633,7062
田柄３丁目,2454,2708,2687,5395
田柄４丁目,3224,3560,3672,7232
田柄５丁目,1945,1974,2119,4093
光が丘,12771,12211,14234,26445
光が丘１丁目,1569,1144,1397,2541
光が丘２丁目,2587,2321,2908,5229
光が丘３丁目,3977,4192,4622,8814
光が丘４丁目,0,0,0,0
光が丘５丁目,1607,1413,1796,3209
光が丘６丁目,476,452,561,1013
光が丘７丁目,2555,2689,2950,5639
旭町,6960,6489,6520,13009
旭町１丁目,1938,2083,2161,4244
旭町２丁目,2620,2298,2279,4577
旭町３丁目,2402,2108,2080,4188
土支田,6383,7083,7233,14316
土支田１丁目,1646,1743,1842,3585
土支田２丁目,1414,1556,1588,3144
土支田３丁目,1838,2102,2130,4232
土支田４丁目,1485,1682,1673,3355
富士見台,8022,7550,7981,15531
富士見台１丁目,1542,1504,1617,3121
富士見台２丁目,2335,2034,2099,4133
富士見台３丁目,2282,2025,2203,4228
富士見台４丁目,1863,1987,2062,4049
南田中,6490,6060,6301,12361
南田中１丁目,1251,1250,1270,2520
南田中２丁目,932,916,912,1828
南田中３丁目,1434,1243,1357,2600
南田中４丁目,1536,1573,1535,3108
南田中５丁目,1337,1078,1227,2305
高野台,7768,7300,8150,15450
高野台１丁目,1814,1572,1924,3496
高野台２丁目,1646,1620,1722,3342
高野台３丁目,1559,1415,1519,2934
高野台４丁目,1303,1236,1390,2626
高野台５丁目,1446,1457,1595,3052
谷原,5960,6651,6842,13493
谷原１丁目,1004,1079,1093,2172
谷原２丁目,874,858,929,1787
谷原３丁目,853,1009,1056,2065
谷原４丁目,804,996,981,1977
谷原５丁目,1421,1588,1661,3249
谷原６丁目,1004,1121,1122,2243
三原台,4302,4646,4734,9380
三原台１丁目,1947,2073,2085,4158
三原台２丁目,929,1074,1054,2128
三原台３丁目,1426,1499,1595,3094
石神井町,15101,13290,14726,28016
石神井町１丁目,1812,1409,1709,3118
石神井町２丁目,2516,2177,2531,4708
石神井町３丁目,1967,1561,1720,3281
石神井町４丁目,1782,1642,1790,3432
石神井町５丁目,983,839,898,1737
石神井町６丁目,1656,1515,1608,3123
石神井町７丁目,2155,2024,2180,4204
石神井町８丁目,2230,2123,2290,4413
石神井台,15056,14893,15923,30816
石神井台１丁目,721,782,830,1612
石神井台２丁目,2221,2291,2368,4659
石神井台３丁目,2766,2618,2778,5396
石神井台４丁目,2247,2165,2480,4645
石神井台５丁目,1760,1922,2002,3924
石神井台６丁目,1377,1445,1544,2989
石神井台７丁目,2188,1785,1933,3718
石神井台８丁目,1776,1885,1988,3873
下石神井,8926,8892,9193,18085
下石神井１丁目,1293,1356,1383,2739
下石神井２丁目,1592,1622,1699,3321
下石神井３丁目,1112,1168,1209,2377
下石神井４丁目,1991,1730,1786,3516
下石神井５丁目,1308,1277,1333,2610
下石神井６丁目,1630,1739,1783,3522
東大泉,18449,16597,18742,35339
東大泉１丁目,2546,2202,2654,4856
東大泉２丁目,3062,3022,3315,6337
東大泉３丁目,2679,2231,2602,4833
東大泉４丁目,1718,1401,1519,2920
東大泉５丁目,2170,1872,2206,4078
東大泉６丁目,3386,2962,3425,6387
東大泉７丁目,2888,2907,3021,5928
西大泉町,15,13,20,33
西大泉,10070,10753,11245,21998
西大泉１丁目,1947,1984,2046,4030
西大泉２丁目,1291,1408,1496,2904
西大泉３丁目,1768,1814,1943,3757
西大泉４丁目,1569,1840,1912,3752
西大泉５丁目,2196,2286,2429,4715
西大泉６丁目,1299,1421,1419,2840
南大泉,12828,13032,13828,26860
南大泉１丁目,2245,2343,2454,4797
南大泉２丁目,1957,2150,2231,4381
南大泉３丁目,2296,2353,2463,4816
南大泉４丁目,3126,3050,3204,6254
南大泉５丁目,2346,2221,2459,4680
南大泉６丁目,858,915,1017,1932
大泉町,10094,10685,10996,21681
大泉町１丁目,2331,2605,2604,5209
大泉町２丁目,2190,2260,2350,4610
大泉町３丁目,1727,1830,1874,3704
大泉町４丁目,1679,1860,1904,3764
大泉町５丁目,1004,1008,1051,2059
大泉町６丁目,1163,1122,1213,2335
大泉学園町,15777,16593,17503,34096
大泉学園町１丁目,1450,1517,1631,3148
大泉学園町２丁目,1973,1951,2006,3957
大泉学園町３丁目,1349,1603,1576,3179
大泉学園町４丁目,1902,2048,2173,4221
大泉学園町５丁目,2162,2305,2447,4752
大泉学園町６丁目,2324,2492,2706,5198
大泉学園町７丁目,2383,2384,2597,4981
大泉学園町８丁目,2164,2254,2336,4590
大泉学園町９丁目,70,39,31,70
関町北,11983,10491,11559,22050
関町北１丁目,2199,1673,1883,3556
関町北２丁目,2917,2172,2545,4717
関町北３丁目,2195,2008,2114,4122
関町北４丁目,2193,1992,2200,4192
関町北５丁目,2479,2646,2817,5463
関町南,9298,8911,9677,18588
関町南１丁目,1367,1161,1345,2506
関町南２丁目,2205,2078,2226,4304
関町南３丁目,2091,2085,2157,4242
関町南４丁目,3635,3587,3949,7536
上石神井南町,1113,1075,1133,2208
立野町,2441,2533,2730,5263
上石神井,10742,8820,9444,18264
上石神井１丁目,3551,2667,2801,5468
上石神井２丁目,2501,2061,2298,4359
上石神井３丁目,1996,1784,1872,3656
上石神井４丁目,2694,2308,2473,4781
関町東,3089,2621,2647,5268
関町東１丁目,2051,1863,1862,3725
関町東２丁目,1038,758,785,1543
