町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,389811,358866,382954,741820
旭丘,4959,3674,3692,7366
旭丘１丁目,3413,2488,2443,4931
旭丘２丁目,1546,1186,1249,2435
小竹町,5808,4555,5011,9566
小竹町１丁目,3137,2493,2690,5183
小竹町２丁目,2671,2062,2321,4383
栄町,2688,1956,2214,4170
羽沢,3923,3287,3448,6735
羽沢１丁目,949,689,702,1391
羽沢２丁目,1976,1656,1776,3432
羽沢３丁目,998,942,970,1912
豊玉上,4526,3127,3479,6606
豊玉上１丁目,1514,1110,1174,2284
豊玉上２丁目,3012,2017,2305,4322
豊玉中,6347,5425,5451,10876
豊玉中１丁目,1452,1260,1238,2498
豊玉中２丁目,2052,1705,1641,3346
豊玉中３丁目,1975,1515,1564,3079
豊玉中４丁目,868,945,1008,1953
豊玉南,4597,4373,4413,8786
豊玉南１丁目,1222,1087,1155,2242
豊玉南２丁目,1136,995,1046,2041
豊玉南３丁目,2239,2291,2212,4503
豊玉北,12810,9408,10099,19507
豊玉北１丁目,1681,1189,1410,2599
豊玉北２丁目,1595,1212,1283,2495
豊玉北３丁目,2266,1588,1688,3276
豊玉北４丁目,2747,2038,2074,4112
豊玉北５丁目,2681,1863,1998,3861
豊玉北６丁目,1840,1518,1646,3164
中村,5101,4702,5165,9867
中村１丁目,1212,1148,1244,2392
中村２丁目,1669,1649,1771,3420
中村３丁目,2220,1905,2150,4055
中村南,5909,5438,5676,11114
中村南１丁目,2134,2154,2129,4283
中村南２丁目,2227,1841,1954,3795
中村南３丁目,1548,1443,1593,3036
中村北,7058,5455,6192,11647
中村北１丁目,2214,1765,1927,3692
中村北２丁目,1708,1491,1559,3050
中村北３丁目,1384,942,1119,2061
中村北４丁目,1752,1257,1587,2844
桜台,14649,12323,13146,25469
桜台１丁目,3400,2460,2697,5157
桜台２丁目,2654,2251,2389,4640
桜台３丁目,2553,2216,2455,4671
桜台４丁目,2215,1674,1814,3488
桜台５丁目,2048,1976,1950,3926
桜台６丁目,1779,1746,1841,3587
練馬,9278,7026,7606,14632
練馬１丁目,2842,2096,2156,4252
練馬２丁目,1775,1426,1545,2971
練馬３丁目,2383,1712,1846,3558
練馬４丁目,2278,1792,2059,3851
向山,5902,5421,5572,10993
向山１丁目,1119,860,895,1755
向山２丁目,1333,1284,1258,2542
向山３丁目,1294,1188,1285,2473
向山４丁目,2156,2089,2134,4223
貫井,11922,10073,11034,21107
貫井１丁目,2747,2340,2716,5056
貫井２丁目,2490,1998,2132,4130
貫井３丁目,2963,2301,2677,4978
貫井４丁目,2287,2128,2272,4400
貫井５丁目,1435,1306,1237,2543
錦,3292,3125,3199,6324
錦１丁目,1964,1810,1873,3683
錦２丁目,1328,1315,1326,2641
氷川台,7445,6549,7149,13698
氷川台１丁目,124,99,122,221
氷川台２丁目,1446,1494,1530,3024
氷川台３丁目,2989,2466,2712,5178
氷川台４丁目,2886,2490,2785,5275
平和台,7026,6829,7058,13887
平和台１丁目,1705,1766,1710,3476
平和台２丁目,1642,1484,1586,3070
平和台３丁目,2096,2147,2241,4388
平和台４丁目,1583,1432,1521,2953
早宮,9865,9234,10086,19320
