町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
大泉町４丁目,1673,1853,1899,3752
大泉町５丁目,1007,1013,1057,2070
大泉町６丁目,1169,1121,1219,2340
大泉学園町,15773,16542,17493,34035
大泉学園町１丁目,1442,1502,1624,3126
大泉学園町２丁目,1964,1937,2010,3947
大泉学園町３丁目,1353,1607,1591,3198
大泉学園町４丁目,1905,2041,2173,4214
大泉学園町５丁目,2180,2299,2466,4765
大泉学園町６丁目,2323,2486,2689,5175
大泉学園町７丁目,2377,2384,2574,4958
大泉学園町８丁目,2161,2247,2337,4584
大泉学園町９丁目,68,39,29,68
関町北,12016,10520,11547,22067
関町北１丁目,2220,1680,1893,3573
関町北２丁目,2919,2190,2537,4727
関町北３丁目,2200,2016,2117,4133
関町北４丁目,2201,1998,2200,4198
関町北５丁目,2476,2636,2800,5436
関町南,9276,8896,9631,18527
関町南１丁目,1337,1147,1310,2457
関町南２丁目,2202,2082,2212,4294
関町南３丁目,2090,2089,2164,4253
関町南４丁目,3647,3578,3945,7523
上石神井南町,1123,1073,1136,2209
立野町,2429,2526,2722,5248
上石神井,10819,8871,9442,18313
上石神井１丁目,3536,2657,2778,5435
上石神井２丁目,2518,2063,2307,4370
上石神井３丁目,2011,1793,1869,3662
上石神井４丁目,2754,2358,2488,4846
関町東,3116,2628,2651,5279
関町東１丁目,2072,1869,1872,3741
関町東２丁目,1044,759,779,1538
