町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
高松１丁目,1503,1496,1563,3059
高松２丁目,1164,1208,1312,2520
高松３丁目,1260,1559,1639,3198
高松４丁目,1514,1753,1759,3512
高松５丁目,1335,1356,1365,2721
高松６丁目,1421,1569,1482,3051
北町,15135,13240,12830,26070
北町１丁目,2769,2234,2318,4552
北町２丁目,3228,3074,3127,6201
北町３丁目,1543,1325,1376,2701
北町４丁目,988,915,73,988
北町５丁目,1317,1225,1206,2431
北町６丁目,1539,1205,1392,2597
北町７丁目,1585,1417,1467,2884
北町８丁目,2166,1845,1871,3716
田柄,13634,14546,14977,29523
田柄１丁目,2456,2453,2647,5100
田柄２丁目,3739,3494,3676,7170
田柄３丁目,2454,2928,2870,5798
田柄４丁目,3115,3631,3671,7302
田柄５丁目,1870,2040,2113,4153
光が丘,12738,12765,14683,27448
光が丘１丁目,1556,1235,1441,2676
光が丘２丁目,2588,2447,3048,5495
光が丘３丁目,3959,4311,4722,9033
光が丘４丁目,0,0,0,0
光が丘５丁目,1610,1504,1848,3352
光が丘６丁目,472,471,580,1051
光が丘７丁目,2553,2797,3044,5841
旭町,6785,6433,6569,13002
旭町１丁目,1901,2070,2161,4231
旭町２丁目,2614,2303,2336,4639
旭町３丁目,2270,2060,2072,4132
土支田,6077,6898,6958,13856
土支田１丁目,1603,1758,1814,3572
土支田２丁目,1292,1448,1455,2903
土支田３丁目,1759,2007,2083,4090
土支田４丁目,1423,1685,1606,3291
富士見台,7894,7605,8012,15617
富士見台１丁目,1545,1518,1608,3126
富士見台２丁目,2308,2074,2159,4233
富士見台３丁目,2178,1984,2175,4159
富士見台４丁目,1863,2029,2070,4099
南田中,6483,6115,6524,12639
南田中１丁目,1231,1255,1280,2535
南田中２丁目,890,880,913,1793
南田中３丁目,1425,1257,1429,2686
南田中４丁目,1585,1620,1604,3224
南田中５丁目,1352,1103,1298,2401
高野台,7356,7102,7942,15044
高野台１丁目,1757,1609,1910,3519
高野台２丁目,1490,1519,1612,3131
高野台３丁目,1525,1421,1565,2986
高野台４丁目,1216,1151,1320,2471
高野台５丁目,1368,1402,1535,2937
谷原,5624,6431,6608,13039
谷原１丁目,937,1050,1035,2085
谷原２丁目,825,864,907,1771
谷原３丁目,826,975,1052,2027
谷原４丁目,764,999,960,1959
谷原５丁目,1275,1393,1471,2864
谷原６丁目,997,1150,1183,2333
三原台,4173,4638,4718,9356
三原台１丁目,1959,2127,2117,4244
三原台２丁目,866,1026,1006,2032
三原台３丁目,1348,1485,1595,3080
石神井町,14743,13243,14670,27913
石神井町１丁目,1792,1417,1753,3170
石神井町２丁目,2351,2061,2409,4470
石神井町３丁目,1925,1568,1718,3286
石神井町４丁目,1752,1653,1787,3440
石神井町５丁目,941,874,893,1767
石神井町６丁目,1614,1490,1616,3106
石神井町７丁目,2123,2031,2164,4195
石神井町８丁目,2245,2149,2330,4479
石神井台,14771,15010,15918,30928
石神井台１丁目,721,793,830,1623
石神井台２丁目,2156,2316,2369,4685
石神井台３丁目,2728,2655,2838,5493
石神井台４丁目,2196,2128,2451,4579
石神井台５丁目,1764,1974,2004,3978
石神井台６丁目,1350,1464,1529,2993
石神井台７丁目,2163,1834,1936,3770
石神井台８丁目,1693,1846,1961,3807
下石神井,8832,9017,9296,18313
下石神井１丁目,1310,1355,1397,2752
下石神井２丁目,1579,1655,1743,3398
下石神井３丁目,1094,1178,1226,2404
下石神井４丁目,1959,1727,1808,3535
下石神井５丁目,1295,1309,1345,2654
下石神井６丁目,1595,1793,1777,3570
東大泉,17832,16356,18327,34683
東大泉１丁目,2419,2234,2540,4774
東大泉２丁目,2988,2894,3192,6086
東大泉３丁目,2619,2170,2606,4776
東大泉４丁目,1699,1424,1500,2924
東大泉５丁目,2000,1746,2048,3794
東大泉６丁目,3289,2940,3413,6353
東大泉７丁目,2818,2948,3028,5976
西大泉町,13,13,20,33
西大泉,9876,10864,11256,22120
西大泉１丁目,1939,2059,2025,4084
西大泉２丁目,1287,1441,1543,2984
西大泉３丁目,1694,1795,1871,3666
西大泉４丁目,1477,1763,1844,3607
西大泉５丁目,2208,2370,2512,4882
西大泉６丁目,1271,1436,1461,2897
南大泉,12447,13189,13872,27061
南大泉１丁目,2142,2315,2426,4741
南大泉２丁目,1915,2170,2307,4477
南大泉３丁目,2238,2359,2455,4814
南大泉４丁目,3053,3121,3202,6323
南大泉５丁目,2272,2291,2471,4762
南大泉６丁目,827,933,1011,1944
大泉町,10018,11038,11324,22362
大泉町１丁目,2283,2669,2681,5350
大泉町２丁目,2169,2310,2440,4750
大泉町３丁目,1731,1925,1951,3876
大泉町４丁目,1650,1897,1915,3812
大泉町５丁目,1040,1085,1104,2189
大泉町６丁目,1145,1152,1233,2385
大泉学園町,15522,16808,17654,34462
大泉学園町１丁目,1484,1546,1665,3211
大泉学園町２丁目,1904,1926,2046,3972
大泉学園町３丁目,1324,1626,1569,3195
大泉学園町４丁目,1876,2107,2251,4358
大泉学園町５丁目,2085,2348,2424,4772
大泉学園町６丁目,2274,2500,2649,5149
大泉学園町７丁目,2345,2403,2619,5022
大泉学園町８丁目,2159,2313,2399,4712
大泉学園町９丁目,71,39,32,71
関町北,11675,10576,11600,22176
関町北１丁目,2115,1640,1913,3553
関町北２丁目,2783,2172,2516,4688
関町北３丁目,2214,2065,2132,4197
関町北４丁目,2132,1995,2135,4130
関町北５丁目,2431,2704,2904,5608
関町南,8699,8506,9022,17528
関町南１丁目,1337,1217,1304,2521
関町南２丁目,2152,2072,2219,4291
関町南３丁目,2057,2102,2113,4215
関町南４丁目,3153,3115,3386,6501
上石神井南町,1100,1102,1113,2215
立野町,2399,2533,2721,5254
上石神井,10676,9101,9685,18786
上石神井１丁目,3420,2630,2796,5426
上石神井２丁目,2339,2064,2218,4282
上石神井３丁目,2294,2095,2242,4337
上石神井４丁目,2623,2312,2429,4741
関町東,3014,2584,2636,5220
関町東１丁目,2048,1845,1859,3704
関町東２丁目,966,739,777,1516
