町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
総 数,381205,357156,380161,737317
旭丘,4853,3652,3653,7305
旭丘１丁目,3337,2490,2392,4882
旭丘２丁目,1516,1162,1261,2423
小竹町,5655,4500,4970,9470
小竹町１丁目,3109,2491,2672,5163
小竹町２丁目,2546,2009,2298,4307
栄町,2583,1924,2178,4102
羽沢,3826,3203,3370,6573
羽沢１丁目,909,657,690,1347
羽沢２丁目,1920,1597,1727,3324
羽沢３丁目,997,949,953,1902
豊玉上,4376,3041,3467,6508
豊玉上１丁目,1522,1144,1191,2335
豊玉上２丁目,2854,1897,2276,4173
豊玉中,6061,5338,5321,10659
豊玉中１丁目,1350,1224,1180,2404
豊玉中２丁目,1933,1664,1575,3239
豊玉中３丁目,1923,1502,1560,3062
豊玉中４丁目,855,948,1006,1954
豊玉南,4428,4237,4300,8537
豊玉南１丁目,1235,1127,1174,2301
豊玉南２丁目,1101,971,1029,2000
豊玉南３丁目,2092,2139,2097,4236
豊玉北,12612,9345,10130,19475
豊玉北１丁目,1666,1197,1408,2605
豊玉北２丁目,1541,1192,1253,2445
豊玉北３丁目,2198,1574,1653,3227
豊玉北４丁目,2697,1976,2081,4057
豊玉北５丁目,2662,1866,2031,3897
豊玉北６丁目,1848,1540,1704,3244
中村,5047,4687,5199,9886
中村１丁目,1202,1149,1251,2400
中村２丁目,1606,1599,1736,3335
中村３丁目,2239,1939,2212,4151
中村南,5638,5326,5557,10883
中村南１丁目,2056,2098,2125,4223
中村南２丁目,2086,1800,1874,3674
中村南３丁目,1496,1428,1558,2986
中村北,6912,5455,6209,11664
中村北１丁目,2180,1779,1982,3761
中村北２丁目,1715,1506,1554,3060
中村北３丁目,1355,929,1128,2057
中村北４丁目,1662,1241,1545,2786
桜台,14440,12341,13243,25584
桜台１丁目,3308,2421,2666,5087
桜台２丁目,2683,2301,2464,4765
桜台３丁目,2524,2247,2467,4714
桜台４丁目,2153,1661,1816,3477
桜台５丁目,2001,1965,1966,3931
桜台６丁目,1771,1746,1864,3610
練馬,9188,7069,7522,14591
練馬１丁目,2799,2063,2171,4234
練馬２丁目,1790,1477,1497,2974
練馬３丁目,2387,1720,1844,3564
練馬４丁目,2212,1809,2010,3819
向山,5850,5423,5650,11073
向山１丁目,1099,862,893,1755
向山２丁目,1348,1293,1287,2580
向山３丁目,1289,1181,1290,2471
向山４丁目,2114,2087,2180,4267
貫井,11311,9651,10489,20140
貫井１丁目,2685,2335,2693,5028
貫井２丁目,2248,1758,1850,3608
貫井３丁目,2795,2243,2565,4808
貫井４丁目,2191,2059,2140,4199
貫井５丁目,1392,1256,1241,2497
錦,3152,3080,3128,6208
錦１丁目,1880,1770,1840,3610
錦２丁目,1272,1310,1288,2598
氷川台,7195,6550,7032,13582
氷川台１丁目,122,107,123,230
氷川台２丁目,1409,1484,1511,2995
氷川台３丁目,2918,2496,2684,5180
氷川台４丁目,2746,2463,2714,5177
平和台,6783,6832,6978,13810
平和台１丁目,1720,1787,1727,3514
平和台２丁目,1583,1466,1556,3022
平和台３丁目,2016,2169,2193,4362
平和台４丁目,1464,1410,1502,2912
早宮,9544,9221,9901,19122
早宮１丁目,3047,2813,3012,5825
早宮２丁目,2141,1972,2146,4118
早宮３丁目,2287,2300,2482,4782
早宮４丁目,2069,2136,2261,4397
春日町,13166,12511,13584,26095
春日町１丁目,2216,2153,2314,4467
春日町２丁目,2345,2271,2376,4647
春日町３丁目,2176,1889,2161,4050
春日町４丁目,2235,2144,2283,4427
春日町５丁目,2215,2137,2369,4506
春日町６丁目,1979,1917,2081,3998
高松,8397,8874,9196,18070
高松１丁目,1489,1466,1562,3028
高松２丁目,1236,1220,1333,2553
高松３丁目,1303,1597,1656,3253
高松４丁目,1565,1706,1771,3477
高松５丁目,1353,1332,1352,2684
高松６丁目,1451,1553,1522,3075
北町,15382,13247,13211,26458
北町１丁目,2819,2236,2360,4596
北町２丁目,3292,3051,3229,6280
北町３丁目,1701,1467,1594,3061
北町４丁目,884,823,61,884
北町５丁目,1338,1202,1227,2429
北町６丁目,1587,1245,1411,2656
北町７丁目,1564,1373,1431,2804
北町８丁目,2197,1850,1898,3748
田柄,13794,14235,14798,29033
田柄１丁目,2428,2403,2584,4987
田柄２丁目,3759,3427,3617,7044
田柄３丁目,2521,2854,2788,5642
田柄４丁目,3185,3589,3678,7267
田柄５丁目,1901,1962,2131,4093
光が丘,12742,12352,14321,26673
光が丘１丁目,1575,1158,1414,2572
光が丘２丁目,2554,2305,2897,5202
光が丘３丁目,3961,4231,4636,8867
光が丘４丁目,0,0,0,0
光が丘５丁目,1601,1450,1807,3257
光が丘６丁目,481,461,569,1030
光が丘７丁目,2570,2747,2998,5745
旭町,6837,6446,6461,12907
旭町１丁目,1935,2094,2164,4258
旭町２丁目,2514,2219,2217,4436
旭町３丁目,2388,2133,2080,4213
土支田,6298,7102,7215,14317
土支田１丁目,1618,1736,1837,3573
土支田２丁目,1368,1555,1561,3116
土支田３丁目,1820,2065,2130,4195
土支田４丁目,1492,1746,1687,3433
富士見台,7815,7541,7941,15482
富士見台１丁目,1510,1497,1634,3131
富士見台２丁目,2283,2037,2112,4149
富士見台３丁目,2187,2010,2153,4163
富士見台４丁目,1835,1997,2042,4039
南田中,6425,6088,6360,12448
南田中１丁目,1245,1250,1270,2520
南田中２丁目,919,915,920,1835
南田中３丁目,1416,1249,1386,2635
南田中４丁目,1512,1574,1554,3128
南田中５丁目,1333,1100,1230,2330
高野台,7577,7254,8139,15393
高野台１丁目,1783,1573,1897,3470
高野台２丁目,1602,1612,1737,3349
高野台３丁目,1477,1378,1504,2882
高野台４丁目,1303,1253,1408,2661
高野台５丁目,1412,1438,1593,3031
谷原,5839,6613,6790,13403
谷原１丁目,965,1071,1073,2144
谷原２丁目,837,868,904,1772
谷原３丁目,854,1017,1078,2095
谷原４丁目,790,979,981,1960
谷原５丁目,1387,1537,1615,3152
谷原６丁目,1006,1141,1139,2280
三原台,4278,4655,4738,9393
三原台１丁目,1930,2090,2078,4168
三原台２丁目,901,1049,1016,2065
三原台３丁目,1447,1516,1644,3160
石神井町,14878,13239,14580,27819
石神井町１丁目,1788,1405,1712,3117
石神井町２丁目,2398,2096,2428,4524
石神井町３丁目,1972,1570,1728,3298
石神井町４丁目,1755,1636,1794,3430
石神井町５丁目,961,832,890,1722
石神井町６丁目,1624,1509,1574,3083
石神井町７丁目,2149,2046,2170,4216
石神井町８丁目,2231,2145,2284,4429
石神井台,14948,14951,15998,30949
石神井台１丁目,716,786,837,1623
石神井台２丁目,2204,2303,2384,4687
石神井台３丁目,2706,2614,2753,5367
石神井台４丁目,2257,2204,2530,4734
石神井台５丁目,1764,1922,2005,3927
石神井台６丁目,1369,1444,1543,2987
石神井台７丁目,2181,1791,1947,3738
石神井台８丁目,1751,1887,1999,3886
下石神井,8800,8940,9198,18138
下石神井１丁目,1248,1332,1348,2680
下石神井２丁目,1569,1618,1713,3331
下石神井３丁目,1121,1186,1242,2428
下石神井４丁目,1937,1723,1764,3487
下石神井５丁目,1313,1323,1346,2669
下石神井６丁目,1612,1758,1785,3543
東大泉,18327,16583,18616,35199
東大泉１丁目,2475,2146,2562,4708
東大泉２丁目,3097,3061,3316,6377
東大泉３丁目,2651,2218,2586,4804
東大泉４丁目,1722,1428,1534,2962
東大泉５丁目,2114,1810,2150,3960
東大泉６丁目,3395,3010,3441,6451
東大泉７丁目,2873,2910,3027,5937
西大泉町,13,12,20,32
西大泉,9970,10773,11220,21993
西大泉１丁目,1929,2008,2034,4042
西大泉２丁目,1287,1403,1516,2919
西大泉３丁目,1745,1810,1910,3720
西大泉４丁目,1530,1799,1878,3677
西大泉５丁目,2211,2353,2470,4823
西大泉６丁目,1268,1400,1412,2812
南大泉,12659,13077,13887,26964
南大泉１丁目,2186,2313,2418,4731
南大泉２丁目,1923,2147,2260,4407
南大泉３丁目,2258,2358,2474,4832
南大泉４丁目,3103,3088,3204,6292
南大泉５丁目,2325,2236,2490,4726
南大泉６丁目,864,935,1041,1976
大泉町,10070,10846,11112,21958
大泉町１丁目,2324,2610,2636,5246
大泉町２丁目,2203,2310,2408,4718
大泉町３丁目,1746,1899,1923,3822
大泉町４丁目,1651,1882,1877,3759
大泉町５丁目,1018,1026,1069,2095
大泉町６丁目,1128,1119,1199,2318
大泉学園町,15739,16684,17530,34214
大泉学園町１丁目,1464,1516,1638,3154
大泉学園町２丁目,1960,1941,2004,3945
大泉学園町３丁目,1352,1618,1593,3211
大泉学園町４丁目,1911,2091,2202,4293
大泉学園町５丁目,2116,2318,2403,4721
大泉学園町６丁目,2310,2505,2696,5201
大泉学園町７丁目,2389,2391,2612,5003
大泉学園町８丁目,2168,2266,2351,4617
大泉学園町９丁目,69,38,31,69
関町北,11724,10436,11479,21915
関町北１丁目,2142,1655,1879,3534
関町北２丁目,2800,2145,2473,4618
関町北３丁目,2183,2001,2117,4118
関町北４丁目,2164,1992,2157,4149
関町北５丁目,2435,2643,2853,5496
関町南,9071,8952,9531,18483
関町南１丁目,1247,1166,1220,2386
関町南２丁目,2180,2081,2230,4311
関町南３丁目,2041,2102,2148,4250
関町南４丁目,3603,3603,3933,7536
上石神井南町,1099,1075,1117,2192
立野町,2428,2543,2759,5302
上石神井,10441,8687,9426,18113
上石神井１丁目,3460,2612,2843,5455
上石神井２丁目,2459,2083,2319,4402
上石神井３丁目,1922,1745,1849,3594
上石神井４丁目,2600,2247,2415,4662
関町東,3034,2565,2637,5202
関町東１丁目,2051,1826,1862,3688
関町東２丁目,983,739,775,1514
